"","Mast.Cells","Inflammatory.Macrophages","HOPX.high.Squamous.Cells","Basal.Cells","AZGP1.SCGB3A1.LTF.high.Goblet.Cells","Interferon.Responsive.Secretory.Cells","ITGAX.high.Macrophages","Interferon.Responsive.Cytotoxic.CD8.T.Cells","VEGFA.high.Squamous.Cells","Interferon.Responsive.Ciliated.Cells"
"ENSG00000172264",-0.5,-0.490724781125644,0.238542149110711,-0.734166193719106,0.807961003267474,0.405468022344603,-0.707167999902838,-0.522957788435021,-0.715096941934194,0.618181818181818
"ENSG00000172301",-0.781818181818182,-0.817874635209406,0.706451749289415,-0.781839323181386,0.441156621415983,0.788156942310295,-0.776954315682723,-0.26606624323887,-0.800908574966298,0.845454545454546
"ENSG00000172322",0.627272727272727,0.60968836442883,-0.366987921708787,0.886720207998401,-0.867442794919067,-0.492028611384462,0.693210736746861,0.587180674734059,0.877185582105945,-0.609090909090909
"ENSG00000172331",0.609090909090909,0.649342892196559,-0.330289129537908,0.867650956213489,-0.867442794919067,-0.451026227102423,0.80952126304667,0.651403561033097,0.886720207998401,-0.663636363636364
"ENSG00000172361",-0.618181818181818,-0.584904284574,0.578005976691339,-0.572077553547355,0.247840798548305,0.669705609939962,-0.800216420942685,-0.165144564768954,-0.572077553547355,0.6
"ENSG00000172375",-0.527272727272727,-0.748479211615881,0.486258996264143,-0.505335172300164,0.163574927041881,0.5330309956665,-0.507113894667167,-0.192668658897113,-0.486265920515252,0.645454545454545
"ENSG00000172382",0.472727272727273,0.579947468603033,-0.229367451067992,0.839047078536121,-0.907097322686796,-0.346242356159436,0.665296210434907,0.642228862990377,0.819977826751209,-0.481818181818182
"ENSG00000172426",-0.690909090909091,-0.817874635209406,0.752325239503013,-0.734166193719106,0.282538510345068,0.851938428971244,-0.772301894630731,-0.28441563932431,-0.753235445504018,0.890909090909091
"ENSG00000172432",0.618181818181818,0.748479211615881,-0.422036109965105,0.648354560687003,-0.674126972051389,-0.492028611384462,0.679253473590884,0.605530070819498,0.638819934794547,-0.481818181818182
"ENSG00000172548",0.827272727272727,0.72369513176105,-0.614704768862218,0.791373949073842,-0.540292940835305,-0.706152173746218,0.846740631462608,0.27524094128159,0.791373949073842,-0.7
"ENSG00000172554",0.563636363636364,0.550206572777237,-0.0366987921708787,0.495800546407708,-0.733608763702982,-0.0683373071367308,0.511766315719159,0.495433694306862,0.46719666873034,-0.190909090909091
"ENSG00000172578",-0.490909090909091,-0.594817916515932,0.110096376512636,-0.600681431224723,0.688997419964288,0.214123562361756,-0.702515578850845,-0.449560204093264,-0.533939049977532,0.372727272727273
"ENSG00000172602",0.709090909090909,0.679083788022355,-0.504608392349582,0.915324085675769,-0.708824683848152,-0.583145020900103,0.739734947266784,0.422036109965105,0.905789459783313,-0.554545454545455
"ENSG00000172671",-0.463636363636364,-0.624558812341728,0.440385506050544,-0.781839323181386,0.713781499819118,0.496584431860244,-0.71182042095483,-0.642228862990377,-0.77230469728893,0.390909090909091
"ENSG00000172716",-0.309090909090909,-0.560120204719169,0.302765035409749,-0.448127416945428,0.322193038112796,0.396356381393038,-0.697863157798853,-0.302765035409749,-0.429058165160517,0.427272727272727
"ENSG00000172757",0.236363636363636,0.451070253357915,-0.0642228862990377,0.5625429276549,-0.83770189909327,-0.150342075700808,0.548985684135098,0.743150541460293,0.5625429276549,-0.290909090909091
"ENSG00000172771",-0.663636363636364,-0.674126972051389,0.532132486477741,-0.800908574966298,0.49568159709661,0.624147405182141,-0.879307578826555,-0.146795168683515,-0.829512452643665,0.809090909090909
"ENSG00000172780",0.672727272727273,0.847615531035203,-0.422036109965105,0.743700819611562,-0.728651947732016,-0.528475175190718,0.744387368318777,0.587180674734059,0.743700819611562,-0.709090909090909
"ENSG00000172818",0.336363636363636,0.530379308893372,-0.394512015836946,0.819977826751209,-0.72369513176105,-0.48747279090868,0.49315663151119,0.651403561033097,0.791373949073842,-0.418181818181818
"ENSG00000172824",-0.472727272727273,-0.60968836442883,0.376162619751506,-0.734166193719106,0.738565579673949,0.48747279090868,-0.823478526202647,-0.633054164947657,-0.753235445504018,0.645454545454545
"ENSG00000172889",0.590909090909091,0.649342892196559,-0.28441563932431,0.886720207998401,-0.897183690744864,-0.414579663296167,0.688558315694868,0.651403561033097,0.839047078536121,-0.518181818181818
"ENSG00000172915",-0.472727272727273,-0.589861100544966,0.220192753025272,-0.715096941934194,0.817874635209406,0.37813309948991,-0.7909115788387,-0.596355372776779,-0.705562316041738,0.645454545454545
"ENSG00000172936",0.754545454545455,0.81291781923844,-0.715626447332134,0.743700819611562,-0.436199805445017,-0.765377839931385,0.716472842006823,0.467909600178703,0.743700819611562,-0.581818181818182
"ENSG00000172939",0.854545454545455,0.708824683848152,-0.578005976691339,0.867650956213489,-0.688997419964288,-0.66514978946418,0.781606736734716,0.403686713879666,0.867650956213489,-0.645454545454545
"ENSG00000172955",-0.690909090909091,-0.570033836661101,0.578005976691339,-0.886720207998401,0.604731548457864,0.633259046133705,-0.842088210410616,-0.211018054982552,-0.915324085675769,0.645454545454545
"ENSG00000172965",0.681818181818182,0.708824683848152,-0.697277051246695,0.762770071396474,-0.555163388748203,-0.756266198979821,0.618771999914983,0.660578259075816,0.762770071396474,-0.527272727272727
"ENSG00000172985",-0.709090909090909,-0.674126972051389,0.587180674734059,-0.829512452643665,0.540292940835305,0.656038148512615,-0.865350315670578,-0.302765035409749,-0.829512452643665,0.654545454545455
"ENSG00000172992",-0.745454545454545,-0.69891105190622,0.715626447332134,-0.819977826751209,0.327149854083762,0.870161710874372,-0.804868841994677,-0.238542149110711,-0.800908574966298,0.881818181818182
"ENSG00000173013",-0.727272727272727,-0.817874635209406,0.83489752188749,-0.657889186579459,0.223056718693474,0.906608274680628,-0.71182042095483,-0.321114431495189,-0.67695843836437,0.809090909090909
"ENSG00000173039",0.4,0.589861100544966,-0.247716847153431,0.657889186579459,-0.83770189909327,-0.33257489473209,0.57224778939506,0.83489752188749,0.657889186579459,-0.390909090909091
"ENSG00000173083",0.745454545454545,0.674126972051389,-0.513783090392302,0.896254833890857,-0.604731548457864,-0.628703225657923,0.907222105138509,0.339463827580628,0.896254833890857,-0.681818181818182
"ENSG00000173110",0.654545454545455,0.748479211615881,-0.348638525623348,0.753235445504018,-0.847615531035203,-0.428247124723513,0.721125263058815,0.761499937545733,0.753235445504018,-0.509090909090909
"ENSG00000173141",-0.863636363636364,-0.778220107441677,0.779849333631172,-0.715096941934194,0.376718013793423,0.856494249447026,-0.693210736746861,-0.385337317794226,-0.715096941934194,0.681818181818182
"ENSG00000173209",-0.263636363636364,-0.451070253357915,0.165144564768954,-0.657889186579459,0.887270058802931,0.236902664740667,-0.600162315707014,-0.697277051246695,-0.686493064256826,0.436363636363636
