Geneid	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
ENSG00000213752	0	0	0	0	0	0	0	4	0	0	0
ENSG00000213753	697	270	674	1733	1603	1119	876	1503	1342	3489	954
ENSG00000213754	4	0	6	4	8	2	13	11	13	44	10
ENSG00000213755	0	6	0	2	6	2	0	0	2	4	6
ENSG00000213757	182	225	4	89	234	55	213	110	176	425	154
ENSG00000213759	10	0	0	0	0	0	0	0	1	0	0
ENSG00000213760	25	2	7	7	9	12	10	2	14	11	26
ENSG00000213761	0	2	0	6	2	2	0	6	5	13	2
ENSG00000213762	1016	680	268	527	923	865	530	1030	830	552	1080
ENSG00000213763	12	22	28	92	14	2	0	0	4	20	8
ENSG00000213770	0	0	14	0	4	0	0	0	4	0	0
ENSG00000213771	2	4	0	10	12	0	14	8	11	12	2
ENSG00000213772	6	8	6	16	10	0	4	4	2	20	4
ENSG00000213774	0	4	0	0	0	2	0	0	0	0	0
ENSG00000213777	1	0	0	0	0	0	4	6	0	0	11
ENSG00000213778	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213779	5	1	0	0	0	0	0	4	0	0	4
ENSG00000213780	19	10	6	9	9	33	9	35	20	3	21
ENSG00000213781	0	2	0	0	0	0	2	0	2	0	0
ENSG00000213782	48	24	15	54	45	56	54	74	18	4	30
ENSG00000213783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213785	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213786	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213787	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213790	4	11	2	7	8	6	8	19	8	0	4
ENSG00000213791	6	4	0	6	4	2	8	6	4	12	2
ENSG00000213793	2019	721	256	617	1663	1105	1073	1760	1686	982	1367
ENSG00000213798	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213799	611	388	245	285	460	272	376	584	487	222	489
ENSG00000213801	73	35	14	106	91	73	62	171	51	90	107
ENSG00000213809	0	7	0	2	7	2	5	4	12	12	2
ENSG00000213816	0	2	0	12	0	4	0	0	0	0	2
ENSG00000213820	16	6	0	0	4	0	8	2	4	42	2
ENSG00000213822	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213830	6	3	4	5	9	14	5	5	2	10	0
ENSG00000213839	32	16	86	31	29	13	6	15	1	11	21
ENSG00000213842	14	2	0	2	8	0	8	6	2	4	3
ENSG00000213849	8	15	0	6	4	6	8	0	10	12	0
ENSG00000213851	0	0	0	0	4	0	0	0	0	0	0
ENSG00000213853	6728	8565	2455	4308	5361	3876	3091	9950	7314	5740	3613
ENSG00000213854	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213856	2	0	0	0	2	0	0	0	0	0	0
ENSG00000213857	0	0	0	2	0	0	0	0	0	0	0
ENSG00000213859	676	395	1127	926	1132	736	385	802	678	2644	462
ENSG00000213860	28	27	16	16	30	25	22	55	42	49	28
ENSG00000213862	22	44	18	28	52	14	18	12	20	60	30
ENSG00000213864	32	72	2	24	62	20	38	48	40	76	32
ENSG00000213866	18	22	4	26	8	10	6	2	6	16	6
ENSG00000213867	24	44	2	8	38	22	30	10	16	32	24
ENSG00000213871	0	5	11	0	7	1	4	0	2	0	0
ENSG00000213872	8	0	0	2	6	7	0	0	0	0	4
ENSG00000213873	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213875	10	18	0	2	12	2	4	6	4	8	8
ENSG00000213876	18	7	18	19	37	53	36	51	37	31	38
ENSG00000213877	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213880	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213881	11	17	2	4	10	10	8	29	2	4	12
ENSG00000213882	0	7	0	0	3	0	0	0	0	0	0
ENSG00000213885	60	78	2	26	60	54	72	30	74	190	66
ENSG00000213886	1	0	0	0	0	0	0	0	1	0	1
ENSG00000213888	6	13	10	24	3	10	17	17	12	22	12
ENSG00000213889	366	233	53	99	84	34	24	28	110	52	30
ENSG00000213891	10	10	3	10	12	20	8	6	29	18	14
ENSG00000213892	0	4	0	8	0	4	0	2	0	0	2
ENSG00000213896	0	3	0	1	10	1	2	5	0	8	0
ENSG00000213900	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213901	70	33	8	13	114	0	4	35	40	36	4
ENSG00000213903	2245	1557	1798	2171	2245	1414	474	1550	820	381	1444
ENSG00000213904	36	39	30	31	70	65	63	105	115	148	65
ENSG00000213906	63	76	33	68	50	89	64	109	92	65	60
ENSG00000213908	0	0	0	0	0	6	4	5	0	8	5
ENSG00000213911	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213916	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213917	0	2	0	0	0	0	0	1	0	0	6
ENSG00000213918	533	385	100	303	631	327	248	656	690	547	169
ENSG00000213920	2	0	0	9	1	2	3	4	3	4	4
ENSG00000213921	0	0	2	0	2	0	0	0	0	0	0
ENSG00000213923	2388	2627	4116	3486	2684	2946	1528	2582	1682	4039	1556
ENSG00000213924	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213925	0	0	0	0	6	0	2	0	0	0	0
ENSG00000213926	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213927	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213928	436	200	221	548	307	602	246	901	519	220	662
ENSG00000213930	343	153	108	304	388	460	264	590	418	786	261
ENSG00000213931	0	0	0	0	0	1	0	0	0	0	0
ENSG00000213934	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213935	10	14	4	2	12	6	8	2	8	20	2
ENSG00000213937	81	60	74	160	170	50	94	218	328	1229	48
ENSG00000213938	2	0	0	0	0	4	4	0	2	2	0
ENSG00000213939	190	332	10	95	278	209	270	136	246	464	191
ENSG00000213940	0	14	0	0	0	0	0	0	0	0	0
ENSG00000213942	110	54	8	32	94	44	87	54	76	116	76
ENSG00000213943	6	12	8	18	24	14	10	12	4	58	6
ENSG00000213946	2	2	0	8	0	2	0	0	0	0	2
ENSG00000213949	549	176	223	237	363	347	326	516	666	72	405
ENSG00000213950	8	10	0	0	4	0	5	2	2	4	3
ENSG00000213954	0	0	0	0	0	0	0	0	2	0	0
ENSG00000213956	0	0	0	0	0	2	0	0	2	0	0
ENSG00000213958	2	5	6	4	10	0	0	4	2	4	2
ENSG00000213959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213962	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213963	110	20	4	12	73	30	30	57	99	22	59
ENSG00000213964	2	0	0	0	0	0	0	0	0	0	0
ENSG00000213965	916	1018	290	645	708	655	666	1507	971	1006	611
ENSG00000213967	96	185	32	75	125	54	46	286	121	24	175
ENSG00000213970	22	12	0	6	18	10	14	2	10	46	4
ENSG00000213972	0	2	0	0	2	0	0	0	0	0	2
ENSG00000213973	0	9	0	0	3	0	0	2	0	0	0
ENSG00000213976	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213977	9	17	11	14	5	12	2	3	2	3	4
ENSG00000213979	2	2	12	8	0	0	0	0	0	2	0
ENSG00000213981	0	0	0	4	12	2	2	2	0	12	4
ENSG00000213983	824	489	358	1056	678	1277	478	820	545	313	570
ENSG00000213985	2	4	10	4	0	1	0	0	2	0	6
ENSG00000213987	0	0	0	0	2	0	0	0	0	0	0
ENSG00000213988	90	92	6	58	105	8	21	106	7	6	72
ENSG00000213994	2	1	0	21	18	5	28	39	3	52	21
ENSG00000213995	2406	1776	660	1469	1885	2017	1350	3377	2023	2145	1410
ENSG00000213996	0	0	0	0	0	2	0	0	4	2	0
ENSG00000213997	0	4	5	0	0	2	2	2	0	0	0
ENSG00000213999	5	1	0	13	10	12	1	8	4	14	0
ENSG00000214003	0	0	0	2	4	0	0	0	2	0	0
ENSG00000214009	0	0	0	2	6	0	0	0	0	2	0
ENSG00000214012	2	0	0	4	12	6	0	8	2	4	2
ENSG00000214013	616	540	253	440	483	647	388	794	605	346	561
ENSG00000214015	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214016	0	7	0	2	10	7	12	2	8	20	11
ENSG00000214018	24	2	2	33	12	14	15	38	13	13	22
ENSG00000214019	40	68	0	11	48	15	38	34	24	24	18
ENSG00000214020	0	0	0	0	2	0	0	0	0	0	0
ENSG00000214021	597	336	513	1356	786	1602	401	1216	1108	1113	572
ENSG00000214022	2555	1632	1384	3041	3999	5438	2568	5432	3606	8036	2413
ENSG00000214024	0	0	0	1	0	0	0	2	0	0	0
ENSG00000214025	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214026	637	448	322	48	739	1487	693	470	1415	2211	563
ENSG00000214027	4	4	1	18	2	2	12	1	1	4	2
ENSG00000214029	501	140	40	135	517	173	184	376	340	132	308
ENSG00000214031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214035	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214039	0	0	2	0	6	0	0	0	0	0	0
ENSG00000214041	0	0	0	0	4	3	0	0	0	0	1
ENSG00000214042	0	0	0	0	0	0	0	0	0	0	4
ENSG00000214043	0	0	6	0	12	0	0	4	0	0	0
ENSG00000214045	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214046	2149	1201	574	998	1828	1631	1351	2363	2453	2624	1561
ENSG00000214047	0	0	0	2	2	0	2	3	0	0	3
ENSG00000214049	455	2720	6202	768	109	76	15	158	215	77	48
ENSG00000214050	299	88	62	289	306	487	220	610	551	790	223
ENSG00000214051	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214062	0	0	0	0	0	6	0	0	2	0	0
ENSG00000214063	361	285	480	426	249	741	236	632	358	232	468
ENSG00000214064	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214067	0	0	0	0	2	0	0	4	1	0	0
ENSG00000214070	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214071	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214073	0	0	0	0	0	0	0	0	2	4	2
ENSG00000214074	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214077	0	4	0	2	0	0	0	0	0	0	0
ENSG00000214078	2609	1293	1613	2023	2183	3094	1158	2306	1850	2420	1556
ENSG00000214081	0	0	0	0	0	0	0	16	0	0	2
ENSG00000214087	1059	867	515	973	1213	1260	1013	1634	1284	3266	882
ENSG00000214089	12	14	0	6	14	6	17	16	8	26	18
ENSG00000214093	4	6	0	6	3	4	0	4	4	0	2
ENSG00000214097	2	2	0	4	0	4	0	2	0	0	2
ENSG00000214100	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214102	4	0	0	2	4	17	15	29	23	0	8
ENSG00000214106	200	48	8	101	101	140	86	196	129	62	126
ENSG00000214107	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214108	0	14	4	6	0	3	0	0	0	2	0
ENSG00000214110	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214111	0	0	0	0	0	4	0	0	0	0	2
ENSG00000214113	796	441	230	481	871	809	534	871	1002	1654	710
ENSG00000214114	5707	2207	954	3164	5954	5934	6131	9347	8531	8513	6861
ENSG00000214121	22	16	2	20	32	31	32	23	38	26	19
ENSG00000214124	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214125	0	0	2	0	0	10	2	4	0	0	0
ENSG00000214128	4766	515	78	1953	2886	966	1198	3881	1526	1032	3119
ENSG00000214132	2	8	0	0	0	0	2	0	4	0	1
ENSG00000214135	471	440	214	304	414	279	353	443	373	293	312
ENSG00000214140	32	14	2	8	23	13	21	50	8	13	27
ENSG00000214141	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214142	6	4	0	9	13	5	0	0	0	0	0
ENSG00000214144	10	8	0	10	12	0	4	6	2	2	4
ENSG00000214145	2	29	48	16	2	8	0	7	0	0	0
ENSG00000214146	18	18	10	16	6	50	45	50	66	52	44
ENSG00000214147	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214160	750	430	436	782	517	940	321	660	581	1114	547
ENSG00000214161	0	0	0	0	0	0	0	2	0	0	0
ENSG00000214174	1302	338	1228	835	1523	1158	1661	2923	1879	1075	1756
ENSG00000214176	267	300	1371	1509	185	536	206	357	266	245	244
ENSG00000214178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214182	40	42	16	60	40	34	20	72	38	92	64
ENSG00000214184	6	3	8	4	4	2	0	2	0	2	9
ENSG00000214185	0	2	0	0	0	0	6	2	0	0	0
ENSG00000214188	13	6	0	0	0	2	0	3	0	0	2
ENSG00000214189	20	38	0	11	36	8	25	31	34	24	10
ENSG00000214190	4	0	0	0	0	2	2	2	0	0	0
ENSG00000214192	0	14	5	5	13	4	2	14	1	2	0
ENSG00000214193	602	442	6876	1245	204	709	190	411	240	281	204
ENSG00000214194	2514	1524	452	1230	1710	1328	1232	2730	1564	1504	1846
ENSG00000214195	0	1	0	0	0	2	0	2	0	0	2
ENSG00000214198	311	115	16	236	318	760	650	1571	873	265	598
ENSG00000214199	56	54	10	42	46	37	66	36	50	82	62
ENSG00000214200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214203	50	38	22	20	12	20	6	5	20	26	3
ENSG00000214204	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214207	14	52	7	29	38	22	25	42	14	107	20
ENSG00000214210	0	0	0	0	0	2	0	0	2	0	0
ENSG00000214211	0	0	0	0	6	0	0	0	0	0	0
ENSG00000214212	638	670	638	1093	160	482	55	219	332	145	158
ENSG00000214216	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214222	2	6	0	0	2	2	4	2	0	2	2
ENSG00000214223	17	21	4	22	14	17	8	14	6	16	5
ENSG00000214226	136	165	79	43	45	79	41	117	64	30	87
ENSG00000214237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214243	4	2	0	7	14	7	2	5	4	0	0
ENSG00000214244	4	0	0	2	0	0	2	4	2	0	0
ENSG00000214245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214248	0	0	8	4	5	12	2	2	12	20	16
ENSG00000214249	2	4	0	8	0	2	10	0	2	0	0
ENSG00000214252	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214253	5326	2389	1690	3545	4176	5674	4552	7834	6717	13134	6585
ENSG00000214254	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214255	0	6	0	0	0	0	0	0	0	0	0
ENSG00000214259	0	0	0	0	0	0	2	0	0	0	0
ENSG00000214262	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214263	2	0	0	0	0	0	2	0	0	2	0
ENSG00000214264	22	15	0	2	1	6	2	6	2	2	4
ENSG00000214265	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214266	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214268	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214269	4	2	4	2	0	0	0	2	0	0	0
ENSG00000214273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214274	447	185	101	330	396	1040	343	805	819	1848	755
ENSG00000214278	2	4	0	0	4	0	0	0	0	0	0
ENSG00000214279	71	91	12	30	31	91	45	148	54	24	48
ENSG00000214280	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214281	0	0	0	2	0	0	0	0	0	0	0
ENSG00000214282	0	2	0	2	8	4	2	0	2	0	0
ENSG00000214283	4	40	4	0	20	4	4	8	4	0	2
ENSG00000214285	0	4	0	0	0	0	0	0	0	0	0
ENSG00000214286	0	0	0	0	2	2	0	0	0	0	0
ENSG00000214288	0	0	0	0	2	0	0	0	0	0	0
ENSG00000214289	2	34	3	9	12	4	14	6	10	18	6
ENSG00000214290	784	368	72	384	555	2140	1036	1704	1103	338	1101
ENSG00000214293	2542	843	404	944	1346	2208	1831	3425	2299	1467	2040
ENSG00000214295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214297	0	0	0	2	6	0	0	0	0	0	0
ENSG00000214298	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214300	6	14	1	0	3	2	2	5	8	4	0
ENSG00000214301	0	0	0	1	0	0	0	0	10	0	0
ENSG00000214305	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214309	31	39	28	51	17	76	31	54	37	144	48
ENSG00000214313	17	20	12	5	0	6	7	12	4	10	2
ENSG00000214318	0	1	0	0	0	0	0	2	0	0	4
ENSG00000214319	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214321	4	0	0	3	0	0	0	0	0	0	0
ENSG00000214322	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214329	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214330	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214331	37	52	128	43	39	68	21	57	24	29	42
ENSG00000214335	0	2	0	0	0	2	2	0	0	0	4
ENSG00000214336	18	10	0	0	0	2	0	4	0	0	0
ENSG00000214338	2	0	0	0	2	2	0	1	6	2	4
ENSG00000214342	0	0	0	0	3	0	0	0	0	0	0
ENSG00000214344	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214347	0	0	0	1	0	0	0	0	2	1	0
ENSG00000214351	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214353	10	19	8	14	14	22	6	42	16	31	10
ENSG00000214354	2	2	10	4	0	2	0	0	0	2	0
ENSG00000214357	521	225	161	506	1114	660	648	1803	1137	1849	716
ENSG00000214359	0	4	0	0	0	1	2	12	2	0	3
ENSG00000214360	0	6	7	0	0	0	0	0	0	2	0
ENSG00000214362	10	22	0	10	16	6	20	8	10	22	26
ENSG00000214366	0	0	0	0	0	2	2	6	2	0	0
ENSG00000214367	1055	577	323	543	564	504	655	1371	704	256	829
ENSG00000214369	0	32	1	2	6	0	0	0	4	0	0
ENSG00000214374	0	4	0	0	0	0	0	0	0	0	0
ENSG00000214376	16	6	12	0	2	42	17	10	2	4	4
ENSG00000214380	0	0	0	2	0	0	4	0	0	0	2
ENSG00000214381	0	10	0	0	0	0	0	0	0	0	0
ENSG00000214389	834	632	49	354	955	535	660	678	1152	1377	1192
ENSG00000214391	6	40	8	12	34	28	22	30	14	76	17
ENSG00000214401	102	18	12	70	162	214	396	72	180	604	250
ENSG00000214402	0	2	0	0	0	2	0	0	2	0	0
ENSG00000214405	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214407	0	4	7	5	0	0	0	0	0	0	0
ENSG00000214413	2232	1075	689	1715	1649	1314	2043	3404	1960	1829	1875
ENSG00000214414	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214415	2	0	0	0	0	2	0	0	0	0	0
ENSG00000214417	11	6	2	8	22	12	10	6	4	24	4
ENSG00000214424	0	0	0	0	0	0	0	0	2	4	0
ENSG00000214425	235	83	114	191	235	99	8	289	264	124	157
ENSG00000214428	0	0	0	0	0	0	0	0	0	0	2
ENSG00000214429	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214432	8	6	0	3	15	9	5	18	18	26	13
ENSG00000214433	4	0	0	0	2	2	0	0	2	0	2
ENSG00000214434	0	0	0	0	0	0	0	0	4	0	0
ENSG00000214435	2	0	0	0	0	1	0	0	0	0	1
ENSG00000214439	43	22	8	21	28	33	33	104	64	26	46
ENSG00000214447	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214455	0	11	0	1	1	20	0	7	5	0	4
ENSG00000214456	688	317	855	2222	533	1096	614	1139	647	640	874
ENSG00000214457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214460	14	60	8	17	28	16	28	16	14	38	16
ENSG00000214465	10	30	0	0	4	0	2	2	26	10	6
ENSG00000214484	4	0	0	6	18	4	4	8	15	12	10
ENSG00000214485	75	114	26	57	146	87	78	69	113	128	127
ENSG00000214487	0	0	0	0	0	2	0	0	2	0	0
ENSG00000214491	94	2	4	11	20	32	11	73	10	26	48
ENSG00000214510	0	0	4	6	0	6	2	4	4	0	0
ENSG00000214511	4	0	0	0	0	0	2	6	2	0	2
ENSG00000214513	0	0	0	0	0	1	2	6	0	0	0
ENSG00000214514	298	75	44	150	628	272	308	1150	490	1334	1555
ENSG00000214517	1058	791	794	1070	1428	1409	694	1589	1224	2940	827
ENSG00000214518	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214525	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214526	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214530	4211	2237	2265	5381	3102	5505	3001	3995	3504	12954	4118
ENSG00000214533	0	18	0	0	5	0	4	0	8	2	2
ENSG00000214534	12	0	0	2	6	35	8	27	4	2	2
ENSG00000214535	148	290	18	70	294	190	238	108	238	206	324
ENSG00000214541	10	16	10	18	36	16	4	4	16	42	8
ENSG00000214544	34	17	32	16	13	172	8	29	14	39	14
ENSG00000214546	1	6	0	7	7	15	10	22	17	4	47
ENSG00000214548	7	79	6	26	4	3	3	0	1	0	2
ENSG00000214549	2	0	0	0	0	0	0	2	0	0	0
ENSG00000214552	1	2	0	0	0	0	0	0	1	2	0
ENSG00000214553	36	12	37	34	17	130	53	74	36	69	58
ENSG00000214558	0	0	4	3	0	2	1	0	0	2	6
ENSG00000214559	0	14	0	2	6	1	1	8	8	5	6
ENSG00000214560	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214561	0	0	0	0	0	0	0	2	0	0	0
ENSG00000214562	63	23	32	56	59	84	41	86	47	43	72
ENSG00000214563	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214575	42	36	4	48	135	56	48	192	176	194	64
ENSG00000214578	27	0	6	4	17	10	15	24	7	10	8
ENSG00000214581	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214584	2	4	2	0	0	0	0	0	0	0	0
ENSG00000214593	20	20	2	6	16	20	6	4	12	10	4
ENSG00000214595	1872	658	43	643	1012	837	1342	3289	1248	494	1410
ENSG00000214602	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214604	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214607	0	0	0	0	0	0	3	0	0	2	0
ENSG00000214612	4	8	0	22	16	10	14	4	14	20	10
ENSG00000214614	0	0	0	7	0	0	0	0	0	0	0
ENSG00000214617	0	0	0	4	0	0	0	0	0	0	0
ENSG00000214626	0	8	0	0	0	2	0	0	0	0	0
ENSG00000214628	0	0	0	0	0	2	2	0	4	0	0
ENSG00000214629	0	4	0	0	10	0	4	0	2	0	0
ENSG00000214641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214642	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214646	4	0	0	2	1	2	0	0	0	2	0
ENSG00000214650	0	27	1	0	12	2	2	5	2	4	4
ENSG00000214651	0	2	0	0	0	0	2	4	0	0	0
ENSG00000214652	50	10	14	6	87	29	85	136	6	2	66
ENSG00000214653	0	1	0	6	4	4	2	1	2	6	1
ENSG00000214654	86	28	36	64	38	56	47	56	30	41	54
ENSG00000214655	901	669	2081	2239	505	833	306	577	313	564	407
ENSG00000214657	0	0	0	0	0	0	0	0	4	2	0
ENSG00000214659	0	4	4	14	0	0	0	0	0	0	0
ENSG00000214660	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214668	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214669	0	0	0	0	0	2	0	0	0	0	0
ENSG00000214671	0	6	0	0	0	0	0	0	0	0	0
ENSG00000214676	2	0	0	0	10	2	2	5	19	8	0
ENSG00000214681	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214684	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214686	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214688	42	22	67	100	4	45	4	6	3	6	0
ENSG00000214691	2	0	0	0	0	0	0	0	7	0	1
ENSG00000214694	714	151	2	175	502	111	273	564	793	327	241
ENSG00000214695	0	2	0	2	0	0	0	0	0	0	0
ENSG00000214700	0	4	0	4	2	2	0	4	0	2	0
ENSG00000214702	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214706	579	350	433	742	439	602	230	429	380	822	407
ENSG00000214708	46	28	42	63	30	124	43	66	30	65	49
ENSG00000214711	704	2571	1564	423	96	72	108	849	253	82	42
ENSG00000214717	1238	644	1094	1732	1087	950	862	1304	1190	1810	1348
ENSG00000214719	13	31	14	22	26	29	24	54	16	8	29
ENSG00000214720	0	0	0	0	2	0	0	0	0	0	0
ENSG00000214725	26	21	0	18	2	4	4	23	39	50	12
ENSG00000214727	0	0	0	2	0	0	0	2	0	0	0
ENSG00000214736	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214743	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214745	0	0	10	0	0	0	0	0	0	2	4
ENSG00000214748	4	6	0	8	16	8	4	8	12	32	14
ENSG00000214753	2880	1830	983	1713	2516	2517	1954	3374	2892	2533	2283
ENSG00000214754	6	14	2	2	0	0	2	3	0	0	0
ENSG00000214756	135	149	32	130	94	71	71	134	120	93	99
ENSG00000214759	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214760	6	26	24	12	16	4	16	14	4	28	13
ENSG00000214761	0	0	0	0	0	0	0	0	0	4	0
ENSG00000214765	479	208	127	203	431	576	489	1050	505	280	507
ENSG00000214770	12	13	6	10	16	8	6	33	15	0	7
ENSG00000214772	3	2	0	4	2	2	4	12	6	9	9
ENSG00000214773	5	10	4	4	5	3	4	9	6	4	2
ENSG00000214776	22	38	0	11	25	4	50	14	47	0	6
ENSG00000214782	0	4	2	0	0	0	0	3	0	0	0
ENSG00000214783	99	267	94	114	141	453	162	651	188	114	208
ENSG00000214784	72	64	10	34	72	40	54	34	65	100	57
ENSG00000214787	36	0	6	8	28	60	59	77	45	20	19
ENSG00000214788	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214794	2	0	0	0	0	2	2	0	0	4	4
ENSG00000214796	188	266	228	116	89	406	82	147	263	181	93
ENSG00000214797	35	12	3	34	26	123	71	86	87	177	54
ENSG00000214803	0	0	14	0	8	11	6	10	2	9	2
ENSG00000214807	0	0	0	0	2	0	0	0	0	0	0
ENSG00000214810	0	0	0	2	4	0	0	0	0	0	0
ENSG00000214812	3	2	2	24	0	0	0	0	0	0	0
ENSG00000214814	306	168	1541	463	171	362	161	270	121	131	125
ENSG00000214815	0	4	0	0	0	0	0	0	0	0	0
ENSG00000214819	0	0	0	0	0	4	1	2	0	0	0
ENSG00000214820	2	4	3	12	4	3	2	0	2	0	0
ENSG00000214821	0	2	0	0	2	2	0	0	0	0	0
ENSG00000214822	98	102	10	30	40	24	2	48	12	6	44
ENSG00000214823	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214825	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214826	27	27	15	42	11	25	20	19	9	6	21
ENSG00000214827	97	34	14	38	57	60	72	135	62	40	77
ENSG00000214832	8	20	0	10	42	6	26	21	10	28	6
ENSG00000214835	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214837	2	13	20	12	2	6	0	19	4	3	2
ENSG00000214842	108	16	0	8	108	9	14	80	88	22	48
ENSG00000214843	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214846	60	8	12	26	34	18	4	6	4	12	2
ENSG00000214851	24	16	18	12	10	144	120	138	48	16	85
ENSG00000214853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214855	3	10	2	3	2	2	0	14	9	1	0
ENSG00000214856	44	840	28	14	110	4	8	50	8	2	18
ENSG00000214857	6	3	0	26	48	54	43	97	32	70	13
ENSG00000214860	15	8	0	0	13	3	1	4	8	0	4
ENSG00000214866	0	0	2	0	0	0	0	0	0	0	4
ENSG00000214867	11	0	0	14	8	2	6	2	0	2	4
ENSG00000214869	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214870	12	2	24	16	2	18	10	6	38	6	8
ENSG00000214872	32	12	15	87	0	18	3	10	1	0	8
