"","ID","two_clusters"
"ENSG00000075624","ENSG00000075624",1
"ENSG00000075785","ENSG00000075785",1
"ENSG00000075884","ENSG00000075884",1
"ENSG00000076108","ENSG00000076108",1
"ENSG00000076641","ENSG00000076641",1
"ENSG00000076662","ENSG00000076662",1
"ENSG00000076685","ENSG00000076685",1
"ENSG00000076928","ENSG00000076928",1
"ENSG00000076944","ENSG00000076944",1
"ENSG00000077150","ENSG00000077150",1
"ENSG00000077238","ENSG00000077238",1
"ENSG00000077420","ENSG00000077420",1
"ENSG00000077454","ENSG00000077454",1
"ENSG00000077549","ENSG00000077549",1
"ENSG00000077984","ENSG00000077984",1
"ENSG00000078369","ENSG00000078369",1
"ENSG00000078401","ENSG00000078401",1
"ENSG00000078804","ENSG00000078804",1
"ENSG00000078808","ENSG00000078808",1
"ENSG00000078902","ENSG00000078902",1
"ENSG00000079215","ENSG00000079215",1
"ENSG00000079263","ENSG00000079263",1
"ENSG00000079277","ENSG00000079277",1
"ENSG00000079313","ENSG00000079313",1
"ENSG00000079385","ENSG00000079385",1
"ENSG00000079432","ENSG00000079432",1
"ENSG00000079805","ENSG00000079805",1
"ENSG00000080371","ENSG00000080371",1
"ENSG00000081041","ENSG00000081041",1
"ENSG00000081237","ENSG00000081237",1
"ENSG00000081320","ENSG00000081320",1
"ENSG00000082014","ENSG00000082014",1
"ENSG00000082074","ENSG00000082074",1
"ENSG00000082996","ENSG00000082996",1
"ENSG00000083168","ENSG00000083168",1
"ENSG00000083223","ENSG00000083223",1
"ENSG00000084070","ENSG00000084070",1
"ENSG00000084110","ENSG00000084110",1
"ENSG00000084112","ENSG00000084112",1
"ENSG00000084676","ENSG00000084676",1
"ENSG00000085117","ENSG00000085117",1
"ENSG00000085265","ENSG00000085265",1
"ENSG00000085514","ENSG00000085514",1
"ENSG00000085872","ENSG00000085872",1
"ENSG00000086288","ENSG00000086288",1
"ENSG00000086300","ENSG00000086300",1
"ENSG00000086730","ENSG00000086730",1
"ENSG00000087074","ENSG00000087074",1
"ENSG00000087086","ENSG00000087086",1
"ENSG00000087116","ENSG00000087116",1
"ENSG00000087152","ENSG00000087152",1
"ENSG00000087157","ENSG00000087157",1
"ENSG00000087253","ENSG00000087253",1
"ENSG00000087266","ENSG00000087266",1
"ENSG00000087589","ENSG00000087589",1
"ENSG00000088038","ENSG00000088038",1
"ENSG00000088826","ENSG00000088826",1
"ENSG00000088930","ENSG00000088930",1
"ENSG00000088992","ENSG00000088992",1
"ENSG00000089327","ENSG00000089327",1
"ENSG00000089351","ENSG00000089351",1
"ENSG00000089639","ENSG00000089639",1
"ENSG00000089820","ENSG00000089820",1
"ENSG00000090061","ENSG00000090061",1
"ENSG00000090238","ENSG00000090238",1
"ENSG00000090316","ENSG00000090316",1
"ENSG00000090339","ENSG00000090339",1
"ENSG00000090376","ENSG00000090376",1
"ENSG00000090382","ENSG00000090382",1
"ENSG00000090674","ENSG00000090674",1
"ENSG00000090924","ENSG00000090924",1
"ENSG00000091039","ENSG00000091039",1
"ENSG00000091106","ENSG00000091106",1
"ENSG00000091137","ENSG00000091137",1
"ENSG00000091317","ENSG00000091317",1
"ENSG00000091436","ENSG00000091436",1
"ENSG00000091592","ENSG00000091592",1
"ENSG00000092036","ENSG00000092036",1
"ENSG00000092067","ENSG00000092067",1
"ENSG00000092203","ENSG00000092203",1
"ENSG00000092295","ENSG00000092295",1
"ENSG00000092330","ENSG00000092330",1
"ENSG00000092853","ENSG00000092853",1
"ENSG00000092871","ENSG00000092871",1
"ENSG00000092929","ENSG00000092929",1
"ENSG00000094804","ENSG00000094804",1
"ENSG00000095303","ENSG00000095303",1
"ENSG00000095370","ENSG00000095370",1
"ENSG00000095383","ENSG00000095383",1
"ENSG00000095794","ENSG00000095794",1
"ENSG00000095951","ENSG00000095951",1
"ENSG00000096006","ENSG00000096006",1
"ENSG00000096433","ENSG00000096433",1
"ENSG00000096996","ENSG00000096996",1
"ENSG00000099308","ENSG00000099308",1
"ENSG00000099331","ENSG00000099331",1
"ENSG00000099860","ENSG00000099860",1
"ENSG00000099875","ENSG00000099875",1
"ENSG00000099942","ENSG00000099942",1
"ENSG00000099985","ENSG00000099985",1
"ENSG00000099998","ENSG00000099998",1
"ENSG00000100014","ENSG00000100014",1
"ENSG00000100024","ENSG00000100024",1
"ENSG00000100034","ENSG00000100034",1
"ENSG00000100055","ENSG00000100055",1
"ENSG00000100060","ENSG00000100060",1
"ENSG00000100097","ENSG00000100097",1
"ENSG00000100109","ENSG00000100109",1
"ENSG00000100129","ENSG00000100129",1
"ENSG00000100139","ENSG00000100139",1
"ENSG00000100221","ENSG00000100221",1
"ENSG00000100226","ENSG00000100226",1
"ENSG00000100241","ENSG00000100241",1
"ENSG00000100242","ENSG00000100242",1
"ENSG00000100266","ENSG00000100266",1
"ENSG00000100284","ENSG00000100284",1
"ENSG00000100292","ENSG00000100292",1
"ENSG00000100296","ENSG00000100296",1
"ENSG00000100297","ENSG00000100297",1
"ENSG00000100304","ENSG00000100304",1
"ENSG00000100345","ENSG00000100345",1
"ENSG00000100365","ENSG00000100365",1
"ENSG00000100368","ENSG00000100368",1
"ENSG00000100422","ENSG00000100422",1
"ENSG00000100439","ENSG00000100439",1
"ENSG00000100441","ENSG00000100441",1
"ENSG00000100462","ENSG00000100462",1
"ENSG00000100485","ENSG00000100485",1
"ENSG00000100504","ENSG00000100504",1
"ENSG00000100599","ENSG00000100599",1
"ENSG00000100644","ENSG00000100644",1
"ENSG00000100647","ENSG00000100647",1
"ENSG00000100731","ENSG00000100731",1
"ENSG00000100764","ENSG00000100764",1
"ENSG00000100906","ENSG00000100906",1
"ENSG00000100985","ENSG00000100985",1
"ENSG00000101109","ENSG00000101109",1
"ENSG00000101150","ENSG00000101150",1
"ENSG00000101187","ENSG00000101187",1
"ENSG00000101188","ENSG00000101188",1
"ENSG00000101236","ENSG00000101236",1
"ENSG00000101255","ENSG00000101255",1
"ENSG00000101265","ENSG00000101265",1
"ENSG00000101294","ENSG00000101294",1
"ENSG00000101307","ENSG00000101307",1
"ENSG00000101331","ENSG00000101331",1
"ENSG00000101336","ENSG00000101336",1
"ENSG00000101337","ENSG00000101337",1
"ENSG00000101367","ENSG00000101367",1
"ENSG00000101444","ENSG00000101444",1
"ENSG00000101447","ENSG00000101447",1
"ENSG00000101474","ENSG00000101474",1
"ENSG00000101596","ENSG00000101596",1
"ENSG00000101608","ENSG00000101608",1
"ENSG00000101670","ENSG00000101670",1
"ENSG00000101849","ENSG00000101849",1
"ENSG00000101916","ENSG00000101916",1
"ENSG00000101986","ENSG00000101986",1
"ENSG00000102007","ENSG00000102007",1
"ENSG00000102032","ENSG00000102032",1
"ENSG00000102034","ENSG00000102034",1
"ENSG00000102057","ENSG00000102057",1
"ENSG00000102096","ENSG00000102096",1
"ENSG00000102119","ENSG00000102119",1
"ENSG00000102144","ENSG00000102144",1
"ENSG00000102218","ENSG00000102218",1
"ENSG00000102265","ENSG00000102265",1
"ENSG00000102362","ENSG00000102362",1
"ENSG00000102393","ENSG00000102393",1
"ENSG00000102445","ENSG00000102445",1
"ENSG00000102524","ENSG00000102524",1
"ENSG00000102572","ENSG00000102572",1
"ENSG00000102755","ENSG00000102755",1
"ENSG00000102879","ENSG00000102879",1
"ENSG00000102908","ENSG00000102908",1
"ENSG00000102921","ENSG00000102921",1
"ENSG00000103005","ENSG00000103005",1
"ENSG00000103035","ENSG00000103035",1
"ENSG00000103187","ENSG00000103187",1
"ENSG00000103196","ENSG00000103196",1
"ENSG00000103249","ENSG00000103249",1
"ENSG00000103257","ENSG00000103257",1
"ENSG00000103313","ENSG00000103313",1
"ENSG00000103381","ENSG00000103381",1
"ENSG00000103479","ENSG00000103479",1
"ENSG00000103495","ENSG00000103495",1
"ENSG00000103507","ENSG00000103507",1
"ENSG00000103510","ENSG00000103510",1
"ENSG00000103549","ENSG00000103549",1
"ENSG00000103569","ENSG00000103569",1
"ENSG00000103642","ENSG00000103642",1
"ENSG00000103653","ENSG00000103653",1
"ENSG00000103888","ENSG00000103888",1
"ENSG00000104142","ENSG00000104142",1
"ENSG00000104267","ENSG00000104267",1
"ENSG00000104312","ENSG00000104312",1
"ENSG00000104320","ENSG00000104320",1
"ENSG00000104324","ENSG00000104324",1
"ENSG00000104343","ENSG00000104343",1
"ENSG00000104368","ENSG00000104368",1
"ENSG00000104529","ENSG00000104529",1
"ENSG00000104626","ENSG00000104626",1
"ENSG00000104635","ENSG00000104635",1
"ENSG00000104689","ENSG00000104689",1
"ENSG00000104774","ENSG00000104774",1
"ENSG00000104804","ENSG00000104804",1
"ENSG00000104805","ENSG00000104805",1
"ENSG00000104853","ENSG00000104853",1
"ENSG00000104856","ENSG00000104856",1
"ENSG00000104870","ENSG00000104870",1
"ENSG00000104885","ENSG00000104885",1
"ENSG00000104894","ENSG00000104894",1
"ENSG00000104918","ENSG00000104918",1
"ENSG00000104972","ENSG00000104972",1
"ENSG00000104974","ENSG00000104974",1
"ENSG00000105063","ENSG00000105063",1
"ENSG00000105122","ENSG00000105122",1
"ENSG00000105205","ENSG00000105205",1
"ENSG00000105321","ENSG00000105321",1
"ENSG00000105329","ENSG00000105329",1
"ENSG00000105339","ENSG00000105339",1
"ENSG00000105352","ENSG00000105352",1
"ENSG00000105355","ENSG00000105355",1
"ENSG00000105376","ENSG00000105376",1
"ENSG00000105383","ENSG00000105383",1
"ENSG00000105397","ENSG00000105397",1
"ENSG00000105402","ENSG00000105402",1
"ENSG00000105483","ENSG00000105483",1
"ENSG00000105509","ENSG00000105509",1
"ENSG00000105514","ENSG00000105514",1
"ENSG00000105520","ENSG00000105520",1
"ENSG00000105609","ENSG00000105609",1
"ENSG00000105639","ENSG00000105639",1
"ENSG00000105641","ENSG00000105641",1
"ENSG00000105656","ENSG00000105656",1
"ENSG00000105697","ENSG00000105697",1
"ENSG00000105698","ENSG00000105698",1
"ENSG00000105707","ENSG00000105707",1
"ENSG00000105711","ENSG00000105711",1
"ENSG00000105835","ENSG00000105835",1
"ENSG00000105851","ENSG00000105851",1
"ENSG00000105856","ENSG00000105856",1
"ENSG00000105967","ENSG00000105967",1
"ENSG00000106290","ENSG00000106290",1
"ENSG00000106348","ENSG00000106348",1
"ENSG00000106351","ENSG00000106351",1
"ENSG00000106665","ENSG00000106665",1
"ENSG00000106683","ENSG00000106683",1
"ENSG00000106780","ENSG00000106780",1
"ENSG00000106799","ENSG00000106799",1
"ENSG00000106952","ENSG00000106952",1
"ENSG00000106991","ENSG00000106991",1
"ENSG00000107099","ENSG00000107099",1
"ENSG00000107263","ENSG00000107263",1
"ENSG00000107341","ENSG00000107341",1
"ENSG00000107738","ENSG00000107738",1
"ENSG00000107968","ENSG00000107968",1
"ENSG00000108175","ENSG00000108175",1
"ENSG00000108179","ENSG00000108179",1
"ENSG00000108219","ENSG00000108219",1
"ENSG00000108342","ENSG00000108342",1
"ENSG00000108405","ENSG00000108405",1
"ENSG00000108479","ENSG00000108479",1
"ENSG00000108509","ENSG00000108509",1
"ENSG00000108518","ENSG00000108518",1
"ENSG00000108582","ENSG00000108582",1
"ENSG00000108688","ENSG00000108688",1
"ENSG00000108691","ENSG00000108691",1
"ENSG00000108788","ENSG00000108788",1
"ENSG00000108819","ENSG00000108819",1
"ENSG00000108828","ENSG00000108828",1
"ENSG00000108829","ENSG00000108829",1
"ENSG00000109046","ENSG00000109046",1
"ENSG00000109079","ENSG00000109079",1
"ENSG00000109099","ENSG00000109099",1
"ENSG00000109103","ENSG00000109103",1
"ENSG00000109118","ENSG00000109118",1
"ENSG00000109270","ENSG00000109270",1
"ENSG00000109320","ENSG00000109320",1
"ENSG00000109321","ENSG00000109321",1
"ENSG00000109466","ENSG00000109466",1
"ENSG00000109743","ENSG00000109743",1
"ENSG00000109805","ENSG00000109805",1
"ENSG00000109861","ENSG00000109861",1
"ENSG00000110046","ENSG00000110046",1
"ENSG00000110047","ENSG00000110047",1
"ENSG00000110079","ENSG00000110079",1
"ENSG00000110080","ENSG00000110080",1
"ENSG00000110203","ENSG00000110203",1
"ENSG00000110324","ENSG00000110324",1
"ENSG00000110375","ENSG00000110375",1
"ENSG00000110395","ENSG00000110395",1
"ENSG00000110446","ENSG00000110446",1
"ENSG00000110711","ENSG00000110711",1
"ENSG00000110713","ENSG00000110713",1
"ENSG00000110719","ENSG00000110719",1
"ENSG00000110756","ENSG00000110756",1
"ENSG00000110848","ENSG00000110848",1
"ENSG00000110852","ENSG00000110852",1
"ENSG00000110876","ENSG00000110876",1
"ENSG00000110880","ENSG00000110880",1
"ENSG00000110931","ENSG00000110931",1
"ENSG00000110934","ENSG00000110934",1
"ENSG00000111052","ENSG00000111052",1
"ENSG00000111087","ENSG00000111087",1
"ENSG00000111144","ENSG00000111144",1
"ENSG00000111252","ENSG00000111252",1
"ENSG00000111261","ENSG00000111261",1
"ENSG00000111266","ENSG00000111266",1
"ENSG00000111291","ENSG00000111291",1
"ENSG00000111321","ENSG00000111321",1
"ENSG00000111348","ENSG00000111348",1
"ENSG00000111640","ENSG00000111640",1
"ENSG00000111679","ENSG00000111679",1
"ENSG00000111684","ENSG00000111684",1
"ENSG00000111737","ENSG00000111737",1
"ENSG00000111786","ENSG00000111786",1
"ENSG00000111802","ENSG00000111802",1
"ENSG00000111817","ENSG00000111817",1
"ENSG00000111859","ENSG00000111859",1
"ENSG00000111885","ENSG00000111885",1
"ENSG00000111886","ENSG00000111886",1
"ENSG00000111897","ENSG00000111897",1
"ENSG00000111913","ENSG00000111913",1
"ENSG00000112033","ENSG00000112033",1
"ENSG00000112053","ENSG00000112053",1
"ENSG00000112078","ENSG00000112078",1
"ENSG00000112137","ENSG00000112137",1
"ENSG00000112149","ENSG00000112149",1
"ENSG00000112195","ENSG00000112195",1
"ENSG00000112242","ENSG00000112242",1
"ENSG00000112299","ENSG00000112299",1
"ENSG00000112303","ENSG00000112303",1
"ENSG00000112394","ENSG00000112394",1
"ENSG00000112406","ENSG00000112406",1
"ENSG00000112531","ENSG00000112531",1
"ENSG00000112640","ENSG00000112640",1
"ENSG00000112715","ENSG00000112715",1
"ENSG00000113070","ENSG00000113070",1
"ENSG00000113273","ENSG00000113273",1
"ENSG00000113303","ENSG00000113303",1
"ENSG00000113368","ENSG00000113368",1
"ENSG00000113552","ENSG00000113552",1
"ENSG00000113615","ENSG00000113615",1
"ENSG00000113712","ENSG00000113712",1
"ENSG00000113719","ENSG00000113719",1
"ENSG00000113739","ENSG00000113739",1
"ENSG00000113742","ENSG00000113742",1
"ENSG00000113749","ENSG00000113749",1
"ENSG00000113758","ENSG00000113758",1
"ENSG00000113810","ENSG00000113810",1
"ENSG00000113916","ENSG00000113916",1
"ENSG00000114013","ENSG00000114013",1
"ENSG00000114268","ENSG00000114268",1
"ENSG00000114353","ENSG00000114353",1
"ENSG00000114626","ENSG00000114626",1
"ENSG00000114737","ENSG00000114737",1
"ENSG00000114738","ENSG00000114738",1
"ENSG00000114850","ENSG00000114850",1
"ENSG00000114978","ENSG00000114978",1
"ENSG00000115008","ENSG00000115008",1
"ENSG00000115009","ENSG00000115009",1
"ENSG00000115091","ENSG00000115091",1
"ENSG00000115165","ENSG00000115165",1
"ENSG00000115271","ENSG00000115271",1
"ENSG00000115317","ENSG00000115317",1
"ENSG00000115419","ENSG00000115419",1
"ENSG00000115464","ENSG00000115464",1
"ENSG00000115520","ENSG00000115520",1
"ENSG00000115590","ENSG00000115590",1
"ENSG00000115594","ENSG00000115594",1
"ENSG00000115598","ENSG00000115598",1
"ENSG00000115602","ENSG00000115602",1
"ENSG00000115604","ENSG00000115604",1
"ENSG00000115607","ENSG00000115607",1
"ENSG00000115756","ENSG00000115756",1
"ENSG00000115816","ENSG00000115816",1
"ENSG00000115828","ENSG00000115828",1
"ENSG00000115884","ENSG00000115884",1
"ENSG00000115919","ENSG00000115919",1
"ENSG00000115935","ENSG00000115935",1
"ENSG00000115956","ENSG00000115956",1
"ENSG00000116017","ENSG00000116017",1
"ENSG00000116044","ENSG00000116044",1
"ENSG00000116062","ENSG00000116062",1
"ENSG00000116260","ENSG00000116260",1
"ENSG00000116337","ENSG00000116337",1
"ENSG00000116473","ENSG00000116473",1
"ENSG00000116489","ENSG00000116489",1
"ENSG00000116514","ENSG00000116514",1
"ENSG00000116604","ENSG00000116604",1
"ENSG00000116668","ENSG00000116668",1
"ENSG00000116679","ENSG00000116679",1
"ENSG00000116701","ENSG00000116701",1
"ENSG00000116717","ENSG00000116717",1
"ENSG00000116741","ENSG00000116741",1
"ENSG00000116786","ENSG00000116786",1
"ENSG00000116809","ENSG00000116809",1
"ENSG00000116815","ENSG00000116815",1
"ENSG00000116852","ENSG00000116852",1
"ENSG00000116871","ENSG00000116871",1
"ENSG00000116991","ENSG00000116991",1
"ENSG00000117000","ENSG00000117000",1
"ENSG00000117009","ENSG00000117009",1
"ENSG00000117090","ENSG00000117090",1
"ENSG00000117091","ENSG00000117091",1
"ENSG00000117115","ENSG00000117115",1
"ENSG00000117151","ENSG00000117151",1
"ENSG00000117280","ENSG00000117280",1
"ENSG00000117298","ENSG00000117298",1
"ENSG00000117335","ENSG00000117335",1
"ENSG00000117676","ENSG00000117676",1
"ENSG00000117862","ENSG00000117862",1
"ENSG00000118007","ENSG00000118007",1
"ENSG00000118113","ENSG00000118113",1
"ENSG00000118263","ENSG00000118263",1
"ENSG00000118369","ENSG00000118369",1
"ENSG00000118503","ENSG00000118503",1
"ENSG00000118508","ENSG00000118508",1
"ENSG00000118520","ENSG00000118520",1
"ENSG00000118564","ENSG00000118564",1
"ENSG00000118596","ENSG00000118596",1
"ENSG00000118785","ENSG00000118785",1
"ENSG00000118900","ENSG00000118900",1
"ENSG00000119048","ENSG00000119048",1
"ENSG00000119403","ENSG00000119403",1
"ENSG00000119508","ENSG00000119508",1
"ENSG00000119535","ENSG00000119535",1
"ENSG00000119844","ENSG00000119844",1
"ENSG00000119862","ENSG00000119862",1
"ENSG00000120063","ENSG00000120063",1
"ENSG00000120129","ENSG00000120129",1
"ENSG00000120280","ENSG00000120280",1
"ENSG00000120318","ENSG00000120318",1
"ENSG00000120594","ENSG00000120594",1
"ENSG00000120690","ENSG00000120690",1
"ENSG00000120705","ENSG00000120705",1
"ENSG00000120708","ENSG00000120708",1
"ENSG00000120709","ENSG00000120709",1
"ENSG00000120727","ENSG00000120727",1
"ENSG00000120833","ENSG00000120833",1
"ENSG00000120868","ENSG00000120868",1
"ENSG00000120889","ENSG00000120889",1
"ENSG00000120899","ENSG00000120899",1
"ENSG00000120913","ENSG00000120913",1
"ENSG00000120949","ENSG00000120949",1
"ENSG00000121060","ENSG00000121060",1
"ENSG00000121316","ENSG00000121316",1
"ENSG00000121552","ENSG00000121552",1
"ENSG00000121749","ENSG00000121749",1
"ENSG00000121797","ENSG00000121797",1
"ENSG00000121807","ENSG00000121807",1
"ENSG00000121933","ENSG00000121933",1
"ENSG00000121964","ENSG00000121964",1
"ENSG00000121966","ENSG00000121966",1
"ENSG00000122122","ENSG00000122122",1
"ENSG00000122218","ENSG00000122218",1
"ENSG00000122591","ENSG00000122591",1
"ENSG00000122641","ENSG00000122641",1
"ENSG00000122783","ENSG00000122783",1
"ENSG00000122861","ENSG00000122861",1
"ENSG00000122862","ENSG00000122862",1
"ENSG00000122877","ENSG00000122877",1
"ENSG00000123066","ENSG00000123066",1
"ENSG00000123146","ENSG00000123146",1
"ENSG00000123329","ENSG00000123329",1
"ENSG00000123338","ENSG00000123338",1
"ENSG00000123342","ENSG00000123342",1
"ENSG00000123360","ENSG00000123360",1
"ENSG00000123384","ENSG00000123384",1
"ENSG00000123405","ENSG00000123405",1
"ENSG00000123416","ENSG00000123416",1
"ENSG00000123444","ENSG00000123444",1
"ENSG00000123496","ENSG00000123496",1
"ENSG00000123505","ENSG00000123505",1
"ENSG00000123610","ENSG00000123610",1
"ENSG00000123685","ENSG00000123685",1
"ENSG00000123689","ENSG00000123689",1
"ENSG00000123700","ENSG00000123700",1
"ENSG00000123728","ENSG00000123728",1
"ENSG00000123838","ENSG00000123838",1
"ENSG00000124102","ENSG00000124102",1
"ENSG00000124126","ENSG00000124126",1
"ENSG00000124134","ENSG00000124134",1
"ENSG00000124216","ENSG00000124216",1
"ENSG00000124224","ENSG00000124224",1
"ENSG00000124233","ENSG00000124233",1
"ENSG00000124466","ENSG00000124466",1
"ENSG00000124731","ENSG00000124731",1
"ENSG00000124762","ENSG00000124762",1
"ENSG00000124772","ENSG00000124772",1
"ENSG00000124788","ENSG00000124788",1
"ENSG00000124875","ENSG00000124875",1
"ENSG00000124882","ENSG00000124882",1
"ENSG00000125089","ENSG00000125089",1
"ENSG00000125107","ENSG00000125107",1
"ENSG00000125144","ENSG00000125144",1
"ENSG00000125245","ENSG00000125245",1
"ENSG00000125430","ENSG00000125430",1
"ENSG00000125505","ENSG00000125505",1
"ENSG00000125538","ENSG00000125538",1
"ENSG00000125637","ENSG00000125637",1
"ENSG00000125657","ENSG00000125657",1
"ENSG00000125733","ENSG00000125733",1
"ENSG00000125734","ENSG00000125734",1
"ENSG00000125735","ENSG00000125735",1
"ENSG00000125740","ENSG00000125740",1
"ENSG00000125744","ENSG00000125744",1
