ID,SYMBOL,ICUvsNON_LFC,ICUvsNON_FDR
ENSG00000152147,GEMIN6,-1.131753041,0.014495143
ENSG00000185917,SETD4,-1.151106848,0.014495428
ENSG00000154760,SLFN13,-1.319501864,0.014495873
ENSG00000233559,AC016831.7,3.703688585,0.014499251
ENSG00000115457,IGFBP2,-1.485750946,0.014559917
ENSG00000089101,CFAP61,-1.92880421,0.014560635
ENSG00000223722,RP11-467L13.5,2.915828209,0.014560635
ENSG00000075399,VPS9D1,1.554937179,0.014579714
ENSG00000101670,LIPG,3.273343099,0.014579714
ENSG00000269609,RPARP-AS1,-1.160324505,0.014579714
ENSG00000102316,MAGED2,-1.333100336,0.014592601
ENSG00000132718,SYT11,2.103708607,0.014604422
ENSG00000262001,DLGAP1-AS2,1.58404707,0.014604422
ENSG00000187605,TET3,1.061223037,0.014634925
ENSG00000089505,CMTM1,3.102243715,0.014641257
ENSG00000156049,GNA14,-1.944910141,0.014641257
ENSG00000174502,SLC26A9,2.089793302,0.01464827
ENSG00000101096,NFATC2,-1.445709628,0.014752517
ENSG00000270504,RP11-420L9.5,-1.24033897,0.014752517
ENSG00000100228,RAB36,-1.566796997,0.014753905
ENSG00000124374,PAIP2B,-1.454376658,0.014783431
ENSG00000172426,RSPH9,-1.98139427,0.014783431
ENSG00000146856,AGBL3,-1.846025718,0.014793443
ENSG00000151276,MAGI1,-0.928713101,0.014793443
ENSG00000243836,WDR86-AS1,-1.770116672,0.014793443
ENSG00000226328,NUP50-AS1,-1.342074821,0.014805508
ENSG00000186329,TMEM212,-2.026411787,0.014832753
ENSG00000227398,KIF9-AS1,-1.823738931,0.014842615
ENSG00000141522,ARHGDIA,2.079065632,0.014871929
ENSG00000188277,C15orf62,1.987272701,0.014959751
ENSG00000205269,TMEM170B,1.321868659,0.014959751
ENSG00000273576,RP11-390P24.1,-1.301904206,0.014959751
ENSG00000131504,DIAPH1,1.458892537,0.015020008
ENSG00000256448,RP11-809N8.4,3.284758177,0.015020008
ENSG00000036672,USP2,-1.405559185,0.015025935
ENSG00000160345,C9orf116,-1.708857991,0.015025935
ENSG00000162413,KLHL21,1.471273289,0.015025935
ENSG00000127863,TNFRSF19,-1.87900123,0.015096507
ENSG00000160201,U2AF1,4.834028108,0.015107379
ENSG00000132357,CARD6,1.361659758,0.01511669
ENSG00000084072,PPIE,-0.878851476,0.015135261
ENSG00000125733,TRIP10,2.023899932,0.015135261
ENSG00000134278,SPIRE1,1.592349527,0.015135261
ENSG00000139734,DIAPH3,2.555827534,0.015135261
ENSG00000167996,FTH1,2.882093623,0.015135261
ENSG00000172915,NBEA,-1.332227519,0.015135261
ENSG00000175592,FOSL1,2.975071337,0.015135261
ENSG00000178458,H3F3AP6,1.736615925,0.015135261
ENSG00000237264,FTH1P11,2.438980198,0.015135261
ENSG00000267100,ILF3-AS1,-1.232423755,0.015135261
ENSG00000109771,LRP2BP,-1.606510205,0.015146402
ENSG00000163293,NIPAL1,1.692848766,0.015146402
ENSG00000197872,FAM49A,2.012066363,0.015162602
ENSG00000111640,GAPDH,1.63174864,0.015184579
ENSG00000114988,LMAN2L,-0.946636036,0.015184579
ENSG00000141665,FBXO15,-1.840461616,0.015184579
ENSG00000153294,ADGRF4,2.097703942,0.015184579
ENSG00000247157,LINC01252,-2.29035885,0.015184579
ENSG00000100124,ANKRD54,-1.229581273,0.015195266
ENSG00000100647,SUSD6,1.509320355,0.015195266
ENSG00000105974,CAV1,3.285799926,0.015195266
ENSG00000146122,DAAM2,4.078139858,0.015195266
ENSG00000172382,PRSS27,3.900547723,0.015195266
ENSG00000124875,CXCL6,2.175954834,0.015205888
ENSG00000145901,TNIP1,2.04882577,0.015206592
ENSG00000134107,BHLHE40,1.781933806,0.015279151
ENSG00000147689,FAM83A,2.839447936,0.015279151
ENSG00000109846,CRYAB,3.290481287,0.015322872
ENSG00000257893,RP11-587P21.2,4.883462128,0.015322872
ENSG00000279821,RP11-1334A24.5,3.776886261,0.015335992
ENSG00000135315,CEP162,-1.224856116,0.015347488
ENSG00000140009,ESR2,1.699292809,0.015347488
ENSG00000149179,C11orf49,-1.378403013,0.015364243
ENSG00000163645,ERICH6,-2.375856157,0.015364243
ENSG00000196663,TECPR2,2.059668526,0.015366005
ENSG00000106399,RPA3,-1.144653159,0.015372304
ENSG00000136999,NOV,2.051170953,0.015387149
ENSG00000166069,TMCO5A,-1.743591376,0.015448504
ENSG00000178057,NDUFAF3,-1.270125012,0.015448504
ENSG00000204334,ERICH2,-1.880883546,0.015448504
ENSG00000182541,LIMK2,1.596730705,0.015482579
ENSG00000197943,PLCG2,1.357471487,0.015482922
ENSG00000253807,LINC01170,-2.711172413,0.015484998
ENSG00000142959,BEST4,-2.139694928,0.015486106
ENSG00000153558,FBXL2,-1.329622,0.01551256
ENSG00000171811,CFAP46,-1.677518431,0.015546853
ENSG00000129484,PARP2,-0.981865803,0.015574794
ENSG00000170421,KRT8,-0.965270851,0.015574794
ENSG00000173868,PHOSPHO1,4.567095922,0.015574794
ENSG00000288156,NA,2.176873192,0.015621769
ENSG00000056558,TRAF1,2.042657604,0.015631822
ENSG00000163749,CCDC158,-3.344624031,0.015631822
ENSG00000266472,MRPS21,-0.912133335,0.015631822
ENSG00000272983,RP11-508N22.12,-2.849697197,0.015631822
ENSG00000054793,ATP9A,-1.109485572,0.01564154
ENSG00000147202,DIAPH2,-1.260629088,0.015645426
ENSG00000153071,DAB2,1.247753519,0.015670605
ENSG00000160741,CRTC2,1.712187383,0.015750091
ENSG00000169594,BNC1,2.110180619,0.015750091
ENSG00000105792,CFAP69,-1.933963156,0.015751088
ENSG00000240253,FAR2P3,-4.210841005,0.015760574
ENSG00000278330,RP11-4B16.4,2.468687586,0.015760574
ENSG00000287699,NA,-3.697396564,0.015760574
ENSG00000280407,RP13-516M14.8,3.178621968,0.0157721
ENSG00000167772,ANGPTL4,2.808358717,0.01577498
ENSG00000276043,UHRF1,1.794126027,0.01577498
ENSG00000172361,CFAP53,-2.084931026,0.015795717
ENSG00000173627,APOBEC4,-1.561017975,0.015795717
ENSG00000204569,PPP1R10,1.216774785,0.015801851
ENSG00000171631,P2RY6,1.659331907,0.015844166
ENSG00000147576,ADHFE1,-1.752366864,0.015858813
ENSG00000279434,RP11-85K15.3,2.010615702,0.015858813
ENSG00000240204,SMKR1,-1.668593494,0.015870346
ENSG00000140025,EFCAB11,-1.094689657,0.015900249
ENSG00000185262,UBALD2,1.157997249,0.015900457
ENSG00000149925,ALDOA,1.97348235,0.015908195
ENSG00000205240,OR7E36P,-2.416580903,0.015918307
ENSG00000223882,ABCC5-AS1,-3.345901392,0.015920486
ENSG00000162961,DPY30,-1.198850696,0.015920652
ENSG00000188396,TCTEX1D4,-2.142387864,0.015920652
ENSG00000227201,CNN2P1,2.025168337,0.015950775
ENSG00000127954,STEAP4,1.241740664,0.015952565
ENSG00000178965,ERICH3,-1.865793589,0.015962659
ENSG00000124098,FAM210B,-0.89627638,0.015989288
ENSG00000072694,FCGR2B,2.007620068,0.016017795
ENSG00000102057,KCND1,2.150038958,0.016019249
ENSG00000183307,CECR6,2.888460108,0.016019249
ENSG00000008513,ST3GAL1,2.220501953,0.016063904
ENSG00000198125,MB,-1.63764115,0.016108107
ENSG00000083168,KAT6A,0.9826268,0.016122295
ENSG00000092850,TEKT2,-1.914549657,0.016123565
ENSG00000126550,HTN1,4.835014577,0.016123565
ENSG00000165799,RNASE7,3.987742822,0.016123565
ENSG00000183844,FAM3B,-1.075656287,0.016144368
ENSG00000158270,COLEC12,2.171527269,0.016183984
ENSG00000183833,MAATS1,-2.239020284,0.016198006
ENSG00000162551,ALPL,3.135764646,0.016219833
ENSG00000245694,CRNDE,-1.389514858,0.016219833
ENSG00000274173,RP4-568C11.4,-0.89705164,0.016219833
ENSG00000030582,GRN,1.662963256,0.01624355
ENSG00000087086,FTL,1.469533469,0.01624355
ENSG00000265018,AGAP12P,-1.831268958,0.01624355
ENSG00000267655,CTD-2286N8.2,1.788850654,0.01628575
ENSG00000145982,FARS2,-1.108780514,0.01628779
ENSG00000173253,DMRT2,-1.24671179,0.016345533
ENSG00000123360,PDE1B,2.45620169,0.01634761
ENSG00000188316,ENO4,-1.36310505,0.016351365
ENSG00000039139,DNAH5,-1.920073715,0.016375717
ENSG00000115808,STRN,1.014850639,0.016375717
ENSG00000253476,RP11-395I14.2,3.798218356,0.016377027
ENSG00000113504,SLC12A7,-0.997691683,0.016392389
ENSG00000167173,C15orf39,2.203655577,0.016392389
ENSG00000173327,MAP3K11,1.680798809,0.016392389
ENSG00000175877,WBSCR28,-2.222475774,0.016392389
ENSG00000250073,RP11-677M14.3,1.934856301,0.016416027
ENSG00000137707,BTG4,-2.151416298,0.016450903
ENSG00000112539,C6orf118,-1.737248394,0.016461538
ENSG00000166130,IKBIP,1.242289083,0.016461538
ENSG00000169067,ACTBL2,2.271251913,0.016461538
ENSG00000181274,FRAT2,1.295741361,0.016461538
ENSG00000184154,LRTOMT,-1.551832895,0.016461538
ENSG00000261373,VPS9D1-AS1,2.401021243,0.016461538
ENSG00000275676,RP11-101E5.1,-3.074710864,0.016547481
ENSG00000167216,KATNAL2,-1.776116589,0.016602157
ENSG00000019995,ZRANB1,1.450887459,0.016646922
ENSG00000205710,C17orf107,2.383618309,0.016646922
ENSG00000163932,PRKCD,1.485033562,0.016653791
ENSG00000215464,AP000354.2,4.049284838,0.016666989
ENSG00000269646,CTD-2331H12.7,-1.933626367,0.016701654
ENSG00000272047,GTF2H5,-0.99613923,0.016701654
ENSG00000203721,LINC00862,2.726271949,0.016738931
ENSG00000154146,NRGN,3.227078868,0.016764114
ENSG00000142082,SIRT3,-0.978736145,0.016766263
ENSG00000247092,SNHG10,-1.312624257,0.016766263
ENSG00000118369,USP35,1.509925517,0.016809082
ENSG00000184465,WDR27,-1.213475625,0.016811039
ENSG00000067225,PKM,1.137385241,0.016902518
ENSG00000161960,EIF4A1,2.80600285,0.016902518
ENSG00000197272,IL27,3.28252993,0.016902518
ENSG00000127314,RAP1B,0.963321956,0.016921889
ENSG00000156282,CLDN17,5.625085015,0.016932659
ENSG00000260565,CTD-2270P14.1,-1.092094571,0.016935337
ENSG00000013588,GPRC5A,2.055457983,0.016949856
ENSG00000121577,POPDC2,-1.542395457,0.016949856
ENSG00000187229,RP11-161I2.1,-3.7286545,0.016949856
ENSG00000106078,COBL,-0.920402893,0.016983925
ENSG00000205057,CLLU1OS,3.25036335,0.016988347
ENSG00000251615,RP11-774O3.3,-1.548566592,0.016988347
ENSG00000125124,BBS2,-1.093209168,0.016993161
ENSG00000148384,INPP5E,-1.070403126,0.017003114
ENSG00000225190,PLEKHM1,1.966024306,0.01700394
ENSG00000165124,SVEP1,-1.458708292,0.017030198
ENSG00000174125,TLR1,1.936114231,0.01703312
ENSG00000120915,EPHX2,-1.214803366,0.017040613
ENSG00000181019,NQO1,-1.481092037,0.017066449
ENSG00000138400,MDH1B,-2.045054147,0.017068896
ENSG00000070087,PFN2,-1.314386321,0.0170692
ENSG00000137198,GMPR,-1.654122181,0.017106293
ENSG00000177575,CD163,3.19574529,0.017106293
ENSG00000185728,YTHDF3,0.97106844,0.017131218
ENSG00000010818,HIVEP2,1.535815918,0.017140592
ENSG00000171236,LRG1,2.257023607,0.017140592
ENSG00000183735,TBK1,1.186390961,0.017143814
ENSG00000142619,PADI3,2.881058436,0.017162156
ENSG00000180138,CSNK1A1L,3.957208258,0.017162156
ENSG00000120690,ELF1,1.388344383,0.017202932
ENSG00000151789,ZNF385D,2.812921874,0.017214734
ENSG00000118503,TNFAIP3,2.336310097,0.017237742
ENSG00000183172,SMDT1,-0.969730529,0.017245008
ENSG00000140575,IQGAP1,0.976538448,0.017251972
ENSG00000239467,AC007405.6,-1.369762182,0.017254046
ENSG00000267707,RP11-95O2.5,-2.355692394,0.017272026
ENSG00000141738,GRB7,1.256604274,0.017305442
ENSG00000075239,ACAT1,-1.197600576,0.017317671
ENSG00000161714,PLCD3,1.757882324,0.017324234
ENSG00000177508,IRX3,-1.265346517,0.017367583
ENSG00000112062,MAPK14,0.968691311,0.017385441
ENSG00000204052,LRRC73,-1.860315579,0.017391712
ENSG00000101367,MAPRE1,0.997927715,0.017445211
ENSG00000130309,COLGALT1,0.909040415,0.017445211
ENSG00000196366,C9orf163,-2.410848382,0.017445211
ENSG00000272369,RP11-446N19.1,-2.154108912,0.017445211
ENSG00000106049,HIBADH,-1.312764884,0.017455798
ENSG00000278338,VWA8-AS1,-1.775916844,0.017455798
ENSG00000164683,HEY1,-1.251633791,0.017484877
ENSG00000124103,FAM209A,2.189565617,0.017498057
ENSG00000276980,CTD-3128G10.7,4.474624432,0.017517242
ENSG00000185420,SMYD3,-1.264697482,0.017518747
ENSG00000188100,FAM25A,4.880631168,0.0175218
ENSG00000204666,FLJ26850,-2.188781979,0.0175218
ENSG00000114353,GNAI2,1.891502536,0.017542309
ENSG00000007968,E2F2,2.925377862,0.017567307
ENSG00000069956,MAPK6,1.107426457,0.01765565
ENSG00000070614,NDST1,1.668678938,0.01765565
ENSG00000119685,TTLL5,-0.921096933,0.01765565
ENSG00000167114,SLC27A4,1.07447709,0.01765565
ENSG00000242247,ARFGAP3,1.067450638,0.01765565
ENSG00000267024,CTD-2588C8.8,-2.392288102,0.01765565
ENSG00000162366,PDZK1IP1,2.461972986,0.017666378
ENSG00000224843,LINC00240,-1.450948186,0.017666378
ENSG00000246695,RASSF8-AS1,-1.317585424,0.017666378
ENSG00000277893,SRD5A2,-1.628985937,0.017666378
ENSG00000148219,ASTN2,-1.871061212,0.017668595
ENSG00000089169,RPH3A,3.846993244,0.01767146
ENSG00000119640,ACYP1,-1.404224996,0.01767146
ENSG00000287691,NA,2.590384079,0.01767146
ENSG00000137404,NRM,1.674662342,0.017674625
ENSG00000168071,CCDC88B,1.419066824,0.017674625
ENSG00000182782,HCAR2,2.322034313,0.017674625
ENSG00000197702,PARVA,-1.119566158,0.017674625
ENSG00000282057,RP4-621F18.2,-2.075578419,0.017704991
ENSG00000179119,SPTY2D1,0.847155416,0.017717847
ENSG00000160401,CFAP157,-2.029028621,0.017721886
ENSG00000143367,TUFT1,1.695743564,0.01772525
ENSG00000144130,NT5DC4,2.840157317,0.01772525
ENSG00000172005,MAL,4.881844905,0.01772525
ENSG00000175294,CATSPER1,3.333598416,0.01772525
ENSG00000263004,RP11-166P13.3,-1.256431691,0.01772525
ENSG00000287500,NA,-2.491924599,0.01772525
ENSG00000100139,MICALL1,1.5884127,0.017739243
ENSG00000198898,CAPZA2,0.907506845,0.017741981
ENSG00000163207,IVL,4.547342772,0.017747347
ENSG00000188765,TMSB4XP2,2.128756636,0.017747347
ENSG00000265752,RP11-403A21.1,-2.265429633,0.017747347
ENSG00000181773,GPR3,2.90921461,0.017749321
ENSG00000154240,CEP112,-1.423283372,0.017782967
ENSG00000172322,CLEC12A,2.399259806,0.017782967
ENSG00000232862,RP4-665N4.4,-1.9643419,0.017782967
ENSG00000250920,RP11-297P16.4,4.609601285,0.017782967
ENSG00000141551,CSNK1D,1.204181264,0.017785767
ENSG00000171314,PGAM1,0.926093606,0.017785767
ENSG00000188039,NWD1,-1.971207744,0.017785767
ENSG00000167380,ZNF226,-0.946886606,0.017839399
ENSG00000004777,ARHGAP33,-1.901874429,0.017858326
ENSG00000104723,TUSC3,-1.26474389,0.017858326
ENSG00000178927,C17orf62,1.323824552,0.017858326
ENSG00000260685,RP11-326L17.1,-2.706800896,0.017858326
ENSG00000240891,PLCXD2,1.616501562,0.017859449
ENSG00000134504,KCTD1,-1.241648641,0.017880374
ENSG00000287262,NA,-1.727146956,0.017913903
ENSG00000119333,WDR34,-1.295420734,0.017925024
ENSG00000106686,SPATA6L,-1.534516469,0.017978178
ENSG00000182329,KIAA2012,-1.620566202,0.018025968
ENSG00000117036,ETV3,0.865957692,0.01803988
ENSG00000196189,SEMA4A,1.484665449,0.018089976
ENSG00000114978,MOB1A,0.709290112,0.018103196
ENSG00000213139,CRYGS,-1.341917695,0.018162587
ENSG00000102572,STK24,1.766772614,0.018178234
ENSG00000007306,CEACAM7,1.922020929,0.018193921
ENSG00000158669,GPAT4,1.254212787,0.018233972
ENSG00000196167,COLCA1,-1.564223937,0.018273592
ENSG00000214198,TTC41P,-1.964021278,0.018307392
ENSG00000129355,CDKN2D,1.865565056,0.018332141
ENSG00000165898,ISCA2,-0.917978568,0.018332141
ENSG00000108219,TSPAN14,1.035631489,0.018338312
ENSG00000175697,GPR156,-2.704054845,0.01835106
ENSG00000108518,PFN1,1.536199452,0.018384679
ENSG00000122254,HS3ST2,2.433698725,0.018387143
ENSG00000140299,BNIP2,0.916393902,0.018387143
ENSG00000257108,NHLRC4,-2.098657375,0.018387598
ENSG00000188603,CLN3,2.756486993,0.018424509
ENSG00000253227,RP11-383J24.1,4.121106403,0.018515282
ENSG00000117602,RCAN3,-1.212418902,0.018518563
ENSG00000103154,NECAB2,2.730500931,0.018579264
ENSG00000277728,RP11-143K11.7,-3.643291095,0.018579264
ENSG00000099942,CRKL,0.875781335,0.018587779
ENSG00000180530,NRIP1,1.596412482,0.018587779
ENSG00000176871,WSB2,0.86159434,0.018631968
ENSG00000066279,ASPM,1.978872697,0.018651854
ENSG00000135723,FHOD1,1.178490661,0.018651854
ENSG00000136542,GALNT5,1.375998795,0.018684074
ENSG00000142233,NTN5,-2.337224752,0.018684074
ENSG00000267470,ZNF571-AS1,-1.764170766,0.018684074
ENSG00000104312,RIPK2,1.513665881,0.018717634
ENSG00000111266,DUSP16,1.168837015,0.018717634
ENSG00000104972,LILRB1,2.539541658,0.018740906
ENSG00000108950,FAM20A,2.050446839,0.018740906
ENSG00000121310,ECHDC2,-0.872993401,0.018740906
ENSG00000124523,SIRT5,-0.896913888,0.018740906
ENSG00000155761,SPAG17,-1.904071259,0.018740906
ENSG00000163093,BBS5,-1.335348953,0.018740906
ENSG00000173039,RELA,1.05510876,0.018740906
ENSG00000243955,GSTA1,-2.607656231,0.018740906
ENSG00000250958,LINC00492,3.661209974,0.018740906
ENSG00000253414,RP11-150O12.6,-2.394204673,0.018740906
ENSG00000198203,SULT1C2,-3.171543025,0.018759874
ENSG00000111012,CYP27B1,2.139766881,0.018808359
ENSG00000179921,GPBAR1,2.609506637,0.018816075
ENSG00000166016,ABTB2,1.936401694,0.01882946
ENSG00000229314,ORM1,3.080583997,0.01882946
ENSG00000223768,LINC00205,-1.247350455,0.018857179
ENSG00000237737,DCTN1-AS1,-1.743146198,0.018857179
ENSG00000279024,RP11-1193F23.1,4.477790779,0.018857179
ENSG00000273017,AP000240.9,1.627675737,0.018893412
ENSG00000010219,DYRK4,-1.011093795,0.018913255
ENSG00000110079,MS4A4A,1.524071609,0.018932735
ENSG00000118997,DNAH7,-1.833082787,0.018939294
ENSG00000149050,ZNF214,-1.630092031,0.018939294
ENSG00000158201,ABHD3,0.920632703,0.018939294
ENSG00000143452,HORMAD1,2.00370027,0.018954995
ENSG00000275216,RP11-54H7.4,3.764199668,0.018955451
ENSG00000168778,TCTN2,-1.226212828,0.018970489
ENSG00000280924,LINC00628,2.516473819,0.018980781
ENSG00000187624,C17orf97,-1.31737402,0.018993895
ENSG00000078804,TP53INP2,1.600994451,0.019004633
ENSG00000114805,PLCH1,-1.703983106,0.019004633
ENSG00000116489,CAPZA1,0.83018397,0.019004633
ENSG00000163602,RYBP,1.037190605,0.019004633
ENSG00000219507,FTH1P8,1.657357953,0.019004633
ENSG00000251637,RP11-119D9.1,-1.857091994,0.019004633
ENSG00000284691,NA,-1.667321957,0.019004633
ENSG00000116604,MEF2D,1.568089011,0.019097354
ENSG00000140527,WDR93,-1.916711231,0.019097354
ENSG00000177426,TGIF1,1.059943103,0.019097354
ENSG00000071205,ARHGAP10,2.321806945,0.019104164
ENSG00000167470,MIDN,1.349954628,0.019148937
ENSG00000185650,ZFP36L1,1.380449364,0.019187854
ENSG00000185813,PCYT2,-1.344082852,0.019196753
ENSG00000223714,RP5-1172N10.2,-3.160842386,0.019196753
ENSG00000090971,NAT14,-1.543844597,0.019231555
ENSG00000161996,WDR90,-1.420277885,0.019231555
ENSG00000166173,LARP6,-1.621911513,0.019241087
ENSG00000196712,NF1,-0.89490884,0.019241087
ENSG00000123146,ADGRE5,1.779764371,0.019266751
ENSG00000155659,VSIG4,1.84842364,0.019266751
ENSG00000137691,C11orf70,-1.623644419,0.019270638
ENSG00000175445,LPL,2.890336562,0.019270638
ENSG00000121964,GTDC1,0.884277816,0.019282117
ENSG00000137440,FGFBP1,3.103274792,0.019292116
ENSG00000068383,INPP5A,1.681216696,0.019301818
ENSG00000196754,S100A2,2.636030944,0.019301818
ENSG00000227388,RP11-112J3.16,-2.053243351,0.019301818
ENSG00000088970,KIZ,-1.209008789,0.019311331
ENSG00000137841,PLCB2,2.318376481,0.019311331
ENSG00000118515,SGK1,1.500488386,0.019330096
ENSG00000135090,TAOK3,1.024171504,0.019330096
ENSG00000280187,CTC-351M12.1,-1.522681391,0.019330096
ENSG00000113552,GNPDA1,1.084247443,0.019344677
ENSG00000273975,Metazoa_SRP,3.926595506,0.019344677
ENSG00000058056,USP13,-1.917983448,0.019366427
ENSG00000149782,PLCB3,1.300830861,0.019366427
ENSG00000165682,CLEC1B,2.815146896,0.019366427
ENSG00000183495,EP400,-0.761900203,0.019366427
ENSG00000226644,RP11-128M1.1,-1.926546176,0.019366427
ENSG00000232079,AL035610.1,-1.718331557,0.019366427
ENSG00000258334,RP11-161H23.9,-1.738937786,0.019366427
ENSG00000287255,NA,4.757365737,0.019366427
ENSG00000170836,PPM1D,1.039584898,0.019390962
ENSG00000162645,GBP2,2.127834678,0.019403679
ENSG00000167523,SPATA33,-1.396097893,0.019403679
ENSG00000166987,MBD6,1.851976012,0.01941134
ENSG00000197557,TTC30A,-1.383930113,0.019419284
ENSG00000127922,SHFM1,-0.935649671,0.019426707
ENSG00000282556,RP11-304C12.5,-2.016561847,0.019426707
ENSG00000143198,MGST3,-0.849252061,0.019453042
ENSG00000185043,CIB1,-1.297190364,0.019482109
ENSG00000181333,HEPHL1,3.053725632,0.019493852
ENSG00000267123,CTD-2357A8.3,2.999479551,0.019514954
ENSG00000258102,MAP1LC3B2,1.840738323,0.019529423
ENSG00000137509,PRCP,0.911580603,0.019547276
ENSG00000260923,AC137934.1,1.898399574,0.019556607
ENSG00000237753,AC079922.3,-2.107329796,0.019559356
ENSG00000172757,CFL1,1.579638883,0.019581396
ENSG00000064601,CTSA,1.301253334,0.019588318
ENSG00000072518,MARK2,1.308446853,0.019600176
ENSG00000113721,PDGFRB,4.162943079,0.019625395
ENSG00000143536,CRNN,5.616646939,0.019625395
ENSG00000188895,MSL1,0.893256999,0.019625395
ENSG00000270557,RP11-546J1.1,-2.344748128,0.019625395
ENSG00000172578,KLHL6,-1.062536445,0.019644466
ENSG00000267549,AC006116.17,-1.943389112,0.019683656
ENSG00000132554,RGS22,-2.052560502,0.019684358
ENSG00000126878,AIF1L,2.817422876,0.019694345
ENSG00000133246,PRAM1,1.895319803,0.019712806
ENSG00000229473,RGS17P1,2.919156363,0.019713922
ENSG00000114541,FRMD4B,1.587961333,0.019713988
ENSG00000197321,SVIL,1.181039367,0.019713988
ENSG00000224187,RP11-132N15.3,2.812525994,0.019713988
ENSG00000111879,FAM184A,-1.783566804,0.019733215
ENSG00000131446,MGAT1,1.371182108,0.019733215
ENSG00000138623,SEMA7A,2.15342835,0.019791875
ENSG00000196428,TSC22D2,1.151003686,0.019804421
ENSG00000187860,CCDC157,-1.443104941,0.019853484
ENSG00000244486,SCARF2,-2.260323415,0.019871521
ENSG00000130475,FCHO1,2.562544997,0.019873941
ENSG00000144063,MALL,3.289747955,0.019880366
ENSG00000172955,ADH6,-2.078182752,0.019880366
ENSG00000262406,MMP12,2.532400504,0.019907919
ENSG00000158786,PLA2G2F,3.563189575,0.019938492
ENSG00000170027,YWHAG,0.907856956,0.019938492
ENSG00000260372,AQP4-AS1,-1.624086257,0.019938492
ENSG00000134686,PHC2,1.423082625,0.019958359
ENSG00000168453,HR,2.450853104,0.019958359
ENSG00000203280,CTA-221G9.12,-2.476425116,0.019978818
ENSG00000119326,CTNNAL1,-1.43479539,0.019990024
ENSG00000277632,CCL3,3.733157516,0.020031357
ENSG00000280739,EIF1B-AS1,-1.134542529,0.020037408
ENSG00000143862,ARL8A,1.226902668,0.020074424
ENSG00000187240,DYNC2H1,-1.544187735,0.020074424
ENSG00000078295,ADCY2,-2.305226845,0.020093393
ENSG00000255807,PTP4A1P2,-3.927584739,0.020093393
ENSG00000134871,COL4A2,2.23359928,0.020102753
ENSG00000117501,MROH9,-2.188486619,0.020131464
ENSG00000145649,GZMA,-2.168857738,0.020171404
ENSG00000131779,PEX11B,-0.837009392,0.020186311
ENSG00000004468,CD38,-1.82538231,0.020250938
ENSG00000160691,SHC1,1.25197205,0.020250938
ENSG00000204929,AC074391.1,-3.435136087,0.020250938
ENSG00000214711,CAPN14,2.724069883,0.020250938
ENSG00000244682,FCGR2C,3.497135288,0.020250938
ENSG00000148444,COMMD3,-1.101559661,0.020255564
ENSG00000177989,ODF3B,-1.817503131,0.020255564
ENSG00000005339,CREBBP,0.841730595,0.020267103
ENSG00000029153,ARNTL2,1.020899383,0.020267103
ENSG00000204581,AC096670.3,-2.010579471,0.020267103
ENSG00000237330,RNF223,2.048535442,0.020267103
ENSG00000109099,PMP22,1.90151134,0.020269367
ENSG00000057019,DCBLD2,-1.278322696,0.020277641
ENSG00000187474,FPR3,1.540436046,0.020281581
ENSG00000113758,DBN1,1.608445081,0.020344586
ENSG00000231943,PGM5P4-AS1,-3.853979408,0.020346928
ENSG00000004399,PLXND1,1.717643797,0.020355344
ENSG00000079263,SP140,1.694287629,0.020355344
ENSG00000108175,ZMIZ1,1.159213018,0.02036049
ENSG00000167977,KCTD5,1.435339661,0.02036049
ENSG00000264745,TTC39C-AS1,-2.186217622,0.02038715
ENSG00000153237,CCDC148,-1.553536795,0.020394775
ENSG00000102024,PLS3,1.343058309,0.020460849
ENSG00000096872,IFT74,-1.350998638,0.020513482
ENSG00000226564,FTH1P20,1.374851276,0.020541198
ENSG00000125462,C1orf61,2.447641107,0.020565797
ENSG00000135426,TESPA1,1.916446574,0.020565797
ENSG00000143365,RORC,-1.550818913,0.020565797
ENSG00000145979,TBC1D7,1.199722399,0.020565797
ENSG00000188786,MTF1,0.904259537,0.020565797
ENSG00000272870,RP11-798M19.6,-1.178805086,0.020565797
ENSG00000111802,TDP2,0.969791679,0.020625242
ENSG00000138031,ADCY3,1.465217608,0.020659934
ENSG00000138069,RAB1A,0.784459616,0.020673752
ENSG00000259426,RP11-253M7.1,-2.057701049,0.020676023
ENSG00000167646,DNAAF3,-1.625430721,0.020733771
ENSG00000170788,DYDC1,-2.045420446,0.020733771
ENSG00000100294,MCAT,-1.06553345,0.020748807
ENSG00000198520,C1orf228,-1.879416678,0.020801537
ENSG00000100246,DNAL4,-1.425613179,0.020816946
ENSG00000109794,FAM149A,-1.713415076,0.020816946
ENSG00000149292,TTC12,-1.135591106,0.020816946
ENSG00000154803,FLCN,1.126540972,0.020816946
ENSG00000165685,TMEM52B,3.034152666,0.020821058
ENSG00000167272,POP5,-0.921828671,0.020821058
ENSG00000235770,LINC00607,-1.97650428,0.020821058
ENSG00000275302,CCL4,2.897684933,0.020821058
ENSG00000206075,SERPINB5,1.766926239,0.020827226
ENSG00000169155,ZBTB43,1.033546668,0.02084114
ENSG00000196981,WDR5B,-1.285264329,0.02084114
ENSG00000275385,CCL18,2.204273403,0.02084114
ENSG00000129292,PHF20L1,1.117466181,0.020869301
ENSG00000144485,HES6,-2.010578585,0.020869301
ENSG00000165272,AQP3,0.972594438,0.020869301
