"","Inflammatory.Macrophages","HOPX.high.Squamous.Cells","Basal.Cells","AZGP1.SCGB3A1.LTF.high.Goblet.Cells","Interferon.Responsive.Secretory.Cells","ITGAX.high.Macrophages","Interferon.Responsive.Cytotoxic.CD8.T.Cells","VEGFA.high.Squamous.Cells","Interferon.Responsive.Ciliated.Cells"
"ENSG00000168778",0.0243337975387068,0.0269293105867051,0.0277802600707999,0.558936040879458,0.00884998687509756,0.00797693928299653,0.726871690939348,0.0173639320276314,0.00104518214585868
"ENSG00000168792",0.00682348342697732,0.113428868455796,0.0461806329345658,0.0535767159522696,0.0525759309230915,0.0131167303794727,0.0365548213907565,0.0461806329345658,0.0426455698053267
"ENSG00000168917",0.0136276053926542,0.0192482792791142,0.00869589170385726,0.208705261275909,0.0102012842907634,0.0486893716886169,0.533389658788904,0.00632791500737073,0.00623305974790475
"ENSG00000168918",0.00741835750136527,0.113428868455796,0.00199763274839023,0.0178435557934578,0.0787892842336128,0.00534071585154928,0.0483518642946536,0.00124265822419896,0.0955652183531542
"ENSG00000168995",0.021565225127657,0.497492059936935,0.00371142682047812,0.00323963598903987,0.221716410534837,0.00164195724779328,0.0150915982722563,0.00371142682047812,0.0112049672535921
"ENSG00000169026",0.0178435557934578,0.589150557249191,0.0554526120699673,0.0118142295481724,0.361366375598003,0.00253440781524402,0.044164728660072,0.0506712879011351,0.0604198962156482
"ENSG00000169032",0.0341402461651596,0.0792964878717761,0.0116524932267405,0.267168652979192,0.0109303880754131,9.21830333322157e-05,0.380889759521277,0.0116524932267405,0.00104518214585868
"ENSG00000169035",0.076255474866733,0.105957274652947,2.52566716265931e-05,0.0273452362154598,0.0401240479015355,0.00228380746702254,0.350377178579973,4.5864382443817e-05,0.0426455698053267
"ENSG00000169062",0.0420356161494015,0.175228114065639,0.00095786244181811,0.00209803967860425,0.0913410454299228,0.00280492693639392,0.0734110291707682,0.00095786244181811,0.0709517344763754
"ENSG00000169064",0.076255474866733,0.445725659891341,0.120914016593328,0.0614511208623161,0.303741235439923,0.0254810609537726,0.091991920043484,0.129365895354324,0.22286835013352
"ENSG00000169067",0.125367943517716,0.589150557249191,0.0906863459869455,0.0243337975387068,0.457385226153353,0.107571426039821,0.175228114065639,0.138184755351183,0.311824313900386
"ENSG00000169126",0.0215652251276571,0.218234287814153,0.00744320106343547,0.0202685664056992,0.112525831201227,9.21830333322146e-05,0.206950859253419,0.00534044344098426,0.0164709788365144
"ENSG00000169155",0.00358550422624144,0.0792964878717761,0.00158674281744199,0.076255474866733,0.0298837831600382,0.000425668702341343,0.380889759521277,0.00158674281744199,0.00728204100842913
"ENSG00000169180",0.0273452362154598,0.365470183682198,0.0776455228941633,0.0273452362154598,0.194088554513999,0.00995452023899485,0.0575290792418909,0.0716218234693981,0.0510032607069507
"ENSG00000169184",0.00435837625999598,0.279960573486871,0.00534044344098429,0.0080503107949131,0.0913410454299228,0.0191360817750216,0.0216070023461268,0.0100957118828226,0.00529948717864386
"ENSG00000169228",0.00435837625999598,0.229872665269097,0.000725215027603394,0.00524786917226638,0.140965242606661,0.00280492693639393,0.0575290792418909,0.000725215027603394,0.0655430526010185
"ENSG00000169230",0.0118142295481725,0.726871690939348,0.234526293394319,0.0535767159522696,0.545367425156372,0.0631563503643532,0.0064688985529099,0.198979962224475,0.125204407138495
"ENSG00000169299",0.0101823112227311,0.013275877464573,4.5864382443817e-05,0.10458860159452,0.00178945985274919,0.00860089178085371,0.365470183682198,0.000123374455623078,0.00447316225278306
"ENSG00000169314",0.00478790373910416,0.00322948051711601,0.0506712879011351,0.641341047431523,0.000870364820821275,0.0203030511034859,0.429054848700468,0.0380369246819263,0.00529948717864386
"ENSG00000169385",0.0243337975387068,0.0678256527168169,0.0116524932267405,0.0464217128632456,0.0241781558220749,0.0131167303794727,0.175228114065639,0.0152766309171525,0.0208428536109451
"ENSG00000169403",0.100721624291111,0.767803987378345,0.0309503133810332,0.00209803967860424,0.59175724019608,0.0106864792440188,0.091991920043484,0.0173639320276314,0.133433838256829
"ENSG00000169429",0.0341402461651596,0.218234287814153,0.000725215027603394,0.00626433624710575,0.108793948575401,0.000771658234460746,0.0792964878717761,0.000725215027603394,0.0655430526010185
"ENSG00000169469",0.0561200478450901,0.254212113956085,0.000123374455623078,0.000180510097412587,0.136651082823611,0.0149437697367229,0.0625339131400846,0.000187705582562521,0.0766523333397826
"ENSG00000169474",0.076255474866733,0.321189258134261,0.00158674281744199,0.000387485182029461,0.163815945394852,0.0203030511034858,0.0170794344247979,0.00199763274839023,0.0826509573441751
"ENSG00000169504",0.00209803967860425,0.121232469890214,0.0024831964701773,0.076255474866733,0.0241781558220749,0.00630295984426984,0.206950859253418,0.00534044344098429,0.000611693850093174
"ENSG00000169508",0.00234954644478052,0.00550061559251261,0.0309503133810332,0.453260774537193,0.000424756130061926,0.012266430132144,0.279960573486871,0.0309503133810332,0.00529948717864386
"ENSG00000169509",0.0614511208623161,0.608212031580995,0.00305162918448574,0.000180510097412587,0.368938990523154,0.0227877379292871,0.013275877464573,0.00447135932966232,0.14199852020632
"ENSG00000169554",0.0229198408015498,0.0678256527168169,0.000537974564228267,0.0535767159522696,0.0204398602991255,0.000579344452650418,0.365470183682198,0.000537974564228267,0.0145520519537278
"ENSG00000169564",0.00573957460290556,0.429054848700468,0.013376145945041,0.00524786917226638,0.257754954810169,0.00449122370709952,0.105957274652948,0.00869589170385726,0.0127995980688584
"ENSG00000169583",0.0399540651631927,0.429054848700468,0.0100957118828226,0.000738163140149504,0.251530641821595,0.0834117685256039,0.00388907851306965,0.0100957118828226,0.0889534181359628
"ENSG00000169594",0.00262286222198028,0.0625339131400845,0.00124265822419896,0.076255474866733,0.0283769179848306,0.0331865605427276,0.293358592377608,0.00371142682047812,0.0319627993280174
"ENSG00000169607",0.0932706859526028,0.165360193655726,0.00632791500737073,0.0464217128632456,0.0503381673432462,0.0269088063303954,0.32118925813426,0.0152766309171525,0.0555756042887747
"ENSG00000169826",0.00234954644478052,0.0365548213907565,0.000187705582562521,0.0896851201512627,0.00950817589896443,0.00534071585154928,0.254212113956085,0.000187705582562521,0.00447316225278306
"ENSG00000169896",0.0341402461651596,0.293358592377608,0.00158674281744199,0.00262286222198027,0.149848557480442,0.000771658234460746,0.0575290792418909,0.00158674281744199,0.0604198962156482
"ENSG00000169905",0.076255474866733,0.254212113956085,0.000123374455623078,0.00262286222198027,0.0980832613641481,0.00860089178085371,0.105957274652948,0.000187705582562521,0.0208428536109451
"ENSG00000169908",0.0420356161494016,0.00877258597905234,0.000537974564228267,0.121017214059834,0.000870364820821277,0.015922828676132,0.241865561477893,0.000537974564228267,0.00447316225278306
"ENSG00000169926",0.000984230984908125,0.0241644273369414,0.060532874674575,0.246751888630833,0.0060455389332126,0.0315298820793932,0.0678256527168171,0.060532874674575,0.0145520519537278
"ENSG00000169964",0.0896851201512627,0.129372166165112,0.177197391345227,0.873493762145745,0.0440185276355092,0.0241077494369323,0.551730130459995,0.222294231865747,0.125204407138495
"ENSG00000169994",0.185411949262716,0.767803987378345,0.0977163661397236,0.0109762864603785,0.62027999231038,0.0385208724201683,0.0625339131400846,0.060532874674575,0.234540067095194
"ENSG00000170006",0.100721624291111,0.105957274652947,0.147374314493133,0.579136009707085,0.0382694969480234,0.0114567316577406,0.706636631932547,0.105094079748197,0.0127995980688584
"ENSG00000170027",0.0258084727576042,0.0988132310793055,5.5377277918623e-06,0.0087207055264509,0.0298837831600382,0.012266430132144,0.0734110291707682,2.52566716265931e-05,0.0127995980688584
"ENSG00000170089",0.0136276053926541,0.000166183975254496,0.0100957118828225,0.333901969988703,2.60286936214178e-05,0.0423913533632892,0.137851665119629,0.00744320106343547,0.0352869812200623
"ENSG00000170091",0.0345210293861875,0.0377923785409973,0.000172151824215361,0.0836325539293676,0.01303787355323,0.00139236240933661,0.211404953049873,0.000172151824215361,0.0440185276355092
"ENSG00000170185",0.0190284748106836,0.013275877464573,0.0024831964701773,0.326087402946485,0.000495418089753465,0.00183852044183916,0.497492059936935,0.0024831964701773,0.000105593376303608
"ENSG00000170190",0.0136276053926541,0.0678256527168171,0.00632791500737075,0.148612636917178,0.0330647072517203,0.00309634680927987,0.62749486595089,0.00371142682047811,0.00133318507995086
"ENSG00000170209",0.0379451723578648,0.0101252232677546,0.129365895354324,0.816700522795399,0.00884998687509756,0.0366809764940417,0.686570584150372,0.0906863459869455,0.0352869812200623
"ENSG00000170231",0.0535767159522696,0.0402350225156885,0.0906863459869455,0.462462370038952,0.0401240479015355,0.015922828676132,0.747264597168345,0.060532874674575,0.0655430526010185
"ENSG00000170270",0.0167124110800386,0.0365548213907564,0.0309503133810332,0.260260348119105,0.0192910855509082,0.0269088063303955,0.396630800290556,0.0380369246819263,0.117306803014238
"ENSG00000170271",0.015633639680252,0.0483518642946536,0.0977163661397236,0.11260935978213,0.0525759309230915,0.0802851646621229,0.155842955629683,0.0716218234693982,0.0955652183531543
"ENSG00000170310",0.0146058389051509,0.0170794344247979,0.0100957118828225,0.196851618793821,0.00395619230459285,0.00280492693639392,0.551730130459995,0.00534044344098426,0.000233458170378732
