"","ICU_01","ICU_02","ICU_03","ICU_04","NON_01","NON_02","NON_03","NON_04","NON_05","NON_06","NON_07"
"ENSG00000130021",4.52867709318543,4.38893893228861,4.13037317348104,4.36699884660746,5.94306796385413,5.26267338813376,4.89077448577738,5.7323114359153,5.34551890905751,5.81433185589718,4.9977689606844
"ENSG00000130052",0.146732068759678,2.41182952819295,4.86483957632415,3.21445662069025,-1.45041988243407,-0.858372453141631,-3.16942621151311,-1.07788048376549,-1.85066626432253,-2.24238779146812,-0.840726557835463
"ENSG00000130066",12.7882354526197,12.5260852852103,13.9780235370023,13.2817668501863,11.6494386707626,12.213232155885,11.6229916909669,11.6406033045171,11.8756356450888,11.2819644028144,11.6098494822924
"ENSG00000130167",-1.11615478933089,-1.4865830703651,0.399990393710538,-0.416931627451103,-1.45041988243407,-4.31048791661948,-4.31048791661948,-4.31048791661948,-4.31048791661947,-3.6948611763908,-3.30479740903725
"ENSG00000130177",6.94749483901262,6.55569225347483,5.87361890106299,6.60189460181308,7.61383505252927,7.35256346913427,7.53168263879189,7.85281180982208,7.7747804492525,7.7948358656849,7.88992068051257
"ENSG00000130309",5.53138024221664,5.85878619212894,6.6262414199483,6.25643055075229,5.42671010286146,5.49845484055611,4.70500488980362,5.19324765904358,5.17299768799807,5.2317327048431,4.6651889581377
"ENSG00000130340",4.70354355310419,6.00156843773764,7.83854025790646,6.59222707115902,4.84347364994568,5.21674852368757,4.7914138630564,5.09701442741642,4.84771381966953,5.44573265716055,4.76289571130065
"ENSG00000130348",4.09871284789905,4.20460391099708,3.86482145575152,3.8275559186148,4.59775344026399,4.52383019802662,5.13979178309218,4.78484954310997,4.84885004925137,5.12599571540084,4.55882735246531
"ENSG00000130363",6.27830328694303,4.91236217871657,4.12618528887664,5.78441130077863,6.70753539885577,5.70522437564082,6.32519907169664,6.51962633184119,6.43893605063582,6.6422066095497,6.21014314671302
"ENSG00000130382",5.36050696523987,5.12873416860937,6.31004617845911,6.51836432340083,5.15800581027676,5.28231477809637,4.56205728916543,4.8772613646873,4.98942501988484,5.9938617572731,4.59414847793083
"ENSG00000130413",6.20748790752847,4.45493572041838,2.03967235959872,6.07183602967482,7.07301285677259,6.83754888164743,7.20510868210936,8.07177299805736,7.47208590828015,7.40894521145125,7.39696550234285
"ENSG00000130429",0.359711325816592,0.963801000161305,2.85974937058359,2.17522517397783,-0.252930286191915,-0.318033300529553,-0.476610204836484,-0.352771983802476,-0.062108794892146,0.132900985102189,-0.0143073647719339
"ENSG00000130433",2.73645607698945,0.662380029254517,1.88963284221099,4.61482905941776,3.86695407947573,3.88116206940596,4.99888579340047,5.37969227210909,5.23601440649829,5.61872459046224,5.41166367366546
"ENSG00000130449",5.80318002051438,5.88745028214643,7.21564705601472,6.67663579432944,5.10608590284093,4.96456357810981,5.65225311826114,5.79330513475424,4.97492775530483,4.29901439133512,5.34921422471782
"ENSG00000130475",1.2621525330293,0.206204728609604,4.94786117640683,3.57009870257904,-0.395338478666252,1.25148780977387,-1.26914050184061,-1.54174375758553,0.497326676870899,0.776883952702025,-1.30054420990107
"ENSG00000130560",6.11683594023742,5.64483136703168,5.7195314780731,6.31953652913337,6.76899769233383,7.3799523353923,7.22896682101123,6.84773197382886,7.18908705343548,7.5869467138052,7.01743069066819
"ENSG00000130592",6.22909987129061,6.29130783749734,9.69085182521331,8.34432931039221,5.09724797642198,5.01239168068785,3.46946793807335,2.45212886253304,3.13872184670592,5.92674406002889,3.33380893952622
"ENSG00000130714",4.732504063013,5.01711077066284,4.17565498433616,4.72509624212323,5.07266075315573,6.15669471645982,6.01952883304292,6.09732482494591,5.59341827076986,5.03921692758338,5.577375651575
"ENSG00000130720",-4.31048791661948,-4.31048791661947,-4.31048791661947,-2.32119323939795,-1.45041988243407,-0.858372453141631,-2.10375157174169,-1.18062374269316,-1.85066626432253,0.476692425139631,-2.30196055020021
"ENSG00000130755",7.10630752479499,7.13191089618066,8.65305460898112,8.26744634112117,4.33187029561352,6.1072085609218,3.07102898932679,3.06809777216057,4.23533814595516,3.98877440441834,2.28571538240576
"ENSG00000130766",4.31128557043845,4.62583598734761,7.18828942725948,6.19191534688867,3.80044846219404,4.2245157296652,2.49557578236463,3.3122929837166,3.58843701212818,4.04142645970739,2.88566832224191
"ENSG00000130770",7.70367506001172,7.2232136014578,6.51131967550478,7.31682530498679,8.36333985509654,8.3102508050629,8.67691722113511,8.57190148162055,8.88887111419446,9.65655889704778,8.6160017254517
"ENSG00000130775",5.78844335040562,5.89786880809744,8.57512277251816,8.0945250798185,3.02656352256434,5.0993265844448,2.21323343637222,2.56757459032545,2.87882158317362,2.65538953124638,2.09305346659019
"ENSG00000130830",5.65754296189135,6.07095041739135,8.71780184785832,7.10907199386607,2.93032149033676,4.50325408920752,2.5263283382932,2.54762524688804,2.74851817156155,2.34855202606598,1.89054030472007
"ENSG00000130962",2.76165108853752,3.70534165145526,2.97600807039917,2.12659583932182,1.97884452998089,2.0994091928151,1.8252188558579,1.68215206855423,1.72999721231336,0.0971702339139413,1.55865665322597
"ENSG00000131018",6.1058107144818,5.5769866885007,4.13037317348104,6.33210121538702,6.4143475517974,6.67405057384978,7.30298698688853,7.38823054425529,7.09382615540904,6.3128869554311,7.45721529637531
"ENSG00000131042",5.44847191235578,4.6957439086195,7.5060946688116,7.78211389500631,2.91531499824354,4.71765125628672,0.0319902002194803,0.290054002573272,2.22603654116515,1.76692463494556,2.85053818211732
"ENSG00000131044",3.45539001151009,1.66733654376545,0.828936584535638,4.33703415417569,4.82886619790533,4.8688281872775,4.07971355230498,4.37239313590912,4.93589716850313,5.38775906835387,4.00461568503885
"ENSG00000131126",-0.838665076540514,-0.404968042044557,-0.0526692421698195,-1.41597507900179,-1.35030919326575,-1.31752904534655,-2.54035013290914,-3.59141216566766,-2.82475462555457,-2.66483515835376,-3.72172925133686
"ENSG00000131236",8.50434559294291,8.99651242741488,10.411993680868,9.76537519810676,7.82478669917907,7.83469937885304,6.98926785499546,6.80845338896555,7.50489149579408,7.5034645587345,7.19797018408367
"ENSG00000131355",2.99200466088644,-0.732107851469736,6.49354821953552,5.72983841669476,-1.80069791193288,2.30359603754272,-3.16942621151311,-3.59141216566766,-0.243950487565532,-0.90721709236191,-4.31048791661948
"ENSG00000131370",1.17731753440814,0.820948190052128,5.64684650640459,4.77590909384008,-0.610127740114373,-0.36382072109513,-1.26914050184061,-1.68544730263676,-2.42261477293606,-0.768914879895012,0.654702035818321
"ENSG00000131437",5.07162253992349,4.60600220133476,2.32920232551286,4.68087308540146,5.41431054068701,4.99208776188767,5.99568951235446,6.12249213760164,5.61227534809737,5.15886337154685,5.51784182119132
"ENSG00000131446",6.80782998188929,7.22528340425938,9.93072124744642,7.97170953554972,6.65580601355385,6.63384359377978,5.91519179266952,5.87642377682876,6.37333404870424,6.74535677360361,6.29004636390742
"ENSG00000131495",5.80216851700201,5.56489552294937,5.47307808979253,5.23461672005114,6.16282291311643,6.31899788686004,6.39611769326551,6.05202012758782,6.4003214102891,7.4036985266804,6.17862107359305
"ENSG00000131503",2.50739453310485,3.52506065573308,3.43461155834724,2.88963642865144,1.12441866438539,1.73686608656772,1.98872754070816,2.02573653762158,1.60645753031239,2.0452678683184,0.9673633803561
"ENSG00000131504",6.11602214002134,7.19934537974121,9.05006021726632,7.39995183899287,5.9455320913641,6.52578011988074,5.48032902008651,5.5903424982878,5.77771635705673,6.90046278358571,5.44821140717528
"ENSG00000131584",4.56252272067081,5.2038309379634,5.3091161905161,5.32897920300031,4.41956394131985,5.15213251946279,4.19904145082562,4.13233229752539,4.17501167998018,4.8441958042687,4.28955598940774
"ENSG00000131669",6.67240564699357,5.71973102922405,10.0707738855362,8.55671888198752,5.40359685774612,6.07646677750152,4.28022268710125,4.36329161333078,4.58813565398251,6.04633180320092,5.18768999404625
"ENSG00000131697",2.94145152620446,1.74852640536002,2.69986950979307,3.52390584317496,4.01741808361041,4.20112051606136,3.57986635382096,4.15887524455204,3.82620923601014,4.69232426851397,3.66660976900528
"ENSG00000131759",5.26021404336029,5.20503004171814,8.44036248207674,7.46455451171721,4.1621611362695,4.83249300612222,3.28395992145122,3.28845000030173,3.60735888482521,5.0752461127952,3.84038197235399
"ENSG00000131779",5.61266945559039,5.45931923260466,4.52965064552981,4.80065978032781,6.0766472672342,6.48519431050349,6.02424978813067,5.93365160537587,5.95911506978257,5.85902021688463,6.27781999906825
"ENSG00000131849",2.89286827009096,1.32312070423311,1.4276749656849,2.22996223010159,3.72500234107586,2.64152903645993,3.20061331515378,3.76519917046257,3.65230452076438,4.06704900243906,3.35545061954677
"ENSG00000131873",6.54245412859568,5.33995485622183,7.17009753906203,7.89090827622724,4.89537863711414,5.32622994454926,4.38461297930745,4.53218967908853,4.17863098984353,3.5139156409769,4.75341748485974
"ENSG00000131876",5.48485918098947,5.84192711354317,5.59778532342875,5.41417408351628,5.73304771386061,6.75192243760895,6.71880951688115,6.52779578602291,6.38982117781061,6.23590840797376,6.53809825738417
"ENSG00000131979",6.77907221780414,6.62093287658597,6.77542509972707,7.344774466359,5.41608844481645,5.39829132204397,5.30741414030818,5.52654665322601,5.21413802084337,4.03907441379083,5.95175199175187
"ENSG00000132002",8.62229899229713,7.77871713137212,9.35525706534868,8.73465124118617,7.96680178093637,7.04395713984398,6.80833496600064,6.80067841201734,7.71200963191677,8.69837496844487,7.15645080036122
"ENSG00000132003",0.359711325816592,1.09377451942725,4.43463597448989,3.46970115474315,0.105447207940291,0.108102430345246,-0.743807436431564,-2.92350164954996,-2.82475462555457,-0.0156597278830832,-0.545080078610399
"ENSG00000132004",3.94223120992862,2.79612390505069,2.63060285083457,4.9881261315221,5.03497592575169,5.09086507511739,4.72004773899955,4.6924838554611,5.17299768799807,6.55352964653549,4.92485349553527
"ENSG00000132010",2.07667479923661,1.63922514453019,-1.30134994277362,1.73071899078673,2.80565747141351,3.0034408139512,3.46946793807335,3.82939745534591,3.07023050651137,3.98633485955058,3.00457987971729
"ENSG00000132122",5.60050244512165,4.78825132875076,2.8496246410702,5.8395115484468,6.40676711509315,6.21284918274992,7.04707588181282,7.13372671412257,6.81591857366594,6.28487142354168,6.90849042555563
"ENSG00000132141",3.9749148496332,4.28844494429076,3.45479011851663,3.86262193725771,4.07931465537702,5.88665143223691,6.25003759564666,5.94399054282212,5.1455208158094,4.37371475238665,5.90237247721897
"ENSG00000132155",3.49348649822648,3.16976332540528,7.00144284412518,5.67382506312761,3.07688187948212,2.79526271671199,2.47995013800788,2.42176392326515,2.00739541426089,2.27849655629166,3.23608512438675
"ENSG00000132170",3.65906712641935,4.73445847304263,5.47472595624361,2.97909224112871,2.49173230969334,2.73680539629955,1.87385671036348,1.80823465533906,1.99923172739873,1.77825070494614,2.36609518559785
"ENSG00000132205",3.90878993937524,4.49666117096062,6.59020956701857,6.11972818770694,2.69285283408041,3.36800198062337,2.43203135957242,2.56757459032545,2.59446889634453,3.49000560143142,1.91017120611317
"ENSG00000132321",5.01425223121471,3.55169733740777,0.223060437216167,4.9443705507873,5.89224186500065,4.93295792269563,6.07713414547693,5.84815924071434,6.01888768555981,6.33366721856319,5.45824767831971
"ENSG00000132334",6.68123527656828,6.74935657834889,9.12673872007252,8.33733482608406,4.33563262261947,5.57477228705133,3.16685427447948,3.18376987845951,3.03072611724465,2.2380548495865,3.02722973410648
"ENSG00000132357",4.93986428355071,5.76433755166123,5.55947436040943,4.84015254210478,3.83806858464196,3.41959233654017,3.74585274046169,3.45834952700683,4.53547779169381,3.52740268616025,3.18462331013287
"ENSG00000132359",3.61596966150801,2.40349718845618,5.66283635343667,5.15299900392758,2.73334541120272,3.06088911660624,1.1221422655608,1.8737945681117,2.23996083302823,2.95892272773903,1.7450934253099
"ENSG00000132405",2.74068591998104,2.64881266783824,6.19779541397182,5.46068933671705,1.90985797375085,1.60045892577685,0.621814249710503,0.61545379272062,0.401465492001816,1.16985237136904,1.05814676682478
"ENSG00000132475",10.4287440471124,10.1394757850189,11.947210630225,11.5383060595219,9.50701355221508,9.79882173660799,9.40457331253164,9.42083509354458,9.42683457619379,10.3046744002154,9.75029323790799
"ENSG00000132510",5.89617643842958,5.20503004171814,9.41933881980454,8.99968384995541,4.08826278454979,4.55646080895758,2.503325594656,2.91456753180298,3.29361267139152,5.01668138137469,3.44228485728589
"ENSG00000132554",3.91441759265947,3.01974839690779,1.3721721561228,5.17807219448816,5.5804832246035,3.68149380011302,5.98188806566955,5.7503146461925,6.31574297247188,6.28437503435781,5.88263443916626
"ENSG00000132589",7.13450874335893,6.67472093114861,8.9660041824583,8.46149225469602,6.92541413471901,7.29847306560918,5.51044375224355,5.72965787379826,6.54017535632673,6.97648839671909,6.29004636390742
"ENSG00000132600",3.86296051559454,3.11468133876295,3.63654625525825,4.28073698566574,4.56767697128384,5.28509898865215,4.32245141117829,4.56431569526787,4.84201920989298,5.98655658340611,4.37680011123183
"ENSG00000132623",4.20049034949206,3.73220547256179,2.19168829488607,3.39980235322318,4.45112186647495,4.27019787045895,4.7431403479169,4.65940351007261,4.63893901289319,4.43403543140687,4.55103306289161
"ENSG00000132664",4.77436745622623,4.88269572130339,3.39338748017949,4.07400684074783,4.9467113996902,5.20992730939102,5.41609422903294,5.47466599756179,5.29472669918534,4.95439071706577,5.18668427018866
"ENSG00000132688",-0.741067931313065,0.419565330509831,-0.21319834280372,0.804913909885043,-0.795209517676408,-3.31450720987725,-4.31048791661948,-3.59141216566766,-3.38426267625045,-2.24238779146812,-4.31048791661948
"ENSG00000132716",5.95560896921918,5.67456708705728,5.59020408700171,5.18501529970374,6.17914306686235,6.76727036222088,6.41318717158766,6.35146344075688,6.41113041645458,5.85501435808017,6.2635826879541
"ENSG00000132718",0.947783091515349,2.31741486655304,3.87484046238184,2.93740900302986,0.392279458613191,-0.732902695163432,-0.0563860080563185,-0.105296223388138,0.863902506183759,-1.91603197533789,0.0926492986676041
"ENSG00000132821",4.38879588031843,3.19894459955203,5.36349604923055,5.59409866835342,5.9200730208412,4.62692247812617,5.61875507783783,6.56001870856037,5.83273363202387,7.77889021485822,5.62567160487367
"ENSG00000132823",7.06600253580452,7.52586024651327,8.69200268617776,7.57401466352376,6.39959601694117,6.78278509664004,6.2992799717085,6.50702650923346,6.45095788546734,6.08047141153441,6.21360346002511
"ENSG00000132950",3.65683065147685,4.44278910171986,4.41073238005988,3.76803034373969,3.27406212847438,2.96228494916746,3.41709710033143,3.2908521090351,3.23224426968742,2.87701052891402,3.42873782666126
"ENSG00000132965",8.26893215998298,8.37693055767535,10.8958224813869,10.139575526426,5.6242065712772,6.73911939508823,3.3754771092101,2.33131023659593,4.21609543074752,4.53430145712966,2.10161627715713
"ENSG00000133063",0.620633745732552,0.316825685763818,2.83942835445863,2.95608372443577,-1.25669683814307,-0.188793513659499,-3.16942621151311,-2.02456413584717,-2.82475462555457,-1.91603197533789,-3.30479740903725
"ENSG00000133069",2.29372687754566,1.5514469332461,0.828936584535638,1.89458188680737,3.46821767584387,4.07594895143702,3.54274450506263,3.35882841050369,3.19698788942856,3.95423957218913,3.35902621275913
"ENSG00000133115",6.4780425938124,4.54670333140599,3.15110244624308,6.03278354546292,6.89354518417706,6.55106042565016,7.83340272155526,7.65932594432435,7.55239354488506,8.32854387584918,7.6470431147928
"ENSG00000133246",1.75570934018335,2.40349718845618,5.42785895915936,3.92793311573065,0.8783933197655,2.03028946561852,0.704815572121863,1.48646646232344,1.39871870510701,1.82268622083325,0.126609164630796
"ENSG00000133247",2.62646664690748,2.42835121145832,3.40034048239907,3.24894317312955,3.8565170561681,3.6327795979896,3.45754999611208,4.06796421378607,3.74797871120383,5.45898973721544,3.68381959568951
"ENSG00000133256",3.42417151358495,2.87055583087419,1.0572490690678,3.69208433417978,4.3598514624401,3.74758157869884,4.15544187394828,3.84419284929213,4.68419983147292,5.76750467055763,4.39258689851263
"ENSG00000133265",5.78486355601628,4.97976700873239,4.69710989655519,6.45740794354241,6.97178416000245,7.0710966159243,6.5235266440334,6.37174481897148,7.05152120857368,9.0701303412966,6.6888396948955
"ENSG00000133315",2.64463824810414,2.45278430323624,2.26969688982538,2.96071487714976,3.09918628452242,4.29066167771234,3.86492891665143,3.41275920457885,3.97515824821799,5.12266738778094,4.53847394406744
"ENSG00000133318",8.04375444663137,8.07883181359378,9.01113040672765,8.32750763676418,7.77733551147597,8.01461918268891,7.49255327446627,7.48646540583117,7.57454078480083,7.68460424928403,7.27190857021871
"ENSG00000133328",3.99806755160239,3.52506065573308,3.48780626521124,4.55330203231476,4.95039670761974,5.29526203530372,5.08274375454033,5.65610211296824,5.68977696359513,6.80920670773649,6.53414997568174
"ENSG00000133639",9.10077911990759,8.68561428091544,10.2163890607964,8.57825697201772,7.75696259249587,8.07391536514896,7.62964396038542,7.51820531646546,7.5482028190158,6.9410248757123,7.80530312250958
"ENSG00000133640",6.89722467862911,5.49406922935537,2.95727063060909,7.73439939731824,7.92042531017767,6.82421111496518,9.5140511616327,9.1670725392873,8.5059523304213,9.00187364623937,8.58513517711601
"ENSG00000133657",7.59704707758609,7.67219903753057,9.07756704070071,9.3762573327681,6.80845163430036,6.22256430097745,6.74601030653815,6.87680451001472,6.20829736523638,4.85760535634863,6.92908346742352
"ENSG00000133678",5.56814147083565,4.39525598196995,3.67718941904296,5.26769623528718,6.59117826757887,6.1753233152063,6.31862556714605,6.62166719373277,6.71671945852886,6.91271948500771,6.22148171995131
"ENSG00000133710",5.79354198273054,6.93388086536678,10.1867853385507,7.79108031165532,6.35487775158195,4.80559804624806,3.51234358560477,5.9614361571319,4.36170557325127,3.99606838516044,5.42792694933284
"ENSG00000133800",-0.741067931313065,-0.732107851469736,0.557573064921145,0.290516543807457,-1.93930162450634,-2.31652106341916,-3.62996881941323,-2.46871261016207,-4.31048791661947,-2.66483515835376,-4.31048791661948
"ENSG00000133816",3.45539001151009,3.63234765438879,5.58868304731762,5.12542137340771,2.7615882915014,4.09299696303375,2.37403713500312,2.40855215100709,3.13127030647597,4.03199518070537,2.57113875626601
"ENSG00000133874",1.9581692443546,2.097451627264,4.07495887264867,2.67533279659987,1.65671621108836,1.83132307757993,-0.150531261266351,-0.156738900261964,1.64882378947526,0.776883952702025,0.285361745793891
"ENSG00000133961",7.53264217044503,7.35138924980268,8.76300751826093,8.37262476372947,6.77281855972133,6.59323292877583,6.75049432591356,6.87119721167342,6.85206513925064,6.41391851056248,6.53612546721025
"ENSG00000134013",0.962344778210646,2.22586845544684,1.15914598260962,2.75747562769762,1.70405422194068,0.704078438551255,-0.0115212940763186,0.0388641699056089,0.244557346925477,0.267581893484276,0.455339143315467
"ENSG00000134061",2.30519621605687,0.662380029254517,1.50711994772429,0.763105800044387,0.0697499404874552,-0.732902695163432,-0.898592435189991,-0.156738900261964,0.608836258198108,0.0229390728887983,-1.49339153706118
"ENSG00000134070",5.54293122384182,5.58989560483055,8.89885506643729,7.6138849623878,3.80859291071477,2.75833765871491,2.31361363349865,2.54762524688804,3.08573427479126,2.51350538148697,3.37324062111965
"ENSG00000134107",6.97153813702917,7.30405325233817,10.028064159138,8.1491824841543,6.71441501492642,6.34547000608761,5.45457758274323,6.23934076245976,5.6315494828505,6.02687847805237,6.59984402076212
"ENSG00000134108",7.53355666005834,8.17742262628552,8.50710295793366,7.44795164783222,6.74938754715332,6.3392323000242,6.83851587351575,6.86476207030768,6.68143952781417,6.28437503435781,6.90970995210571
"ENSG00000134109",5.70377346353074,6.37785240409806,7.56606777705955,6.21438905715148,4.83153312289782,4.31447779826392,4.64321413857013,4.70694622058586,4.84543867238107,5.41340962790946,4.2438722286294
"ENSG00000134152",6.79568425651547,6.4068004907773,9.03114663792701,7.97657672953717,5.55730904331639,5.57401357730444,5.50273218493965,5.84897453102445,5.24208081474653,5.29026058973492,5.65578263372289
"ENSG00000134253",2.84259176980152,2.15814408291181,1.31444833292577,1.53344919721784,3.31275122947566,3.90549093963165,3.44954965164999,3.84746021024291,3.39665517750179,2.8233484037982,3.29326915529703
"ENSG00000134278",2.35570892016247,4.21654396178835,5.55947436040943,3.44015821760627,2.09881786301281,2.38889864502376,2.75775625636366,2.08229890709932,1.18503373724374,1.72070967649115,2.75063389908296
"ENSG00000134294",9.30835679108095,10.3531983148015,9.61601614803633,9.1168692750002,8.25749563203305,6.50443581457303,7.68243805971082,7.91544769944249,7.45390640997888,6.15676101730525,8.17419399354995
"ENSG00000134323",-1.6243891729509,1.05173775112871,-1.13128035976568,-1.15325945218749,-1.67425084629505,-1.9949960767959,-3.16942621151311,-2.7554662662124,-3.38426267625045,-4.31048791661948,-2.30196055020021
"ENSG00000134333",9.22079536283262,10.2670903315849,10.2693906413612,9.55442186497772,8.84291599803486,8.56696906454764,7.90773317349584,8.23355493133462,7.33508410145163,7.4243464766627,8.08268191735258
"ENSG00000134343",-3.4814261624654,-2.53131005948493,-4.31048791661947,-3.31761596483089,-1.25669683814307,-1.61685665347562,0.407275446228383,0.660732560502673,-0.132119763481884,-1.42556147912602,1.00436502912473
"ENSG00000134363",4.19279247259367,6.02891057332611,3.1837084398712,4.85515444660233,3.68131775091845,1.00359215662688,2.04290573753073,2.65594724813242,2.12461149449799,0.299375372652745,2.86066295659989
"ENSG00000134369",3.91815720267371,5.06147822271571,4.09223723704512,4.14896674377777,4.02908257060368,4.1368124861468,3.19583869114426,3.46048496987195,3.17541294435612,3.49000560143142,3.17248221309315
"ENSG00000134461",2.4151373804064,2.6417456260586,2.23899773791981,2.16723326480357,2.63296069102303,3.64439062691957,3.59081917081271,3.12843648520993,3.29694667657198,3.09648103696884,3.46236983426975
"ENSG00000134489",-1.6243891729509,-0.0442793748592607,1.34359892451507,1.77346233326086,-2.26425957189292,-1.31752904534655,-2.10375157174169,-2.7554662662124,-1.97382221751094,-1.65005328678512,-4.31048791661948
"ENSG00000134504",6.0296419479199,5.19299391781184,3.68859450731549,5.05028165532249,6.35116534385019,5.70868488892351,6.19247858615488,6.15252090208805,6.69224099624119,7.23722248719513,6.66917188856674
"ENSG00000134516",4.73568630302914,4.261035760186,7.38030712439565,6.32403648936679,1.83740623892206,3.62693885171159,1.41289600480588,1.27949363016292,2.64766742863831,1.13503615434065,1.0225159569404
"ENSG00000134531",7.49276045295751,9.29352807235896,11.238078844359,10.2574219781335,7.40812632215278,3.52698741551637,2.83962105340332,4.5168807518015,5.54516820909345,5.50743360976334,3.61371313045202
"ENSG00000134548",-1.6243891729509,-4.31048791661947,-4.31048791661947,-3.73027353276431,-1.08593397492627,-2.73088696578762,-1.76903983413648,-1.41106646728629,-0.924625795724909,-3.2647325551293,-2.30196055020021
"ENSG00000134571",2.74068591998104,2.2068408525463,3.67145288505141,5.07291652020829,0.679594264291498,1.8211281167548,0.339624815288977,-0.6890543635737,-0.0283374778544912,1.04413213895904,-0.129832953141303
"ENSG00000134602",5.33974417829816,5.96593839550505,5.66860718289914,5.24319559208094,4.5804172533633,3.97150690482299,4.54526333167536,4.8740608781026,3.87387059692232,3.55400431869649,3.56810102597045
"ENSG00000134686",7.12199783941633,6.8203202487591,9.53442110796956,8.51511523658987,6.56897591405897,7.0681361424817,6.15607038347281,6.06891413641009,6.1403233600535,7.06787058013211,6.17659622697207
"ENSG00000134716",6.06801857274906,5.26374898600949,4.44811943097848,4.95717369292777,6.35395054485246,6.1098282986629,6.57729222224693,6.75899515725217,6.33086603685129,6.75075692451678,6.89992475249375
"ENSG00000134755",4.49527059033852,6.57297782886247,5.63804949371432,6.29636582615105,3.78677136755454,3.68149380011302,1.34551465924824,2.0988440494027,2.26741261416564,2.37862822967608,2.26299343504059
"ENSG00000134757",5.05897519419075,7.09195905073083,5.88976642386938,6.06701189019329,4.4266367113068,1.46296874340084,0.268645178338796,3.79088290672239,1.03338485983949,0.267581893484276,3.4012560638891
"ENSG00000134759",6.26110669288981,5.80602654136028,4.84203941830651,5.52542299209583,6.43947750988348,6.14038721014814,6.39767783646643,6.26918902185637,6.6098574290609,6.16487403138142,6.44401553442336
"ENSG00000134762",6.11683594023742,7.13977019653181,4.86985771400904,5.64246120077787,5.50313750295009,3.11613715563973,2.8149230222341,4.24934436976533,3.45153781293032,1.75550894407603,5.11870671506177
"ENSG00000134779",5.97772779599938,6.35372780250832,5.68862521951209,6.09729582828787,6.40004525637375,6.75359862147287,7.2074826788382,6.95139364069422,6.97657522439546,7.08079192065702,6.94404005724342
"ENSG00000134802",4.69702816534088,5.43704004577531,7.06079389941005,5.66675654841408,4.04065350371047,2.65880625604682,2.45618969102312,2.98746246922157,3.623382422245,3.70999547309415,2.80931320979817
"ENSG00000134815",4.47637163222549,3.97365136220328,6.95497508407243,6.47653282835637,3.80044846219404,3.91989373657446,2.85181330200093,3.30042074716813,3.555410711378,4.81562338940198,3.09312081690383
"ENSG00000134827",5.76786669678339,7.35030586974949,7.44604212574448,5.49461728115307,5.34973201894925,7.08660670762762,4.64671727634362,3.22203344184951,3.51016563036767,4.70573260351263,3.2006541184026
"ENSG00000134830",2.71941158843512,3.09411839442297,6.4755551174763,5.1800593508052,1.07125302874788,2.14098561455085,1.59799357386104,-0.352771983802476,0.542969872528259,1.34763169346263,0.0222330222217653
"ENSG00000134871",1.06035781926462,1.85012680760891,2.71109739515796,3.75475847285738,1.73856548486981,1.23622286081579,-1.07200237878248,-0.265477426167377,0.244557346925477,1.30127799909901,-0.599560115519528
"ENSG00000134874",4.37661631917744,3.37119774687491,1.63051758907418,4.04158633019902,4.9998412551326,4.58836968081049,5.28510959786144,5.48885864713513,5.13064966164856,4.64825186561646,5.00349174880249
"ENSG00000134954",5.06741906516491,5.38297077849055,5.02411509029208,5.47046472468544,4.63639591278961,3.63859679333872,4.28022268710125,4.40934153711035,4.25261155541605,2.43696255524049,4.86826921036544
"ENSG00000134996",6.26221049343271,6.32919292137753,7.81824066360952,6.74434134051074,5.42671010286146,5.59510806543162,5.16810112188237,5.23812622547686,5.26012847254511,5.94570322335355,5.11342398630164
"ENSG00000135047",7.64607052154753,8.44448209630343,11.6325344729837,9.82155139584631,6.66928603460774,7.15972912896886,7.48131586545442,7.48659638613447,7.06356068752432,6.25072176166912,7.24558995191201
"ENSG00000135048",5.58764502991168,6.19502028339255,6.78608221073839,6.21874543309362,5.2703809239186,5.75360237079176,5.52764552808695,5.44639364112492,5.21413802084337,5.64757354400789,5.17658828163929
"ENSG00000135049",5.32221063668621,6.09119548491025,7.17568054891429,6.45125049984784,4.54673101028088,5.20797245258396,4.96280471241809,4.98502719650889,4.4910493363125,4.13249584507188,4.95469969371357
"ENSG00000135074",3.37875594072352,3.26941542395854,4.54855114839667,4.45988800709164,0.503488922341721,2.75833765871491,0.115263757051275,-0.414048157540012,0.542969872528259,0.583848136178681,-0.21233210397716
"ENSG00000135077",3.4707495348731,4.17553804169114,5.62326754372233,4.45988800709164,1.87925165240682,1.68158839238621,1.41289600480588,2.26932012333486,2.67866971076411,1.2695268860328,1.50802361241108
"ENSG00000135090",4.94811836307616,5.5174230652576,6.65704757964855,5.82688405015193,4.34125778015685,4.85265306784189,4.92723908899373,4.68062548667301,4.48667629956566,4.12142162926045,4.34650092358808
"ENSG00000135094",4.27529103239141,4.12321964022842,6.18174292820544,4.53167710922114,1.10691357961153,2.9294428877789,1.16185608098422,2.36361809660318,2.67866971076411,1.5058876004089,1.12687235431616
"ENSG00000135111",-0.741067931313065,2.90047039555958,3.4413691527127,2.86019464479383,-0.795209517676408,-1.9949960767959,-1.76903983413648,-1.68544730263676,-1.44218005030672,-3.2647325551293,-0.715109904571091
"ENSG00000135205",7.44544207150624,6.03229219065403,4.23130411939072,7.2197069244934,8.31853502761343,7.75091391355969,8.5308938752873,8.67244873480307,8.46633948731964,7.82347718482292,8.64585582679399
