Names	total	elements
		ENSG00000187775
		ENSG00000163958
		ENSG00000005001
		ENSG00000089639
		ENSG00000274180
		ENSG00000155111
		ENSG00000275385
		ENSG00000119953
		ENSG00000011422
		ENSG00000253593
		ENSG00000287201
		ENSG00000138623
		ENSG00000204103
		ENSG00000160219
		ENSG00000170802
		ENSG00000273004
		ENSG00000170323
		ENSG00000216364
		ENSG00000143322
		ENSG00000240184
		ENSG00000124134
		ENSG00000042062
		ENSG00000163660
		ENSG00000242992
		ENSG00000100906
		ENSG00000141522
		ENSG00000286809
		ENSG00000148773
		ENSG00000124126
		ENSG00000170423
		ENSG00000042445
		ENSG00000188522
		ENSG00000155465
		ENSG00000115598
		ENSG00000108219
		ENSG00000115607
		ENSG00000123384
		ENSG00000244482
		ENSG00000141551
		ENSG00000187474
		ENSG00000270210
		ENSG00000257335
		ENSG00000136943
		ENSG00000127564
		ENSG00000173757
		ENSG00000007237
		ENSG00000287937
		ENSG00000113758
		ENSG00000171195
		ENSG00000198743
		ENSG00000101665
		ENSG00000143369
		ENSG00000179348
		ENSG00000198829
		ENSG00000196136
		ENSG00000184371
		ENSG00000134294
		ENSG00000134954
		ENSG00000173083
		ENSG00000141574
		ENSG00000180871
		ENSG00000134830
		ENSG00000057657
		ENSG00000006652
		ENSG00000064547
		ENSG00000148841
		ENSG00000215301
		ENSG00000189060
		ENSG00000120709
		ENSG00000076662
		ENSG00000140749
		ENSG00000115520
		ENSG00000198604
		ENSG00000138111
		ENSG00000137745
		ENSG00000279369
		ENSG00000128590
		ENSG00000269902
		ENSG00000126822
		ENSG00000165168
		ENSG00000143622
		ENSG00000122862
		ENSG00000101294
		ENSG00000079385
		ENSG00000051180
		ENSG00000229473
		ENSG00000101307
		ENSG00000134363
		ENSG00000076641
		ENSG00000260805
		ENSG00000165799
		ENSG00000153094
		ENSG00000274272
		ENSG00000187116
		ENSG00000129455
		ENSG00000006118
		ENSG00000125740
		ENSG00000122122
		ENSG00000169583
		ENSG00000087266
		ENSG00000280138
		ENSG00000269335
		ENSG00000240934
		ENSG00000139112
		ENSG00000183496
		ENSG00000136634
		ENSG00000164754
		ENSG00000117036
		ENSG00000177105
		ENSG00000257743
		ENSG00000288393
		ENSG00000103042
		ENSG00000203688
		ENSG00000138031
		ENSG00000144802
		ENSG00000164463
		ENSG00000273559
		ENSG00000168769
		ENSG00000172939
		ENSG00000110324
		ENSG00000167874
		ENSG00000258926
		ENSG00000171051
		ENSG00000203786
		ENSG00000137309
		ENSG00000162747
		ENSG00000162511
		ENSG00000188897
		ENSG00000163739
		ENSG00000111052
		ENSG00000282988
		ENSG00000166923
		ENSG00000139438
		ENSG00000005893
		ENSG00000160886
		ENSG00000143514
		ENSG00000159339
		ENSG00000125657
		ENSG00000072571
		ENSG00000126264
		ENSG00000254087
		ENSG00000219507
		ENSG00000104804
		ENSG00000090339
		ENSG00000151012
		ENSG00000207870
		ENSG00000237522
		ENSG00000113368
		ENSG00000130830
		ENSG00000225873
		ENSG00000213694
		ENSG00000134802
		ENSG00000105329
		ENSG00000227039
		ENSG00000229314
		ENSG00000129673
		ENSG00000205542
		ENSG00000259293
		ENSG00000272462
		ENSG00000060558
		ENSG00000156273
		ENSG00000111897
		ENSG00000167261
		ENSG00000170006
		ENSG00000171236
		ENSG00000102032
		ENSG00000138180
		ENSG00000130592
		ENSG00000198736
		ENSG00000241112
		ENSG00000155307
		ENSG00000131669
		ENSG00000182287
		ENSG00000280194
		ENSG00000268001
		ENSG00000166128
		ENSG00000104343
		ENSG00000106952
		ENSG00000276758
		ENSG00000163162
		ENSG00000091106
		ENSG00000205269
		ENSG00000081277
		ENSG00000225231
		ENSG00000122254
		ENSG00000273975
		ENSG00000111790
		ENSG00000158882
		ENSG00000181333
		ENSG00000104783
		ENSG00000186529
		ENSG00000179820
		ENSG00000188786
		ENSG00000171786
		ENSG00000106348
		ENSG00000138685
		ENSG00000139734
		ENSG00000171320
		ENSG00000111087
		ENSG00000141480
		ENSG00000119862
		ENSG00000067225
		ENSG00000278607
		ENSG00000122861
		ENSG00000101236
		ENSG00000164509
		ENSG00000009790
		ENSG00000198399
		ENSG00000116604
		ENSG00000147872
		ENSG00000011198
		ENSG00000110046
		ENSG00000100304
		ENSG00000167676
		ENSG00000115165
		ENSG00000165029
		ENSG00000156299
		ENSG00000090238
		ENSG00000140157
		ENSG00000228327
		ENSG00000135956
		ENSG00000110446
		ENSG00000141458
		ENSG00000142166
		ENSG00000158887
		ENSG00000158545
		ENSG00000167613
		ENSG00000121454
		ENSG00000111684
		ENSG00000152270
		ENSG00000185222
		ENSG00000141738
		ENSG00000282508
		ENSG00000110080
		ENSG00000019991
		ENSG00000167548
		ENSG00000177885
		ENSG00000154734
		ENSG00000103888
		ENSG00000163931
		ENSG00000269981
		ENSG00000197872
		ENSG00000060982
		ENSG00000204256
		ENSG00000123130
		ENSG00000268240
		ENSG00000110395
		ENSG00000217078
		ENSG00000237576
		ENSG00000103569
		ENSG00000163563
		ENSG00000180370
		ENSG00000231412
		ENSG00000279259
		ENSG00000257893
		ENSG00000052344
		ENSG00000167114
		ENSG00000105711
		ENSG00000184557
		ENSG00000226822
		ENSG00000198019
		ENSG00000204758
		ENSG00000185873
		ENSG00000082153
		ENSG00000254470
		ENSG00000170185
		ENSG00000138764
		ENSG00000196954
		ENSG00000104324
		ENSG00000075618
		ENSG00000100393
		ENSG00000141582
		ENSG00000140009
		ENSG00000030582
		ENSG00000143452
		ENSG00000121933
		ENSG00000197860
		ENSG00000197780
		ENSG00000099985
		ENSG00000234389
		ENSG00000010327
		ENSG00000137752
		ENSG00000159167
		ENSG00000164047
		ENSG00000105520
		ENSG00000110880
		ENSG00000167470
		ENSG00000223749
		ENSG00000185905
		ENSG00000176170
		ENSG00000103313
		ENSG00000100731
		ENSG00000140545
		ENSG00000148572
		ENSG00000138166
		ENSG00000079263
		ENSG00000042832
		ENSG00000114019
		ENSG00000166016
		ENSG00000173327
		ENSG00000158019
		ENSG00000150093
		ENSG00000111252
		ENSG00000185201
		ENSG00000168610
		ENSG00000069399
		ENSG00000139433
		ENSG00000197582
		ENSG00000108179
		ENSG00000133639
		ENSG00000176049
		ENSG00000228655
		ENSG00000123505
		ENSG00000104856
		ENSG00000182117
		ENSG00000130429
		ENSG00000135424
		ENSG00000071205
		ENSG00000179403
		ENSG00000109846
		ENSG00000173338
		ENSG00000099331
		ENSG00000111802
		ENSG00000138071
		ENSG00000128422
		ENSG00000184588
		ENSG00000132357
		ENSG00000104689
		ENSG00000120217
		ENSG00000126746
		ENSG00000158869
		ENSG00000118007
		ENSG00000253476
		ENSG00000124785
		ENSG00000277632
		ENSG00000119686
		ENSG00000102243
		ENSG00000204397
		ENSG00000107738
		ENSG00000196547
		ENSG00000132205
		ENSG00000100266
		ENSG00000198898
		ENSG00000161533
		ENSG00000100422
		ENSG00000268500
		ENSG00000212176
		ENSG00000135334
		ENSG00000181418
		ENSG00000035499
		ENSG00000243742
		ENSG00000261026
		ENSG00000167634
		ENSG00000234506
		ENSG00000087128
		ENSG00000166900
		ENSG00000059377
		ENSG00000253210
		ENSG00000068831
		ENSG00000279434
		ENSG00000087074
		ENSG00000170836
		ENSG00000172818
		ENSG00000104918
		ENSG00000196663
		ENSG00000196209
		ENSG00000218809
		ENSG00000223573
		ENSG00000198092
		ENSG00000239839
		ENSG00000262703
		ENSG00000189120
		ENSG00000054967
		ENSG00000152256
		ENSG00000171988
		ENSG00000150048
		ENSG00000125733
		ENSG00000163376
		ENSG00000156671
		ENSG00000197948
		ENSG00000102024
		ENSG00000164300
		ENSG00000081041
		ENSG00000197622
		ENSG00000117280
		ENSG00000000938
		ENSG00000167772
		ENSG00000135655
		ENSG00000283142
		ENSG00000172081
		ENSG00000271605
		ENSG00000111291
		ENSG00000148429
		ENSG00000182831
		ENSG00000279520
		ENSG00000115590
		ENSG00000113721
		ENSG00000136250
		ENSG00000104921
		ENSG00000287185
		ENSG00000111348
		ENSG00000105509
		ENSG00000105355
		ENSG00000140931
		ENSG00000115884
		ENSG00000132170
		ENSG00000118160
		ENSG00000205420
		ENSG00000183621
		ENSG00000007968
		ENSG00000164506
		ENSG00000091039
		ENSG00000112137
		ENSG00000157551
		ENSG00000148400
		ENSG00000096063
		ENSG00000120708
		ENSG00000135643
		ENSG00000167754
		ENSG00000255221
		ENSG00000204544
		ENSG00000257242
		ENSG00000112531
		ENSG00000172780
		ENSG00000204020
		ENSG00000103335
		ENSG00000204161
		ENSG00000149782
		ENSG00000240023
		ENSG00000215244
		ENSG00000178172
		ENSG00000139289
		ENSG00000282572
		ENSG00000115756
		ENSG00000170956
		ENSG00000128578
		ENSG00000163754
		ENSG00000250687
		ENSG00000131126
		ENSG00000166340
		ENSG00000233750
		ENSG00000163534
		ENSG00000108582
		ENSG00000100234
		ENSG00000179148
		ENSG00000165997
		ENSG00000002834
		ENSG00000128918
		ENSG00000132510
		ENSG00000111261
		ENSG00000156689
		ENSG00000167680
		ENSG00000072201
		ENSG00000198053
		ENSG00000172005
		ENSG00000114541
		ENSG00000181634
		ENSG00000178999
		ENSG00000251442
		ENSG00000129450
		ENSG00000223552
		ENSG00000104497
		ENSG00000121966
		ENSG00000033327
		ENSG00000183696
		ENSG00000178764
		ENSG00000144550
		ENSG00000086730
		ENSG00000117000
		ENSG00000005020
		ENSG00000028137
		ENSG00000087157
		ENSG00000183023
		ENSG00000196150
		ENSG00000196535
		ENSG00000134013
		ENSG00000147689
		ENSG00000162734
		ENSG00000101916
		ENSG00000118503
		ENSG00000159921
		ENSG00000158270
		ENSG00000077150
		ENSG00000136155
		ENSG00000162413
		ENSG00000222009
		ENSG00000158786
		ENSG00000132950
		ENSG00000126860
		ENSG00000161647
		ENSG00000115604
		ENSG00000128917
		ENSG00000181222
		ENSG00000267493
		ENSG00000203837
		ENSG00000127080
		ENSG00000074855
		ENSG00000075884
		ENSG00000240770
		ENSG00000153250
		ENSG00000019169
		ENSG00000188293
		ENSG00000235903
		ENSG00000132002
		ENSG00000135253
		ENSG00000126878
		ENSG00000241157
		ENSG00000273174
		ENSG00000131759
		ENSG00000147065
		ENSG00000214688
		ENSG00000116584
		ENSG00000278330
		ENSG00000074181
		ENSG00000159388
		ENSG00000135838
		ENSG00000123329
		ENSG00000142173
		ENSG00000219891
		ENSG00000146592
		ENSG00000026508
		ENSG00000214049
		ENSG00000183876
		ENSG00000181274
		ENSG00000131584
		ENSG00000233038
		ENSG00000176390
		ENSG00000065618
		ENSG00000182487
		ENSG00000160796
		ENSG00000276231
		ENSG00000143549
		ENSG00000228649
		ENSG00000265907
		ENSG00000105974
		ENSG00000121210
		ENSG00000136404
		ENSG00000134827
		ENSG00000213763
		ENSG00000112078
		ENSG00000176014
		ENSG00000101331
		ENSG00000205744
		ENSG00000075426
		ENSG00000163605
		ENSG00000278231
		ENSG00000080371
		ENSG00000148459
		ENSG00000196639
		ENSG00000197249
		ENSG00000156711
		ENSG00000066084
		ENSG00000139178
		ENSG00000187479
		ENSG00000267607
		ENSG00000198160
		ENSG00000131873
		ENSG00000074800
		ENSG00000248476
		ENSG00000189410
		ENSG00000196247
		ENSG00000166401
		ENSG00000125772
		ENSG00000154803
		ENSG00000233261
		ENSG00000196924
		ENSG00000144130
		ENSG00000159023
		ENSG00000166889
		ENSG00000105755
		ENSG00000112559
		ENSG00000156453
		ENSG00000123342
		ENSG00000175505
		ENSG00000136048
		ENSG00000171608
		ENSG00000108819
		ENSG00000197063
		ENSG00000110852
		ENSG00000137312
		ENSG00000064601
		ENSG00000109805
		ENSG00000229604
		ENSG00000279166
		ENSG00000120594
		ENSG00000131042
		ENSG00000196878
		ENSG00000169826
		ENSG00000143257
		ENSG00000139132
		ENSG00000155265
		ENSG00000198216
		ENSG00000166183
		ENSG00000185862
		ENSG00000198355
		ENSG00000235411
		ENSG00000130766
		ENSG00000171711
		ENSG00000169509
		ENSG00000279821
		ENSG00000161714
		ENSG00000186469
		ENSG00000104626
		ENSG00000287079
		ENSG00000132688
		ENSG00000186832
		ENSG00000232748
		ENSG00000135636
		ENSG00000249309
		ENSG00000166925
		ENSG00000068650
		ENSG00000175857
		ENSG00000142623
		ENSG00000237984
		ENSG00000162745
		ENSG00000172602
		ENSG00000003137
		ENSG00000143751
		ENSG00000151726
		ENSG00000153294
		ENSG00000136490
		ENSG00000170458
		ENSG00000171314
		ENSG00000184005
		ENSG00000140090
		ENSG00000110848
		ENSG00000123689
		ENSG00000143851
		ENSG00000175445
		ENSG00000288700
		ENSG00000156535
		ENSG00000228113
		ENSG00000158470
		ENSG00000133816
		ENSG00000203785
		ENSG00000113552
		ENSG00000119508
		ENSG00000109270
		ENSG00000136379
		ENSG00000095752
		ENSG00000188042
		ENSG00000134323
		ENSG00000107341
		ENSG00000095383
		ENSG00000102445
		ENSG00000196705
		ENSG00000253276
		ENSG00000173535
		ENSG00000283994
		ENSG00000109321
		ENSG00000117410
		ENSG00000175592
		ENSG00000135926
		ENSG00000136560
		ENSG00000111012
		ENSG00000283633
		ENSG00000125910
		ENSG00000139329
		ENSG00000188277
		ENSG00000275894
		ENSG00000114796
		ENSG00000274213
		ENSG00000105321
		ENSG00000258831
		ENSG00000137757
		ENSG00000136689
		ENSG00000186517
		ENSG00000073756
		ENSG00000152229
		ENSG00000154589
		ENSG00000108509
		ENSG00000176463
		ENSG00000165801
		ENSG00000173744
		ENSG00000185479
		ENSG00000125845
		ENSG00000113742
		ENSG00000175874
		ENSG00000018280
		ENSG00000124875
		ENSG00000166926
		ENSG00000149925
		ENSG00000273837
		ENSG00000103489
		ENSG00000001167
		ENSG00000134108
		ENSG00000168421
		ENSG00000089820
		ENSG00000158517
		ENSG00000089902
		ENSG00000213144
		ENSG00000166130
		ENSG00000121316
		ENSG00000140379
		ENSG00000072818
		ENSG00000225476
		ENSG00000109205
		ENSG00000143367
		ENSG00000170379
		ENSG00000253227
		ENSG00000135049
		ENSG00000171241
		ENSG00000258469
		ENSG00000143614
		ENSG00000182601
		ENSG00000065615
		ENSG00000185291
		ENSG00000111859
		ENSG00000235568
		ENSG00000110876
		ENSG00000137869
		ENSG00000111640
		ENSG00000261468
		ENSG00000176788
		ENSG00000169926
		ENSG00000106799
		ENSG00000137440
		ENSG00000185022
		ENSG00000111885
		ENSG00000169908
		ENSG00000010438
		ENSG00000112406
		ENSG00000123643
		ENSG00000127314
		ENSG00000273076
		ENSG00000187498
		ENSG00000286966
		ENSG00000251194
		ENSG00000158201
		ENSG00000272483
		ENSG00000128016
		ENSG00000286236
		ENSG00000170525
		ENSG00000067082
		ENSG00000008513
		ENSG00000120868
		ENSG00000168374
		ENSG00000168476
		ENSG00000158615
		ENSG00000152926
		ENSG00000147459
		ENSG00000133874
		ENSG00000243273
		ENSG00000254477
		ENSG00000185896
		ENSG00000114268
		ENSG00000128585
		ENSG00000111679
		ENSG00000012232
		ENSG00000081237
		ENSG00000158089
		ENSG00000102524
		ENSG00000120913
		ENSG00000146477
		ENSG00000130052
		ENSG00000248323
		ENSG00000164691
		ENSG00000183688
		ENSG00000103196
		ENSG00000152213
		ENSG00000256448
		ENSG00000213977
		ENSG00000286733
		ENSG00000275216
		ENSG00000004660
		ENSG00000243055
		ENSG00000072694
		ENSG00000153317
		ENSG00000095787
		ENSG00000178996
		ENSG00000164442
		ENSG00000120889
		ENSG00000204131
		ENSG00000250771
		ENSG00000158050
		ENSG00000266709
		ENSG00000169403
		ENSG00000145632
		ENSG00000286813
		ENSG00000099942
		ENSG00000140575
		ENSG00000072952
		ENSG00000244682
		ENSG00000197870
		ENSG00000143815
		ENSG00000101057
		ENSG00000068976
		ENSG00000173597
		ENSG00000135074
		ENSG00000267174
		ENSG00000140368
		ENSG00000178814
		ENSG00000229153
		ENSG00000161921
		ENSG00000147010
		ENSG00000134762
		ENSG00000113303
		ENSG00000103507
		ENSG00000134531
		ENSG00000250274
		ENSG00000162892
		ENSG00000183484
		ENSG00000132334
		ENSG00000287737
		ENSG00000163874
		ENSG00000271856
		ENSG00000139832
		ENSG00000101608
		ENSG00000142669
		ENSG00000187764
		ENSG00000198900
		ENSG00000116044
		ENSG00000140932
		ENSG00000071127
		ENSG00000156804
		ENSG00000167996
		ENSG00000169180
		ENSG00000126003
		ENSG00000288156
		ENSG00000137975
		ENSG00000186105
		ENSG00000247596
		ENSG00000254703
		ENSG00000243646
		ENSG00000247774
		ENSG00000142102
		ENSG00000287626
		ENSG00000152661
		ENSG00000172331
		ENSG00000116815
		ENSG00000148248
		ENSG00000231233
		ENSG00000276980
		ENSG00000142634
		ENSG00000198873
		ENSG00000145365
		ENSG00000114626
		ENSG00000112195
		ENSG00000123405
		ENSG00000153046
		ENSG00000140299
		ENSG00000268621
		ENSG00000160685
		ENSG00000150977
		ENSG00000009694
		ENSG00000168488
		ENSG00000118785
		ENSG00000156413
		ENSG00000268104
		ENSG00000185811
		ENSG00000099998
		ENSG00000215114
		ENSG00000178726
		ENSG00000124882
		ENSG00000163568
		ENSG00000198488
		ENSG00000120949
		ENSG00000008118
		ENSG00000261596
		ENSG00000159885
		ENSG00000254415
		ENSG00000137642
		ENSG00000236675
		ENSG00000059728
		ENSG00000114978
		ENSG00000170837
		ENSG00000134755
		ENSG00000165682
		ENSG00000103044
		ENSG00000285437
		ENSG00000225422
		ENSG00000152315
		ENSG00000241886
		ENSG00000103642
		ENSG00000108515
		ENSG00000238266
		ENSG00000065911
		ENSG00000158246
		ENSG00000102034
		ENSG00000172554
		ENSG00000083223
		ENSG00000116489
		ENSG00000102265
		ENSG00000169230
		ENSG00000285103
		ENSG00000089505
		ENSG00000144566
		ENSG00000131355
		ENSG00000163817
		ENSG00000099308
		ENSG00000129667
		ENSG00000204421
		ENSG00000147251
		ENSG00000232533
		ENSG00000186431
		ENSG00000173110
		ENSG00000134602
		ENSG00000111817
		ENSG00000285231
		ENSG00000136160
		ENSG00000134815
		ENSG00000090316
		ENSG00000162889
		ENSG00000163374
		ENSG00000165030
		ENSG00000007350
		ENSG00000116679
		ENSG00000163220
		ENSG00000143382
		ENSG00000287920
		ENSG00000049249
		ENSG00000102786
		ENSG00000120899
		ENSG00000127530
		ENSG00000115828
		ENSG00000137404
		ENSG00000145879
		ENSG00000224397
		ENSG00000102802
		ENSG00000287255
		ENSG00000158825
		ENSG00000135077
		ENSG00000172889
		ENSG00000137878
		ENSG00000101109
		ENSG00000124762
		ENSG00000228705
		ENSG00000136999
		ENSG00000109320
		ENSG00000104267
		ENSG00000147416
		ENSG00000216990
		ENSG00000198673
		ENSG00000136688
		ENSG00000241839
		ENSG00000146094
		ENSG00000221823
		ENSG00000185215
		ENSG00000271304
		ENSG00000274487
		ENSG00000233013
		ENSG00000128383
		ENSG00000115008
		ENSG00000181773
		ENSG00000160999
		ENSG00000189334
		ENSG00000104142
		ENSG00000180549
		ENSG00000198771
		ENSG00000173578
		ENSG00000118495
		ENSG00000163293
		ENSG00000102007
		ENSG00000136378
		ENSG00000171860
		ENSG00000188015
		ENSG00000142512
		ENSG00000159496
		ENSG00000236438
		ENSG00000145685
		ENSG00000198055
		ENSG00000196428
		ENSG00000105427
		ENSG00000113615
		ENSG00000168140
		ENSG00000165685
		ENSG00000185624
		ENSG00000091409
		ENSG00000183019
		ENSG00000124233
		ENSG00000130167
		ENSG00000111424
		ENSG00000157087
		ENSG00000183018
		ENSG00000109046
		ENSG00000169032
		ENSG00000100034
		ENSG00000059145
		ENSG00000137265
		ENSG00000164091
		ENSG00000262001
		ENSG00000155903
		ENSG00000136695
		ENSG00000268903
		ENSG00000100368
		ENSG00000146828
		ENSG00000162510
		ENSG00000178445
		ENSG00000101596
		ENSG00000129244
		ENSG00000171476
		ENSG00000259207
		ENSG00000101210
		ENSG00000204305
		ENSG00000196843
		ENSG00000016602
		ENSG00000198933
		ENSG00000271447
		ENSG00000180861
		ENSG00000159128
		ENSG00000170786
		ENSG00000170832
		ENSG00000113749
		ENSG00000023445
		ENSG00000233431
		ENSG00000072518
		ENSG00000255026
		ENSG00000249884
		ENSG00000255398
		ENSG00000163207
		ENSG00000044574
		ENSG00000100647
		ENSG00000196549
		ENSG00000160326
		ENSG00000159840
		ENSG00000181467
		ENSG00000116017
		ENSG00000125107
		ENSG00000214193
		ENSG00000164236
		ENSG00000135048
		ENSG00000174837
		ENSG00000178927
		ENSG00000164088
		ENSG00000144118
		ENSG00000162702
		ENSG00000169607
		ENSG00000213373
		ENSG00000164251
		ENSG00000136830
		ENSG00000026751
		ENSG00000059804
		ENSG00000057704
		ENSG00000075420
		ENSG00000146457
		ENSG00000133246
		ENSG00000188643
		ENSG00000162645
		ENSG00000169067
		ENSG00000116717
		ENSG00000104447
		ENSG00000155849
		ENSG00000144848
		ENSG00000161638
		ENSG00000163235
		ENSG00000118263
		ENSG00000169474
		ENSG00000168297
		ENSG00000259238
		ENSG00000196358
		ENSG00000162891
		ENSG00000171223
		ENSG00000136826
		ENSG00000065135
		ENSG00000226564
		ENSG00000259354
		ENSG00000132155
		ENSG00000105609
		ENSG00000108688
		ENSG00000165025
		ENSG00000275210
		ENSG00000170542
		ENSG00000134070
		ENSG00000088325
		ENSG00000173267
		ENSG00000268089
		ENSG00000159720
		ENSG00000177191
		ENSG00000180953
		ENSG00000204472
		ENSG00000175294
		ENSG00000171488
		ENSG00000119048
		ENSG00000167995
		ENSG00000166527
		ENSG00000070404
		ENSG00000123496
		ENSG00000160201
		ENSG00000107099
		ENSG00000164949
		ENSG00000104154
		ENSG00000182022
		ENSG00000235081
		ENSG00000116747
		ENSG00000173801
		ENSG00000166046
		ENSG00000168003
		ENSG00000239893
		ENSG00000164823
		ENSG00000162783
		ENSG00000103187
		ENSG00000115355
		ENSG00000163219
		ENSG00000087589
		ENSG00000160712
		ENSG00000075790
		ENSG00000100985
		ENSG00000015475
		ENSG00000135723
		ENSG00000126759
		ENSG00000077454
		ENSG00000169504
		ENSG00000076108
		ENSG00000092853
		ENSG00000204304
		ENSG00000109118
		ENSG00000285938
		ENSG00000100242
		ENSG00000143546
		ENSG00000156970
		ENSG00000204516
		ENSG00000022277
		ENSG00000138821
		ENSG00000276649
		ENSG00000170779
		ENSG00000111886
		ENSG00000086300
		ENSG00000197272
		ENSG00000286722
		ENSG00000138594
		ENSG00000064666
		ENSG00000244094
		ENSG00000100284
		ENSG00000056558
		ENSG00000124731
		ENSG00000146232
		ENSG00000138678
		ENSG00000166579
		ENSG00000128815
		ENSG00000157933
		ENSG00000091137
		ENSG00000013588
		ENSG00000008130
		ENSG00000129993
		ENSG00000123338
		ENSG00000110047
		ENSG00000167880
		ENSG00000126262
		ENSG00000204420
		ENSG00000232810
		ENSG00000137331
		ENSG00000033800
		ENSG00000077549
		ENSG00000108342
		ENSG00000177426
		ENSG00000110931
		ENSG00000189127
		ENSG00000176994
		ENSG00000115602
		ENSG00000115091
		ENSG00000259374
		ENSG00000132589
		ENSG00000126945
		ENSG00000163171
		ENSG00000268658
		ENSG00000101986
		ENSG00000162302
		ENSG00000162757
		ENSG00000120690
		ENSG00000253930
		ENSG00000003402
		ENSG00000229647
		ENSG00000284690
		ENSG00000163154
		ENSG00000260078
		ENSG00000239998
		ENSG00000050730
		ENSG00000259342
		ENSG00000222047
		ENSG00000115271
		ENSG00000160410
		ENSG00000105352
		ENSG00000239653
		ENSG00000258791
		ENSG00000051128
		ENSG00000005483
		ENSG00000270164
		ENSG00000088826
		ENSG00000159399
		ENSG00000170852
		ENSG00000078804
		ENSG00000131504
down	1680	ENSG00000138443
		ENSG00000237787
		ENSG00000167380
		ENSG00000114654
		ENSG00000213213
		ENSG00000100218
		ENSG00000029639
		ENSG00000111218
		ENSG00000117477
		ENSG00000131437
		ENSG00000226026
		ENSG00000183117
		ENSG00000149483
		ENSG00000100211
		ENSG00000112981
		ENSG00000016402
		ENSG00000284748
		ENSG00000141956
		ENSG00000285467
		ENSG00000256061
		ENSG00000144119
		ENSG00000230487
		ENSG00000230873
		ENSG00000046647
		ENSG00000071282
		ENSG00000231769
		ENSG00000164114
		ENSG00000088970
		ENSG00000265465
		ENSG00000136044
		ENSG00000152582
		ENSG00000166959
		ENSG00000130714
		ENSG00000259502
		ENSG00000224479
		ENSG00000123607
		ENSG00000258857
		ENSG00000053371
		ENSG00000267707
		ENSG00000279737
		ENSG00000196220
		ENSG00000156049
		ENSG00000163704
		ENSG00000286061
		ENSG00000058453
		ENSG00000121671
		ENSG00000196712
		ENSG00000198729
		ENSG00000234465
		ENSG00000176381
		ENSG00000157388
		ENSG00000245694
		ENSG00000128881
		ENSG00000272086
		ENSG00000177508
		ENSG00000212694
		ENSG00000110987
		ENSG00000287500
		ENSG00000257052
		ENSG00000118513
		ENSG00000183837
		ENSG00000134461
		ENSG00000196169
		ENSG00000102230
		ENSG00000229043
		ENSG00000269054
		ENSG00000247516
		ENSG00000287699
		ENSG00000256073
		ENSG00000235098
		ENSG00000158458
		ENSG00000142920
		ENSG00000226644
		ENSG00000103184
		ENSG00000149328
		ENSG00000139168
		ENSG00000277749
		ENSG00000235527
		ENSG00000167094
		ENSG00000162599
		ENSG00000165959
		ENSG00000173826
		ENSG00000267002
		ENSG00000257261
		ENSG00000253414
		ENSG00000087250
		ENSG00000267024
		ENSG00000272894
		ENSG00000254610
		ENSG00000163885
		ENSG00000163935
		ENSG00000164347
		ENSG00000084764
		ENSG00000178665
		ENSG00000131495
		ENSG00000172375
		ENSG00000231064
		ENSG00000140403
		ENSG00000163138
		ENSG00000080823
		ENSG00000011143
		ENSG00000286830
		ENSG00000136098
		ENSG00000152763
		ENSG00000125124
		ENSG00000273576
		ENSG00000157796
		ENSG00000153237
		ENSG00000223886
		ENSG00000121851
		ENSG00000232451
		ENSG00000105948
		ENSG00000156928
		ENSG00000162543
		ENSG00000271065
		ENSG00000184949
		ENSG00000189157
		ENSG00000142949
		ENSG00000204581
		ENSG00000164985
		ENSG00000276141
		ENSG00000174276
		ENSG00000147224
		ENSG00000247311
		ENSG00000280057
		ENSG00000164066
		ENSG00000143365
		ENSG00000120051
		ENSG00000236756
		ENSG00000179240
		ENSG00000204711
		ENSG00000126249
		ENSG00000138587
		ENSG00000163521
		ENSG00000178796
		ENSG00000203734
		ENSG00000116151
		ENSG00000273628
		ENSG00000075945
		ENSG00000150764
		ENSG00000186329
		ENSG00000137473
		ENSG00000168734
		ENSG00000257660
		ENSG00000050438
		ENSG00000115423
		ENSG00000137266
		ENSG00000179195
		ENSG00000166321
		ENSG00000181123
		ENSG00000177989
		ENSG00000188316
		ENSG00000126016
		ENSG00000139714
		ENSG00000211452
		ENSG00000055950
		ENSG00000267677
		ENSG00000150773
		ENSG00000288596
		ENSG00000120915
		ENSG00000271737
		ENSG00000221821
		ENSG00000235652
		ENSG00000285849
		ENSG00000158062
		ENSG00000165209
		ENSG00000187229
		ENSG00000231770
		ENSG00000197653
		ENSG00000140104
		ENSG00000168772
		ENSG00000165923
		ENSG00000261188
		ENSG00000164953
		ENSG00000197168
		ENSG00000287413
		ENSG00000266904
		ENSG00000138115
		ENSG00000173141
		ENSG00000082196
		ENSG00000155085
		ENSG00000240045
		ENSG00000122735
		ENSG00000167840
		ENSG00000287312
		ENSG00000116793
		ENSG00000150477
		ENSG00000101883
		ENSG00000164627
		ENSG00000171757
		ENSG00000162482
		ENSG00000172955
		ENSG00000120262
		ENSG00000119888
		ENSG00000270605
		ENSG00000178057
		ENSG00000185361
		ENSG00000007541
		ENSG00000129295
		ENSG00000164258
		ENSG00000133328
		ENSG00000229983
		ENSG00000231944
		ENSG00000132716
		ENSG00000267470
		ENSG00000160401
		ENSG00000164978
		ENSG00000224699
		ENSG00000144852
		ENSG00000248508
		ENSG00000247092
		ENSG00000258630
		ENSG00000170482
		ENSG00000101464
		ENSG00000164972
		ENSG00000100583
