Names	total	elements
		ENSG00000135951
		ENSG00000145687
		ENSG00000141013
		ENSG00000178821
		ENSG00000114126
		ENSG00000155761
		ENSG00000282556
		ENSG00000204334
		ENSG00000175792
		ENSG00000214575
		ENSG00000188817
		ENSG00000239467
		ENSG00000199899
		ENSG00000132010
		ENSG00000167554
		ENSG00000153363
		ENSG00000185100
		ENSG00000104218
		ENSG00000133678
		ENSG00000165164
		ENSG00000272256
		ENSG00000215187
		ENSG00000111834
		ENSG00000205643
		ENSG00000205838
		ENSG00000278627
		ENSG00000123096
		ENSG00000151413
		ENSG00000259146
		ENSG00000080166
		ENSG00000173947
		ENSG00000157330
		ENSG00000154114
		ENSG00000138036
		ENSG00000188229
		ENSG00000143653
		ENSG00000166169
		ENSG00000170209
		ENSG00000127399
		ENSG00000223714
		ENSG00000106049
		ENSG00000283486
		ENSG00000273971
		ENSG00000234684
		ENSG00000162620
		ENSG00000225051
		ENSG00000177640
		ENSG00000260806
		ENSG00000272374
		ENSG00000224729
		ENSG00000149292
		ENSG00000204385
		ENSG00000285122
		ENSG00000151023
		ENSG00000273771
		ENSG00000121691
		ENSG00000204623
		ENSG00000146425
		ENSG00000131849
		ENSG00000064692
		ENSG00000182154
		ENSG00000258752
		ENSG00000176732
		ENSG00000156206
		ENSG00000043591
		ENSG00000137494
		ENSG00000234869
		ENSG00000149476
		ENSG00000196236
		ENSG00000140395
		ENSG00000232079
		ENSG00000104723
		ENSG00000204666
		ENSG00000114120
		ENSG00000213139
		ENSG00000262468
		ENSG00000112514
		ENSG00000272795
		ENSG00000235142
		ENSG00000162804
		ENSG00000085465
		ENSG00000165868
		ENSG00000205240
		ENSG00000080298
		ENSG00000069535
		ENSG00000184385
		ENSG00000186409
		ENSG00000163126
		ENSG00000143450
		ENSG00000169064
		ENSG00000108641
		ENSG00000144134
		ENSG00000204228
		ENSG00000010626
		ENSG00000120256
		ENSG00000233006
		ENSG00000064270
		ENSG00000177335
		ENSG00000133115
		ENSG00000183508
		ENSG00000119147
		ENSG00000274026
		ENSG00000244219
		ENSG00000261399
		ENSG00000182504
		ENSG00000100012
		ENSG00000154856
		ENSG00000182793
		ENSG00000248008
		ENSG00000259251
		ENSG00000256092
		ENSG00000269646
		ENSG00000189298
		ENSG00000138622
		ENSG00000205129
		ENSG00000144827
		ENSG00000234478
		ENSG00000152705
		ENSG00000197557
		ENSG00000183578
		ENSG00000120658
		ENSG00000070061
		ENSG00000270504
		ENSG00000206053
		ENSG00000247363
		ENSG00000267348
		ENSG00000092850
		ENSG00000178965
		ENSG00000114805
		ENSG00000270765
		ENSG00000238105
		ENSG00000257084
		ENSG00000188878
		ENSG00000183011
		ENSG00000138175
		ENSG00000120860
		ENSG00000287808
		ENSG00000138193
		ENSG00000233862
		ENSG00000170788
		ENSG00000006757
		ENSG00000244486
		ENSG00000151150
		ENSG00000151376
		ENSG00000188396
		ENSG00000206199
		ENSG00000249610
		ENSG00000167740
		ENSG00000117791
		ENSG00000226321
		ENSG00000215452
		ENSG00000187510
		ENSG00000168026
		ENSG00000070081
		ENSG00000235706
		ENSG00000077157
		ENSG00000215386
		ENSG00000121753
		ENSG00000240583
		ENSG00000166592
		ENSG00000101417
		ENSG00000231943
		ENSG00000236166
		ENSG00000183426
		ENSG00000143479
		ENSG00000165807
		ENSG00000178467
		ENSG00000149016
		ENSG00000161513
		ENSG00000137074
		ENSG00000249241
		ENSG00000237429
		ENSG00000135617
		ENSG00000235621
		ENSG00000015133
		ENSG00000249481
		ENSG00000141499
		ENSG00000288556
		ENSG00000267221
		ENSG00000280739
		ENSG00000130177
		ENSG00000213561
		ENSG00000148399
		ENSG00000157470
		ENSG00000156313
		ENSG00000104883
		ENSG00000205531
		ENSG00000255311
		ENSG00000259802
		ENSG00000224792
		ENSG00000187049
		ENSG00000227857
		ENSG00000173253
		ENSG00000009830
		ENSG00000188352
		ENSG00000118965
		ENSG00000159713
		ENSG00000276234
		ENSG00000157693
		ENSG00000243667
		ENSG00000187624
		ENSG00000156042
		ENSG00000159625
		ENSG00000223823
		ENSG00000185043
		ENSG00000167646
		ENSG00000171295
		ENSG00000087903
		ENSG00000066629
		ENSG00000274104
		ENSG00000110871
		ENSG00000119723
		ENSG00000142528
		ENSG00000153789
		ENSG00000259768
		ENSG00000198585
		ENSG00000275676
		ENSG00000187905
		ENSG00000167515
		ENSG00000185860
		ENSG00000227398
		ENSG00000169126
		ENSG00000105929
		ENSG00000213085
		ENSG00000236869
		ENSG00000254561
		ENSG00000134548
		ENSG00000198520
		ENSG00000132623
		ENSG00000166313
		ENSG00000153896
		ENSG00000167552
		ENSG00000186889
		ENSG00000277831
		ENSG00000162571
		ENSG00000158163
		ENSG00000212663
		ENSG00000247746
		ENSG00000143951
		ENSG00000101350
		ENSG00000136918
		ENSG00000277728
		ENSG00000229312
		ENSG00000107890
		ENSG00000150636
		ENSG00000260008
		ENSG00000241935
		ENSG00000183513
		ENSG00000271918
		ENSG00000259462
		ENSG00000203791
		ENSG00000145982
		ENSG00000004838
		ENSG00000248671
		ENSG00000214941
		ENSG00000232412
		ENSG00000147400
		ENSG00000171160
		ENSG00000100027
		ENSG00000138002
		ENSG00000119640
		ENSG00000260156
		ENSG00000162373
		ENSG00000140263
		ENSG00000130560
		ENSG00000146521
		ENSG00000135587
		ENSG00000152580
		ENSG00000153944
		ENSG00000204815
		ENSG00000245248
		ENSG00000178449
		ENSG00000163576
		ENSG00000271009
		ENSG00000144451
		ENSG00000288548
		ENSG00000141519
		ENSG00000203952
		ENSG00000151500
		ENSG00000119685
		ENSG00000174586
		ENSG00000103248
		ENSG00000115902
		ENSG00000174776
		ENSG00000184154
		ENSG00000124596
		ENSG00000261886
		ENSG00000137821
		ENSG00000204634
		ENSG00000102078
		ENSG00000197208
		ENSG00000099795
		ENSG00000163879
		ENSG00000255308
		ENSG00000278668
		ENSG00000250271
		ENSG00000198848
		ENSG00000115461
		ENSG00000140463
		ENSG00000215483
		ENSG00000122417
		ENSG00000247828
		ENSG00000242808
		ENSG00000204323
		ENSG00000253671
		ENSG00000182791
		ENSG00000258561
		ENSG00000126870
		ENSG00000184500
		ENSG00000151778
		ENSG00000287262
		ENSG00000272223
		ENSG00000185917
		ENSG00000119333
		ENSG00000255458
		ENSG00000250803
		ENSG00000131779
		ENSG00000070785
		ENSG00000180787
		ENSG00000198830
		ENSG00000174282
		ENSG00000177025
		ENSG00000253704
		ENSG00000274173
		ENSG00000127922
		ENSG00000287356
		ENSG00000215845
		ENSG00000275585
		ENSG00000135205
		ENSG00000171811
		ENSG00000186471
		ENSG00000112539
		ENSG00000234206
		ENSG00000104549
		ENSG00000177398
		ENSG00000183161
		ENSG00000253540
		ENSG00000160606
		ENSG00000118492
		ENSG00000287232
		ENSG00000235770
		ENSG00000226562
		ENSG00000258699
		ENSG00000132664
		ENSG00000244607
		ENSG00000224418
		ENSG00000187240
		ENSG00000163686
		ENSG00000165325
		ENSG00000006756
		ENSG00000240875
		ENSG00000168309
		ENSG00000161996
		ENSG00000197953
		ENSG00000163060
		ENSG00000262097
		ENSG00000257698
		ENSG00000016864
		ENSG00000173588
		ENSG00000165695
		ENSG00000170509
		ENSG00000158423
		ENSG00000259710
		ENSG00000196507
		ENSG00000198919
		ENSG00000276842
		ENSG00000111674
		ENSG00000127445
		ENSG00000007174
		ENSG00000156170
		ENSG00000180354
		ENSG00000146453
		ENSG00000186638
		ENSG00000248359
		ENSG00000277639
		ENSG00000157578
		ENSG00000138400
		ENSG00000243660
		ENSG00000170271
		ENSG00000120832
		ENSG00000183273
		ENSG00000141376
		ENSG00000270147
		ENSG00000088727
		ENSG00000105519
		ENSG00000159588
		ENSG00000180881
		ENSG00000266916
		ENSG00000251526
		ENSG00000116783
		ENSG00000243955
		ENSG00000215440
		ENSG00000143819
		ENSG00000233068
		ENSG00000181378
		ENSG00000286366
		ENSG00000163645
		ENSG00000150628
		ENSG00000152154
		ENSG00000057019
		ENSG00000157326
		ENSG00000036672
		ENSG00000131044
		ENSG00000101333
		ENSG00000181004
		ENSG00000142082
		ENSG00000010219
		ENSG00000146243
		ENSG00000170310
		ENSG00000228648
		ENSG00000162105
		ENSG00000280120
		ENSG00000184831
		ENSG00000103264
		ENSG00000142609
		ENSG00000139537
		ENSG00000109016
		ENSG00000125388
		ENSG00000175279
		ENSG00000272983
		ENSG00000287778
		ENSG00000144362
		ENSG00000162004
		ENSG00000260685
		ENSG00000100591
		ENSG00000251423
		ENSG00000124939
		ENSG00000140543
		ENSG00000163596
		ENSG00000240253
		ENSG00000116205
		ENSG00000165124
		ENSG00000146555
		ENSG00000237626
		ENSG00000229739
		ENSG00000181038
		ENSG00000154743
		ENSG00000257108
		ENSG00000144647
		ENSG00000265018
		ENSG00000166402
		ENSG00000184313
		ENSG00000170703
		ENSG00000166704
		ENSG00000243701
		ENSG00000287619
		ENSG00000287104
		ENSG00000131018
		ENSG00000238039
		ENSG00000196476
		ENSG00000183495
		ENSG00000171595
		ENSG00000214198
		ENSG00000284734
		ENSG00000266472
		ENSG00000125823
		ENSG00000174804
		ENSG00000137691
		ENSG00000131876
		ENSG00000115380
		ENSG00000287189
		ENSG00000288545
		ENSG00000166171
		ENSG00000186094
		ENSG00000109084
		ENSG00000090861
		ENSG00000110318
		ENSG00000179813
		ENSG00000240137
		ENSG00000267549
		ENSG00000185432
		ENSG00000148384
		ENSG00000203780
		ENSG00000116729
		ENSG00000248265
		ENSG00000106399
		ENSG00000259359
		ENSG00000198088
		ENSG00000039139
		ENSG00000102738
		ENSG00000267128
		ENSG00000167523
		ENSG00000130433
		ENSG00000046653
		ENSG00000284773
		ENSG00000283709
		ENSG00000187122
		ENSG00000165138
		ENSG00000151224
		ENSG00000121310
		ENSG00000096093
		ENSG00000001460
		ENSG00000158113
		ENSG00000179902
		ENSG00000106477
		ENSG00000260265
		ENSG00000146856
		ENSG00000186952
		ENSG00000196659
		ENSG00000155530
		ENSG00000080572
		ENSG00000166963
		ENSG00000172426
		ENSG00000121577
		ENSG00000134504
		ENSG00000005189
		ENSG00000181017
		ENSG00000197180
		ENSG00000242193
		ENSG00000111269
		ENSG00000083807
		ENSG00000172985
		ENSG00000232862
		ENSG00000113583
		ENSG00000236609
		ENSG00000140025
		ENSG00000248932
		ENSG00000266947
		ENSG00000091536
		ENSG00000107672
		ENSG00000134759
		ENSG00000253948
		ENSG00000128581
		ENSG00000286863
		ENSG00000179029
		ENSG00000205959
		ENSG00000119328
		ENSG00000235830
		ENSG00000158486
		ENSG00000101096
		ENSG00000205293
		ENSG00000137261
		ENSG00000050426
		ENSG00000183346
		ENSG00000119421
		ENSG00000184465
		ENSG00000170959
		ENSG00000157856
		ENSG00000130770
		ENSG00000203799
		ENSG00000108375
		ENSG00000254473
		ENSG00000163637
		ENSG00000133247
		ENSG00000255337
		ENSG00000167113
		ENSG00000137831
		ENSG00000245466
		ENSG00000274444
		ENSG00000124237
		ENSG00000139974
		ENSG00000154099
		ENSG00000121289
		ENSG00000042317
		ENSG00000043514
		ENSG00000275734
		ENSG00000234546
		ENSG00000120158
		ENSG00000165555
		ENSG00000178460
		ENSG00000124074
		ENSG00000183323
		ENSG00000166352
		ENSG00000287143
		ENSG00000130413
		ENSG00000115042
		ENSG00000142621
		ENSG00000106125
		ENSG00000186973
		ENSG00000256537
		ENSG00000135315
		ENSG00000077327
		ENSG00000178645
		ENSG00000287348
		ENSG00000159247
		ENSG00000130021
		ENSG00000160194
		ENSG00000174898
		ENSG00000137707
		ENSG00000173928
		ENSG00000182809
		ENSG00000135336
		ENSG00000132821
		ENSG00000154080
		ENSG00000185608
		ENSG00000173013
		ENSG00000178425
		ENSG00000159228
		ENSG00000106686
		ENSG00000170270
		ENSG00000182636
		ENSG00000187017
		ENSG00000205084
		ENSG00000156787
		ENSG00000059588
		ENSG00000197119
		ENSG00000188931
		ENSG00000171815
		ENSG00000170089
		ENSG00000160298
		ENSG00000157423
		ENSG00000005981
		ENSG00000246695
		ENSG00000089091
		ENSG00000231125
		ENSG00000205593
		ENSG00000188243
		ENSG00000138085
		ENSG00000150672
		ENSG00000287337
		ENSG00000154479
		ENSG00000240498
		ENSG00000223882
		ENSG00000149179
		ENSG00000172671
		ENSG00000273759
		ENSG00000263450
		ENSG00000185250
		ENSG00000186666
		ENSG00000187492
		ENSG00000245750
		ENSG00000152147
		ENSG00000164237
		ENSG00000141293
		ENSG00000020426
		ENSG00000143811
		ENSG00000260266
		ENSG00000224505
		ENSG00000084636
		ENSG00000287906
		ENSG00000130720
		ENSG00000251474
		ENSG00000172578
		ENSG00000181019
		ENSG00000213366
		ENSG00000247081
		ENSG00000109689
		ENSG00000032742
		ENSG00000260910
		ENSG00000285930
		ENSG00000145491
		ENSG00000104237
		ENSG00000214114
		ENSG00000244067
		ENSG00000157368
		ENSG00000258334
		ENSG00000205464
		ENSG00000114988
		ENSG00000096872
		ENSG00000198125
		ENSG00000171533
		ENSG00000112530
		ENSG00000177946
		ENSG00000100360
		ENSG00000118307
		ENSG00000153558
		ENSG00000114021
		ENSG00000113318
		ENSG00000267547
		ENSG00000197889
		ENSG00000241288
		ENSG00000177994
		ENSG00000160051
		ENSG00000275494
		ENSG00000234911
		ENSG00000114841
		ENSG00000285081
		ENSG00000225791
		ENSG00000119326
		ENSG00000279965
		ENSG00000134716
		ENSG00000185420
		ENSG00000160838
		ENSG00000170430
		ENSG00000118997
		ENSG00000236137
		ENSG00000228541
		ENSG00000272870
		ENSG00000259225
		ENSG00000231738
		ENSG00000235703
		ENSG00000198721
		ENSG00000243710
		ENSG00000118418
		ENSG00000160345
		ENSG00000106772
		ENSG00000200651
		ENSG00000058056
		ENSG00000241359
		ENSG00000073584
		ENSG00000114670
		ENSG00000071539
		ENSG00000224819
		ENSG00000249279
		ENSG00000162999
		ENSG00000070718
		ENSG00000073605
		ENSG00000264449
		ENSG00000147202
		ENSG00000150556
		ENSG00000264745
		ENSG00000135469
		ENSG00000229109
		ENSG00000259426
		ENSG00000233871
		ENSG00000198003
		ENSG00000171428
		ENSG00000159708
		ENSG00000263412
		ENSG00000167550
		ENSG00000111837
		ENSG00000224536
		ENSG00000196366
		ENSG00000253807
		ENSG00000161905
		ENSG00000165949
		ENSG00000206561
		ENSG00000255807
		ENSG00000079257
		ENSG00000185813
		ENSG00000173517
		ENSG00000163001
		ENSG00000258890
		ENSG00000159685
		ENSG00000147130
		ENSG00000229728
		ENSG00000160472
		ENSG00000171798
		ENSG00000243069
		ENSG00000089220
		ENSG00000232859
		ENSG00000068885
		ENSG00000118096
		ENSG00000285476
		ENSG00000236114
		ENSG00000101052
		ENSG00000205155
		ENSG00000168658
		ENSG00000247796
		ENSG00000156345
		ENSG00000179071
		ENSG00000172361
		ENSG00000105072
		ENSG00000175267
		ENSG00000144061
		ENSG00000135931
		ENSG00000180938
		ENSG00000164318
		ENSG00000237232
		ENSG00000186710
		ENSG00000143156
		ENSG00000170421
		ENSG00000228775
		ENSG00000272519
		ENSG00000214290
		ENSG00000183172
		ENSG00000111879
		ENSG00000101353
		ENSG00000280187
		ENSG00000230337
		ENSG00000260095
		ENSG00000116127
		ENSG00000141404
		ENSG00000136367
		ENSG00000176209
		ENSG00000234618
		ENSG00000213433
		ENSG00000099622
		ENSG00000162755
		ENSG00000115137
		ENSG00000165182
		ENSG00000144659
		ENSG00000260565
		ENSG00000171962
		ENSG00000136828
		ENSG00000213066
		ENSG00000178125
		ENSG00000175877
		ENSG00000183833
		ENSG00000287886
		ENSG00000168038
		ENSG00000162961
		ENSG00000155026
		ENSG00000261390
		ENSG00000230536
		ENSG00000113231
		ENSG00000162598
		ENSG00000157869
		ENSG00000259520
		ENSG00000149021
		ENSG00000154930
		ENSG00000126001
		ENSG00000185681
		ENSG00000132004
		ENSG00000247157
		ENSG00000132554
		ENSG00000173914
		ENSG00000174326
		ENSG00000226530
		ENSG00000237292
		ENSG00000285219
		ENSG00000103037
		ENSG00000235162
		ENSG00000148225
		ENSG00000185187
		ENSG00000160972
		ENSG00000176601
		ENSG00000225766
		ENSG00000034239
		ENSG00000205913
		ENSG00000083290
		ENSG00000163093
		ENSG00000203666
		ENSG00000111850
		ENSG00000249436
		ENSG00000109339
		ENSG00000163016
		ENSG00000010318
		ENSG00000185055
		ENSG00000178401
		ENSG00000196118
		ENSG00000215217
		ENSG00000275944
		ENSG00000172301
		ENSG00000143194
		ENSG00000164344
		ENSG00000122970
		ENSG00000160172
		ENSG00000126861
		ENSG00000272009
		ENSG00000184990
		ENSG00000054793
		ENSG00000269139
		ENSG00000148408
		ENSG00000231711
		ENSG00000260057
		ENSG00000189350
		ENSG00000164845
		ENSG00000253716
		ENSG00000280002
		ENSG00000251580
		ENSG00000278385
		ENSG00000203797
		ENSG00000249816
		ENSG00000181666
		ENSG00000188596
		ENSG00000178053
		ENSG00000112320
		ENSG00000143499
		ENSG00000078487
		ENSG00000077684
		ENSG00000137098
		ENSG00000158023
		ENSG00000156171
		ENSG00000165115
		ENSG00000151338
		ENSG00000153904
		ENSG00000188659
		ENSG00000247271
		ENSG00000122507
		ENSG00000287003
		ENSG00000171853
		ENSG00000272106
		ENSG00000242866
		ENSG00000253369
		ENSG00000260081
		ENSG00000255122
		ENSG00000196872
		ENSG00000134253
		ENSG00000234022
		ENSG00000116885
		ENSG00000287346
		ENSG00000235501
		ENSG00000182165
		ENSG00000285684
		ENSG00000172264
		ENSG00000148814
		ENSG00000144504
		ENSG00000170324
		ENSG00000166069
		ENSG00000231160
		ENSG00000255440
		ENSG00000114473
		ENSG00000123570
		ENSG00000142233
		ENSG00000143933
		ENSG00000242104
		ENSG00000128408
		ENSG00000166596
		ENSG00000166173
		ENSG00000112667
		ENSG00000178498
		ENSG00000272654
		ENSG00000279317
		ENSG00000133315
		ENSG00000167107
		ENSG00000015532
		ENSG00000260011
		ENSG00000172250
		ENSG00000143416
		ENSG00000186976
		ENSG00000234062
		ENSG00000173209
		ENSG00000274979
		ENSG00000163689
		ENSG00000100124
		ENSG00000261105
		ENSG00000129484
		ENSG00000187535
		ENSG00000249715
		ENSG00000273619
		ENSG00000205301
		ENSG00000215160
		ENSG00000164989
		ENSG00000287918
		ENSG00000183644
		ENSG00000147799
		ENSG00000176244
		ENSG00000167858
		ENSG00000175575
		ENSG00000229809
		ENSG00000221838
		ENSG00000151729
		ENSG00000287129
		ENSG00000225689
		ENSG00000084207
		ENSG00000168778
		ENSG00000046651
		ENSG00000176040
		ENSG00000231424
		ENSG00000183914
		ENSG00000147576
		ENSG00000173838
		ENSG00000249506
		ENSG00000166526
		ENSG00000251615
		ENSG00000134343
		ENSG00000271382
		ENSG00000117472
		ENSG00000095203
		ENSG00000277893
		ENSG00000139428
		ENSG00000167216
		ENSG00000136449
		ENSG00000206918
		ENSG00000177459
		ENSG00000233725
		ENSG00000255160
		ENSG00000146729
		ENSG00000141380
		ENSG00000137198
		ENSG00000135324
		ENSG00000119650
		ENSG00000165730
		ENSG00000224383
		ENSG00000137764
		ENSG00000048342
		ENSG00000188010
		ENSG00000169314
		ENSG00000133256
		ENSG00000007933
		ENSG00000284308
		ENSG00000176809
		ENSG00000154269
		ENSG00000081870
		ENSG00000106012
		ENSG00000227695
		ENSG00000149201
		ENSG00000183844
		ENSG00000236451
		ENSG00000169964
		ENSG00000285943
		ENSG00000248487
		ENSG00000181085
		ENSG00000142959
		ENSG00000234692
		ENSG00000189366
		ENSG00000281333
		ENSG00000236778
		ENSG00000236404
		ENSG00000204789
		ENSG00000101222
		ENSG00000119661
		ENSG00000153832
		ENSG00000231920
		ENSG00000126432
		ENSG00000128536
		ENSG00000005448
		ENSG00000110057
		ENSG00000175697
		ENSG00000267275
		ENSG00000261386
		ENSG00000091181
		ENSG00000269834
		ENSG00000116857
		ENSG00000240038
		ENSG00000263011
		ENSG00000124523
		ENSG00000145882
		ENSG00000103319
		ENSG00000144485
		ENSG00000179299
		ENSG00000197054
		ENSG00000285773
		ENSG00000164746
		ENSG00000251669
		ENSG00000166979
		ENSG00000078674
		ENSG00000158106
		ENSG00000166165
		ENSG00000145649
		ENSG00000287275
		ENSG00000197702
		ENSG00000078967
		ENSG00000227953
		ENSG00000206530
		ENSG00000238142
		ENSG00000118523
		ENSG00000261474
		ENSG00000270557
		ENSG00000176029
		ENSG00000119041
		ENSG00000282057
		ENSG00000276422
		ENSG00000231057
		ENSG00000267028
		ENSG00000100294
		ENSG00000204950
		ENSG00000249087
		ENSG00000163040
		ENSG00000152076
		ENSG00000133069
		ENSG00000162643
		ENSG00000165383
		ENSG00000232093
		ENSG00000163263
		ENSG00000075275
		ENSG00000284691
		ENSG00000267213
		ENSG00000071462
		ENSG00000233822
		ENSG00000163516
		ENSG00000179085
		ENSG00000121413
		ENSG00000197980
		ENSG00000196167
		ENSG00000286753
		ENSG00000165898
		ENSG00000077232
		ENSG00000164185
		ENSG00000100077
		ENSG00000188039
		ENSG00000179774
		ENSG00000172716
		ENSG00000101448
		ENSG00000204929
		ENSG00000084072
		ENSG00000176401
		ENSG00000102316
		ENSG00000203985
		ENSG00000250486
		ENSG00000228723
		ENSG00000001497
		ENSG00000187860
		ENSG00000079974
		ENSG00000146540
		ENSG00000163491
		ENSG00000066185
		ENSG00000188177
		ENSG00000163071
		ENSG00000253719
		ENSG00000197057
		ENSG00000073792
		ENSG00000246394
		ENSG00000117501
		ENSG00000148444
		ENSG00000198496
		ENSG00000246016
		ENSG00000173627
		ENSG00000154240
		ENSG00000168096
		ENSG00000161981
		ENSG00000133640
		ENSG00000255234
		ENSG00000185986
		ENSG00000234350
		ENSG00000152611
		ENSG00000143224
		ENSG00000214765
		ENSG00000140527
		ENSG00000132600
		ENSG00000260285
		ENSG00000255277
		ENSG00000158428
		ENSG00000183723
		ENSG00000183690
		ENSG00000251623
		ENSG00000233382
		ENSG00000198920
		ENSG00000163624
		ENSG00000155093
		ENSG00000155749
		ENSG00000119636
		ENSG00000010282
		ENSG00000109771
		ENSG00000163075
		ENSG00000139971
		ENSG00000163913
		ENSG00000251637
		ENSG00000165309
		ENSG00000251576
		ENSG00000130363
		ENSG00000167969
		ENSG00000232135
		ENSG00000168589
		ENSG00000242259
		ENSG00000197826
		ENSG00000164675
		ENSG00000117419
		ENSG00000122778
		ENSG00000128928
		ENSG00000284612
		ENSG00000198203
		ENSG00000239388
		ENSG00000237753
		ENSG00000164744
		ENSG00000281186
		ENSG00000185267
		ENSG00000265547
		ENSG00000265752
		ENSG00000115687
		ENSG00000129654
		ENSG00000198182
		ENSG00000119977
		ENSG00000111728
		ENSG00000264968
		ENSG00000276846
		ENSG00000110492
		ENSG00000103599
		ENSG00000214174
		ENSG00000105792
		ENSG00000272323
		ENSG00000204852
		ENSG00000234497
		ENSG00000234459
		ENSG00000178096
		ENSG00000132122
		ENSG00000230970
		ENSG00000054392
		ENSG00000090971
		ENSG00000163749
		ENSG00000183831
		ENSG00000135972
		ENSG00000250462
		ENSG00000186496
		ENSG00000114446
		ENSG00000269044
		ENSG00000134779
		ENSG00000146221
		ENSG00000150433
		ENSG00000137038
		ENSG00000110274
		ENSG00000284196
		ENSG00000154079
		ENSG00000163214
		ENSG00000272662
		ENSG00000167272
		ENSG00000231621
		ENSG00000240204
		ENSG00000224165
		ENSG00000148735
		ENSG00000223343
		ENSG00000183048
		ENSG00000131697
		ENSG00000196724
		ENSG00000182093
		ENSG00000174844
		ENSG00000167525
		ENSG00000172992
		ENSG00000106078
		ENSG00000123977
		ENSG00000174950
		ENSG00000091262
		ENSG00000196372
		ENSG00000261351
		ENSG00000100271
		ENSG00000198894
		ENSG00000196704
		ENSG00000213123
		ENSG00000222020
		ENSG00000188921
		ENSG00000227388
		ENSG00000269609
		ENSG00000180425
		ENSG00000056998
		ENSG00000196277
		ENSG00000243943
		ENSG00000272156
		ENSG00000286705
		ENSG00000234705
		ENSG00000185808
		ENSG00000100490
		ENSG00000146021
		ENSG00000100228
		ENSG00000117602
		ENSG00000286330
		ENSG00000027001
		ENSG00000159899
		ENSG00000140481
		ENSG00000165752
		ENSG00000174456
		ENSG00000124098
		ENSG00000264790
		ENSG00000116990
		ENSG00000114547
		ENSG00000134874
		ENSG00000133265
		ENSG00000223768
		ENSG00000147573
		ENSG00000260372
		ENSG00000118690
		ENSG00000267890
		ENSG00000177854
		ENSG00000170629
		ENSG00000278338
		ENSG00000182329
		ENSG00000182463
		ENSG00000078668
		ENSG00000166578
		ENSG00000150051
		ENSG00000159307
		ENSG00000140057
		ENSG00000140067
		ENSG00000262879
		ENSG00000272525
		ENSG00000257337
		ENSG00000286220
		ENSG00000223704
		ENSG00000159079
		ENSG00000141665
		ENSG00000228412
		ENSG00000234588
		ENSG00000060709
		ENSG00000104490
		ENSG00000075239
		ENSG00000203963
		ENSG00000259577
		ENSG00000127863
		ENSG00000008226
		ENSG00000129991
		ENSG00000196981
		ENSG00000172824
		ENSG00000247708
		ENSG00000179133
		ENSG00000170231
		ENSG00000170469
		ENSG00000244119
		ENSG00000268062
		ENSG00000286718
		ENSG00000103528
		ENSG00000115457
		ENSG00000075142
		ENSG00000267627
		ENSG00000148219
		ENSG00000004777
		ENSG00000166455
		ENSG00000103351
		ENSG00000118420
		ENSG00000006534
		ENSG00000214514
		ENSG00000142748
		ENSG00000157429
		ENSG00000164683
		ENSG00000140876
		ENSG00000255858
		ENSG00000171574
		ENSG00000136444
		ENSG00000116183
		ENSG00000237638
		ENSG00000198553
		ENSG00000260604
		ENSG00000159640
		ENSG00000225361
		ENSG00000250220
		ENSG00000273344
		ENSG00000148057
		ENSG00000102904
		ENSG00000181322
		ENSG00000159433
		ENSG00000184986
		ENSG00000267100
		ENSG00000111254
		ENSG00000070087
		ENSG00000185523
		ENSG00000197077
		ENSG00000107819
		ENSG00000111554
		ENSG00000167074
		ENSG00000150873
		ENSG00000103494
		ENSG00000163617
		ENSG00000109794
		ENSG00000165171
		ENSG00000167535
		ENSG00000141577
		ENSG00000259065
		ENSG00000137720
		ENSG00000274583
		ENSG00000162779
		ENSG00000213014
		ENSG00000140284
		ENSG00000261126
		ENSG00000279452
		ENSG00000167984
		ENSG00000224843
		ENSG00000152931
		ENSG00000183207
		ENSG00000278383
		ENSG00000153930
		ENSG00000225156
		ENSG00000141294
		ENSG00000254024
		ENSG00000117543
		ENSG00000170190
		ENSG00000257057
		ENSG00000070761
		ENSG00000010803
		ENSG00000113504
		ENSG00000279328
		ENSG00000089101
		ENSG00000146038
		ENSG00000258592
		ENSG00000168792
		ENSG00000233590
		ENSG00000287527
		ENSG00000090263
		ENSG00000103064
		ENSG00000196096
		ENSG00000109881
		ENSG00000272668
		ENSG00000236901
		ENSG00000119703
		ENSG00000253773
		ENSG00000184939
		ENSG00000272369
		ENSG00000228212
		ENSG00000004468
		ENSG00000151276
		ENSG00000076351
		ENSG00000105877
		ENSG00000162814
		ENSG00000233730
		ENSG00000243910
		ENSG00000125122
		ENSG00000287221
		ENSG00000132141
		ENSG00000090273
		ENSG00000130348
		ENSG00000253633
		ENSG00000249464
		ENSG00000204104
		ENSG00000224157
		ENSG00000154760
		ENSG00000254333
		ENSG00000103021
		ENSG00000226137
		ENSG00000113141
		ENSG00000010310
		ENSG00000175970
		ENSG00000094916
		ENSG00000143222
		ENSG00000196951
		ENSG00000160188
		ENSG00000126838
		ENSG00000165698
		ENSG00000124613
		ENSG00000163875
		ENSG00000172771
		ENSG00000232104
		ENSG00000007392
		ENSG00000270006
		ENSG00000165533
		ENSG00000204052
		ENSG00000115718
		ENSG00000143198
		ENSG00000109944
		ENSG00000078295
		ENSG00000160183
		ENSG00000101347
		ENSG00000173988
		ENSG00000219626
		ENSG00000272382
		ENSG00000248712
		ENSG00000203778
		ENSG00000226328
		ENSG00000006125
		ENSG00000165238
		ENSG00000185621
		ENSG00000119227
