"","Inflammatory.Macrophages","HOPX.high.Squamous.Cells","Basal.Cells","AZGP1.SCGB3A1.LTF.high.Goblet.Cells","Interferon.Responsive.Secretory.Cells","ITGAX.high.Macrophages","Interferon.Responsive.Cytotoxic.CD8.T.Cells","VEGFA.high.Squamous.Cells","Interferon.Responsive.Ciliated.Cells"
"ENSG00000003096",0.191080090137452,0.445725659891341,0.0716218234693982,0.0969492482807169,0.283517752717117,0.00340966558411785,0.254212113956085,0.0659200550448311,0.179664876580011
"ENSG00000003137",0.00122419481773699,0.0944708564265983,0.000683294825295501,0.0770390387336457,0.0454296430505328,0.00662990180156916,0.0846370402432448,0.000683294825295501,0.0216365784766987
"ENSG00000003147",0.34464859507305,0.292183802822034,0.0864409823641017,0.901886273887411,0.182539646273374,0.0825697603124219,0.882599400758216,0.0968156531303874,0.251530641821595
"ENSG00000003249",0.335514546970325,0.452039636880977,0.291928529049925,0.91896166647813,0.301388500292928,0.140414532674854,0.452039636880977,0.257789388451934,0.0809737082901036
"ENSG00000003393",0.303238242930636,0.957295539966406,0.301394197046233,0.179847045399238,0.748953201612898,0.0802851646621229,0.266911027331621,0.345993661494477,0.611542384851237
"ENSG00000003400",0.589340091626072,0.608212031580995,0.273512710489655,0.471748660503552,0.509369688809352,0.0366809764940417,0.726871690939348,0.222294231865747,0.22286835013352
"ENSG00000003402",0.0399540651631927,0.0402350225156884,0.0380369246819265,0.310754976066712,0.00884998687509756,0.0169471275309419,0.254212113956085,0.0343660669639319,0.018565033381595
"ENSG00000003436",0.108550937751027,0.165360193655726,0.0343660669639319,0.108550937751027,0.0503381673432462,0.012266430132144,0.350377178579973,0.0419721079880243,0.0426455698053267
"ENSG00000003509",0.821949062026167,0.798411863934421,0.911154627870427,0.651176133219199,0.825743708158536,0.476913820000464,0.705993311252152,0.900094180505506,0.841760251396407
"ENSG00000003756",0.202726649779675,0.726871690939348,0.234526293394319,0.38282520412604,0.491765414058625,0.103871653632786,0.412687797958505,0.247140923008748,0.160145437255259
"ENSG00000003987",0.620350744954741,0.788478313421582,0.301394197046233,0.100721624291111,0.957588816697064,0.163544459641922,0.365470183682198,0.345993661494477,0.915468316890535
"ENSG00000003989",0.349824725365261,0.551730130459995,0.0839981514732227,0.0671154670199584,0.432353561829766,0.00860089178085369,0.788478313421582,0.0659200550448311,0.200570217034051
"ENSG00000004059",0.727552668351943,0.254212113956085,0.147374314493133,0.828004273108696,0.188825381248519,0.199933930311684,0.365470183682198,0.147374314493133,0.211545010342096
"ENSG00000004139",0.076255474866733,0.497492059936935,0.0152766309171524,0.333901969988703,0.210402699089904,0.00309634680927987,0.533389658788903,0.0248463444406556,0.0466957093540989
"ENSG00000004142",0.641341047431523,0.706636631932547,0.51706246955549,0.462462370038952,0.629895298696934,0.564756843380433,0.412687797958505,0.613855791268312,0.537220935211323
"ENSG00000004399",0.0243337975387068,0.175228114065639,0.0116524932267405,0.0341402461651596,0.0572537780469471,0.00228380746702254,0.137851665119629,0.0152766309171525,0.023313039833186
"ENSG00000004455",0.471748660503551,0.893458705879011,0.177197391345227,0.529178190201111,0.688631137611947,0.0140087904038705,0.957295539966406,0.222294231865747,0.22286835013352
"ENSG00000004468",0.10458860159452,0.335615441939357,0.0419721079880243,0.0932706859526028,0.173559069899397,0.000579344452650418,0.380889759521277,0.0419721079880243,0.0655430526010185
"ENSG00000004478",0.684023561403914,0.589150557249191,0.410458462585499,0.0146058389051509,0.573023323688132,0.967511952225545,0.121232469890214,0.535885937797868,0.709214625773305
"ENSG00000004487",0.0167124110800386,0.0734110291707682,0.0152766309171524,0.609948988666333,0.0151537392053323,0.00534071585154928,0.462693557644972,0.0196480288158036,0.00728204100842913
"ENSG00000004534",0.318371544517328,0.97864147885784,0.427429867987261,0.408561451833844,0.76936244408956,0.240787702357967,0.412687797958505,0.44473001942767,0.370083122282068
"ENSG00000004660",0.0229198408015498,0.0575290792418911,0.00632791500737073,0.0273452362154598,0.0181891720608455,0.0131167303794727,0.129372166165112,0.00632791500737073,0.0259841339187655
"ENSG00000004700",0.0561200478450901,0.185448415777841,0.330761944057365,0.873493762145745,0.105143271073346,0.228659091178821,0.747264597168345,0.273512710489655,0.0208428536109451
"ENSG00000004766",0.694830743333518,0.551730130459995,0.613855791268312,0.260260348119105,0.769362444089561,0.199933930311684,0.293358592377608,0.654298985497069,0.915468316890535
"ENSG00000004777",0.00209803967860424,0.0528041488419849,0.00305162918448576,0.148612636917178,0.0171330348452198,0.00449122370709952,0.165360193655726,0.00199763274839022,0.00133318507995086
"ENSG00000004779",0.0360076626947772,0.206950859253418,0.0221388695011191,0.202726649779675,0.120235349024061,0.00682909518216773,0.515307485611686,0.0309503133810332,0.150901499292486
"ENSG00000004799",0.481118490845224,0.957295539966406,0.301394197046233,0.139014446059211,0.9787882460225,0.491239828676254,0.0678256527168169,0.410458462585499,0.519248247554982
"ENSG00000004809",0.976921634673323,0.196022378620094,0.801919446588116,0.805428032149335,0.392135837715948,0.924271071668743,0.589150557249191,0.695594194289825,0.79037273775329
"ENSG00000004838",0.00209803967860424,0.0192482792791142,0.00305162918448576,0.267168652979192,0.00471432055119653,0.00280492693639392,0.335615441939358,0.00199763274839022,0.00104518214585868
"ENSG00000004848",0.129817352423419,0.32118925813426,0.0277802600707999,0.0101823112227311,0.31065235774542,0.022787737929287,0.165360193655726,0.0196480288158036,0.340297614181904
"ENSG00000004864",0.0464217128632455,0.0150915982722563,0.156937829024471,0.471748660503551,0.0076340869801427,0.358364068844969,0.254212113956085,0.120914016593328,0.0426455698053267
"ENSG00000004866",0.010182311222731,0.0792964878717761,0.0152766309171524,0.509717212840556,0.0241781558220748,0.00738671565952761,0.380889759521277,0.0196480288158036,0.0208428536109451
"ENSG00000004897",0.953859142323981,0.396630800290556,0.780352335624235,0.694830743333518,0.465874398552992,0.55533624942649,0.646989097896852,0.823611353266703,0.769874999892136
"ENSG00000004961",0.599611590374597,0.935974749691415,0.758923284143911,0.771816916650639,0.904724864301893,0.222731517241682,0.788478313421582,0.758923284143911,0.689309020586362
"ENSG00000004975",0.0379451723578648,0.218234287814153,0.120914016593328,0.548943062292417,0.120235349024061,0.0658211337907436,0.196022378620094,0.138184755351183,0.0889534181359628
"ENSG00000005001",0.0464217128632455,0.266911027331621,0.00447135932966232,0.0029191604378042,0.159074097046929,0.00860089178085371,0.0678256527168171,0.00534044344098429,0.150901499292486
"ENSG00000005007",0.828004273108696,0.229872665269097,0.198979962224475,0.630815293997744,0.194088554513999,0.358364068844969,0.412687797958505,0.210445401571026,0.370083122282068
"ENSG00000005020",0.00573957460290556,0.044164728660072,0.00199763274839023,0.0420356161494015,0.026924393992727,0.0241077494369323,0.0625339131400846,0.00199763274839023,0.0826509573441751
"ENSG00000005022",0.310754976066712,0.830184743518939,0.330761944057366,0.965387412955317,0.554525230343538,0.0580478604273298,0.893458705879011,0.345993661494477,0.22286835013352
"ENSG00000005059",0.462462370038952,0.113428868455796,0.427429867987261,0.760688199278719,0.173559069899397,0.785537865627513,0.767803987378345,0.498526210519246,0.79037273775329
"ENSG00000005075",0.233655796536957,0.218234287814153,0.0309503133810332,0.641341047431523,0.0622072954105431,0.00995452023899485,0.706636631932547,0.0419721079880243,0.00975953595991691
"ENSG00000005100",0.74960004264657,0.266911027331621,0.695594194289825,0.907845128118603,0.361366375598003,0.447576187102184,1,0.75892328414391,0.852539072542522
